año,mes,ventas,ingresos,costos,margen,margen_porcentaje,ventas_financiadas,num_financiadas,periodo,tasa_financiacion
2022,7,4,260640.0,264827.0,-4187.0,-1175.0783709136085,75952.0,1,2022-07,29.14057704112953
2022,8,5,228318.0,202504.0,25814.0,-331.4152621155483,103026.0,3,2022-08,45.123906130922656
2022,9,2,85827.0,171410.0,-85583.0,-5442.571164251948,85827.0,2,2022-09,100.0
2022,10,4,193125.0,286122.0,-92997.0,-3033.2480029455674,0.0,0,2022-10,0.0
2022,11,4,173763.0,263573.0,-89810.0,-2796.5179771696257,1000.0,1,2022-11,0.5754965096136693
2022,12,3,235244.0,237738.0,-2494.0,-851.531459376501,234244.0,2,2022-12,99.57490945571406
2023,1,2,143451.0,123117.0,20334.0,13.933606729371856,143451.0,2,2023-01,100.0
2023,2,1,28796.0,23735.0,5061.0,17.575357688567856,28796.0,1,2023-02,100.0
2023,3,5,372940.0,315600.0,57340.0,-265.3013678688295,312499.0,4,2023-03,83.79337158792299
2023,4,5,232952.0,273078.0,-40126.0,-1566.022356587647,100323.0,1,2023-04,43.06595350115045
2023,5,2,107085.0,89533.0,17552.0,17.98850818584672,28225.0,1,2023-05,26.357566419199703
2023,6,4,159976.0,250837.0,-90861.0,-2815.238675966652,141151.0,3,2023-06,88.23260989148373
2023,7,1,1000.0,94772.0,-93772.0,-9377.2,0.0,0,2023-07,0.0
2023,9,7,222686.0,448734.0,-226048.0,-3643.5408815147666,145598.0,3,2023-09,65.38264641692787
2023,10,3,202275.0,205310.0,-3035.0,-1799.2842133918818,0.0,0,2023-10,0.0
2023,11,1,20477.0,19381.0,1096.0,5.3523465351369826,20477.0,1,2023-11,100.0
2023,12,4,93555.0,162636.0,-69081.0,-2046.213442667458,35371.0,2,2023-12,37.80770669659558
2024,1,3,282858.0,218021.0,64837.0,23.945375986219148,155310.0,2,2024-01,54.90740937148675
2024,2,7,465110.0,440560.0,24550.0,-920.27702089725,289539.0,4,2024-02,62.251725398292876
2024,3,2,48714.0,74551.0,-25837.0,-1476.9868026155846,47714.0,1,2024-03,97.94720203637559
2024,4,4,285937.0,247764.0,38173.0,-474.71803104481154,197176.0,3,2024-04,68.95784735798445
2024,5,3,122444.0,170566.0,-48122.0,-2006.1228008355838,121444.0,2,2024-05,99.18330012087159
2024,6,4,213475.0,236550.0,-23075.0,-1628.4859923497638,26956.0,2,2024-06,12.627239723621035
2024,7,1,49374.0,43274.0,6100.0,12.354680601126098,0.0,0,2024-07,0.0
2024,8,7,445478.0,513868.0,-68390.0,-2257.5574242748453,132608.0,3,2024-08,29.767575503167382
2024,9,3,215346.0,219370.0,-4024.0,-1648.2588570704784,61665.0,2,2024-09,28.635312473879242
2024,10,6,409527.0,363301.0,46226.0,-703.2619424773611,166317.0,4,2024-10,40.61197430206067
2024,11,7,388130.0,405756.0,89775.0,21.467101446370926,17965.0,2,2024-11,4.6286038183082985
2024,12,2,181360.0,151348.0,30012.0,18.75425542536736,181360.0,2,2024-12,100.0
