id_tiempo,fecha_completa,año,mes,nombre_mes,trimestre,semana,dia,dia_semana,es_fin_semana
20201031,2020-10-31,2020,10,October,4,44,31,Saturday,1
20201106,2020-11-06,2020,11,November,4,45,6,Friday,0
20201115,2020-11-15,2020,11,November,4,46,15,Sunday,1
20201118,2020-11-18,2020,11,November,4,47,18,Wednesday,0
20201125,2020-11-25,2020,11,November,4,48,25,Wednesday,0
20201213,2020-12-13,2020,12,December,4,50,13,Sunday,1
20201217,2020-12-17,2020,12,December,4,51,17,Thursday,0
20201221,2020-12-21,2020,12,December,4,52,21,Monday,0
20201223,2020-12-23,2020,12,December,4,52,23,Wednesday,0
20201225,2020-12-25,2020,12,December,4,52,25,Friday,0
20201227,2020-12-27,2020,12,December,4,52,27,Sunday,1
20201228,2020-12-28,2020,12,December,4,53,28,Monday,0
20201230,2020-12-30,2020,12,December,4,53,30,Wednesday,0
20210103,2021-01-03,2021,1,January,1,53,3,Sunday,1
20210109,2021-01-09,2021,1,January,1,1,9,Saturday,1
20210115,2021-01-15,2021,1,January,1,2,15,Friday,0
20210117,2021-01-17,2021,1,January,1,2,17,Sunday,1
20210121,2021-01-21,2021,1,January,1,3,21,Thursday,0
20210126,2021-01-26,2021,1,January,1,4,26,Tuesday,0
20210130,2021-01-30,2021,1,January,1,4,30,Saturday,1
20210202,2021-02-02,2021,2,February,1,5,2,Tuesday,0
20210207,2021-02-07,2021,2,February,1,5,7,Sunday,1
20210214,2021-02-14,2021,2,February,1,6,14,Sunday,1
20210219,2021-02-19,2021,2,February,1,7,19,Friday,0
20210221,2021-02-21,2021,2,February,1,7,21,Sunday,1
20210226,2021-02-26,2021,2,February,1,8,26,Friday,0
20210302,2021-03-02,2021,3,March,1,9,2,Tuesday,0
20210303,2021-03-03,2021,3,March,1,9,3,Wednesday,0
20210307,2021-03-07,2021,3,March,1,9,7,Sunday,1
20210309,2021-03-09,2021,3,March,1,10,9,Tuesday,0
20210312,2021-03-12,2021,3,March,1,10,12,Friday,0
20210319,2021-03-19,2021,3,March,1,11,19,Friday,0
20210329,2021-03-29,2021,3,March,1,13,29,Monday,0
20210330,2021-03-30,2021,3,March,1,13,30,Tuesday,0
20210331,2021-03-31,2021,3,March,1,13,31,Wednesday,0
20210409,2021-04-09,2021,4,April,2,14,9,Friday,0
20210411,2021-04-11,2021,4,April,2,14,11,Sunday,1
20210412,2021-04-12,2021,4,April,2,15,12,Monday,0
20210413,2021-04-13,2021,4,April,2,15,13,Tuesday,0
20210416,2021-04-16,2021,4,April,2,15,16,Friday,0
20210424,2021-04-24,2021,4,April,2,16,24,Saturday,1
20210429,2021-04-29,2021,4,April,2,17,29,Thursday,0
20210430,2021-04-30,2021,4,April,2,17,30,Friday,0
20210503,2021-05-03,2021,5,May,2,18,3,Monday,0
20210504,2021-05-04,2021,5,May,2,18,4,Tuesday,0
20210514,2021-05-14,2021,5,May,2,19,14,Friday,0
20210521,2021-05-21,2021,5,May,2,20,21,Friday,0
20210527,2021-05-27,2021,5,May,2,21,27,Thursday,0
20210531,2021-05-31,2021,5,May,2,22,31,Monday,0
20210702,2021-07-02,2021,7,July,3,26,2,Friday,0
20210708,2021-07-08,2021,7,July,3,27,8,Thursday,0
20210712,2021-07-12,2021,7,July,3,28,12,Monday,0
20210719,2021-07-19,2021,7,July,3,29,19,Monday,0
20210801,2021-08-01,2021,8,August,3,30,1,Sunday,1
20210803,2021-08-03,2021,8,August,3,31,3,Tuesday,0
20210809,2021-08-09,2021,8,August,3,32,9,Monday,0
20210816,2021-08-16,2021,8,August,3,33,16,Monday,0
20210819,2021-08-19,2021,8,August,3,33,19,Thursday,0
20210827,2021-08-27,2021,8,August,3,34,27,Friday,0
20210901,2021-09-01,2021,9,September,3,35,1,Wednesday,0
20210903,2021-09-03,2021,9,September,3,35,3,Friday,0
20210907,2021-09-07,2021,9,September,3,36,7,Tuesday,0
20210915,2021-09-15,2021,9,September,3,37,15,Wednesday,0
20210921,2021-09-21,2021,9,September,3,38,21,Tuesday,0
20210922,2021-09-22,2021,9,September,3,38,22,Wednesday,0
20211001,2021-10-01,2021,10,October,4,39,1,Friday,0
20211002,2021-10-02,2021,10,October,4,39,2,Saturday,1
20211003,2021-10-03,2021,10,October,4,39,3,Sunday,1
20211008,2021-10-08,2021,10,October,4,40,8,Friday,0
20211009,2021-10-09,2021,10,October,4,40,9,Saturday,1
20211012,2021-10-12,2021,10,October,4,41,12,Tuesday,0
20211015,2021-10-15,2021,10,October,4,41,15,Friday,0
20211026,2021-10-26,2021,10,October,4,43,26,Tuesday,0
20211103,2021-11-03,2021,11,November,4,44,3,Wednesday,0
20211106,2021-11-06,2021,11,November,4,44,6,Saturday,1
20211117,2021-11-17,2021,11,November,4,46,17,Wednesday,0
20211118,2021-11-18,2021,11,November,4,46,18,Thursday,0
20211119,2021-11-19,2021,11,November,4,46,19,Friday,0
20211120,2021-11-20,2021,11,November,4,46,20,Saturday,1
20211125,2021-11-25,2021,11,November,4,47,25,Thursday,0
20211209,2021-12-09,2021,12,December,4,49,9,Thursday,0
20211212,2021-12-12,2021,12,December,4,49,12,Sunday,1
20211221,2021-12-21,2021,12,December,4,51,21,Tuesday,0
20211231,2021-12-31,2021,12,December,4,52,31,Friday,0
20220105,2022-01-05,2022,1,January,1,1,5,Wednesday,0
20220106,2022-01-06,2022,1,January,1,1,6,Thursday,0
20220120,2022-01-20,2022,1,January,1,3,20,Thursday,0
20220126,2022-01-26,2022,1,January,1,4,26,Wednesday,0
20220201,2022-02-01,2022,2,February,1,5,1,Tuesday,0
20220203,2022-02-03,2022,2,February,1,5,3,Thursday,0
20220208,2022-02-08,2022,2,February,1,6,8,Tuesday,0
20220220,2022-02-20,2022,2,February,1,7,20,Sunday,1
20220310,2022-03-10,2022,3,March,1,10,10,Thursday,0
20220314,2022-03-14,2022,3,March,1,11,14,Monday,0
20220317,2022-03-17,2022,3,March,1,11,17,Thursday,0
20220324,2022-03-24,2022,3,March,1,12,24,Thursday,0
20220330,2022-03-30,2022,3,March,1,13,30,Wednesday,0
20220401,2022-04-01,2022,4,April,2,13,1,Friday,0
20220412,2022-04-12,2022,4,April,2,15,12,Tuesday,0
20220418,2022-04-18,2022,4,April,2,16,18,Monday,0
20220421,2022-04-21,2022,4,April,2,16,21,Thursday,0
20220426,2022-04-26,2022,4,April,2,17,26,Tuesday,0
20220502,2022-05-02,2022,5,May,2,18,2,Monday,0
20220505,2022-05-05,2022,5,May,2,18,5,Thursday,0
20220516,2022-05-16,2022,5,May,2,20,16,Monday,0
20220526,2022-05-26,2022,5,May,2,21,26,Thursday,0
20220528,2022-05-28,2022,5,May,2,21,28,Saturday,1
20220529,2022-05-29,2022,5,May,2,21,29,Sunday,1
20220604,2022-06-04,2022,6,June,2,22,4,Saturday,1
20220608,2022-06-08,2022,6,June,2,23,8,Wednesday,0
20220613,2022-06-13,2022,6,June,2,24,13,Monday,0
20220617,2022-06-17,2022,6,June,2,24,17,Friday,0
20220628,2022-06-28,2022,6,June,2,26,28,Tuesday,0
20220712,2022-07-12,2022,7,July,3,28,12,Tuesday,0
20220715,2022-07-15,2022,7,July,3,28,15,Friday,0
20220721,2022-07-21,2022,7,July,3,29,21,Thursday,0
20220724,2022-07-24,2022,7,July,3,29,24,Sunday,1
20220802,2022-08-02,2022,8,August,3,31,2,Tuesday,0
20220809,2022-08-09,2022,8,August,3,32,9,Tuesday,0
20220811,2022-08-11,2022,8,August,3,32,11,Thursday,0
20220814,2022-08-14,2022,8,August,3,32,14,Sunday,1
20220819,2022-08-19,2022,8,August,3,33,19,Friday,0
20220828,2022-08-28,2022,8,August,3,34,28,Sunday,1
20220901,2022-09-01,2022,9,September,3,35,1,Thursday,0
20220902,2022-09-02,2022,9,September,3,35,2,Friday,0
20220910,2022-09-10,2022,9,September,3,36,10,Saturday,1
20220912,2022-09-12,2022,9,September,3,37,12,Monday,0
20220920,2022-09-20,2022,9,September,3,38,20,Tuesday,0
20220922,2022-09-22,2022,9,September,3,38,22,Thursday,0
20220924,2022-09-24,2022,9,September,3,38,24,Saturday,1
20220927,2022-09-27,2022,9,September,3,39,27,Tuesday,0
20221001,2022-10-01,2022,10,October,4,39,1,Saturday,1
20221002,2022-10-02,2022,10,October,4,39,2,Sunday,1
20221013,2022-10-13,2022,10,October,4,41,13,Thursday,0
20221018,2022-10-18,2022,10,October,4,42,18,Tuesday,0
20221024,2022-10-24,2022,10,October,4,43,24,Monday,0
20221027,2022-10-27,2022,10,October,4,43,27,Thursday,0
20221110,2022-11-10,2022,11,November,4,45,10,Thursday,0
20221116,2022-11-16,2022,11,November,4,46,16,Wednesday,0
20221119,2022-11-19,2022,11,November,4,46,19,Saturday,1
20221120,2022-11-20,2022,11,November,4,46,20,Sunday,1
20221128,2022-11-28,2022,11,November,4,48,28,Monday,0
20221208,2022-12-08,2022,12,December,4,49,8,Thursday,0
20221220,2022-12-20,2022,12,December,4,51,20,Tuesday,0
20221222,2022-12-22,2022,12,December,4,51,22,Thursday,0
20221228,2022-12-28,2022,12,December,4,52,28,Wednesday,0
20221230,2022-12-30,2022,12,December,4,52,30,Friday,0
20230104,2023-01-04,2023,1,January,1,1,4,Wednesday,0
20230105,2023-01-05,2023,1,January,1,1,5,Thursday,0
20230107,2023-01-07,2023,1,January,1,1,7,Saturday,1
20230108,2023-01-08,2023,1,January,1,1,8,Sunday,1
20230123,2023-01-23,2023,1,January,1,4,23,Monday,0
20230129,2023-01-29,2023,1,January,1,4,29,Sunday,1
20230209,2023-02-09,2023,2,February,1,6,9,Thursday,0
20230211,2023-02-11,2023,2,February,1,6,11,Saturday,1
20230215,2023-02-15,2023,2,February,1,7,15,Wednesday,0
20230225,2023-02-25,2023,2,February,1,8,25,Saturday,1
20230305,2023-03-05,2023,3,March,1,9,5,Sunday,1
20230307,2023-03-07,2023,3,March,1,10,7,Tuesday,0
20230309,2023-03-09,2023,3,March,1,10,9,Thursday,0
20230310,2023-03-10,2023,3,March,1,10,10,Friday,0
20230401,2023-04-01,2023,4,April,2,13,1,Saturday,1
20230402,2023-04-02,2023,4,April,2,13,2,Sunday,1
20230405,2023-04-05,2023,4,April,2,14,5,Wednesday,0
20230406,2023-04-06,2023,4,April,2,14,6,Thursday,0
20230407,2023-04-07,2023,4,April,2,14,7,Friday,0
20230412,2023-04-12,2023,4,April,2,15,12,Wednesday,0
20230420,2023-04-20,2023,4,April,2,16,20,Thursday,0
20230509,2023-05-09,2023,5,May,2,19,9,Tuesday,0
20230523,2023-05-23,2023,5,May,2,21,23,Tuesday,0
20230530,2023-05-30,2023,5,May,2,22,30,Tuesday,0
20230601,2023-06-01,2023,6,June,2,22,1,Thursday,0
20230602,2023-06-02,2023,6,June,2,22,2,Friday,0
20230604,2023-06-04,2023,6,June,2,22,4,Sunday,1
20230605,2023-06-05,2023,6,June,2,23,5,Monday,0
20230609,2023-06-09,2023,6,June,2,23,9,Friday,0
20230610,2023-06-10,2023,6,June,2,23,10,Saturday,1
20230616,2023-06-16,2023,6,June,2,24,16,Friday,0
20230617,2023-06-17,2023,6,June,2,24,17,Saturday,1
20230619,2023-06-19,2023,6,June,2,25,19,Monday,0
20230624,2023-06-24,2023,6,June,2,25,24,Saturday,1
20230625,2023-06-25,2023,6,June,2,25,25,Sunday,1
20230627,2023-06-27,2023,6,June,2,26,27,Tuesday,0
20230711,2023-07-11,2023,7,July,3,28,11,Tuesday,0
20230716,2023-07-16,2023,7,July,3,28,16,Sunday,1
20230720,2023-07-20,2023,7,July,3,29,20,Thursday,0
20230721,2023-07-21,2023,7,July,3,29,21,Friday,0
20230722,2023-07-22,2023,7,July,3,29,22,Saturday,1
20230725,2023-07-25,2023,7,July,3,30,25,Tuesday,0
20230731,2023-07-31,2023,7,July,3,31,31,Monday,0
20230802,2023-08-02,2023,8,August,3,31,2,Wednesday,0
20230813,2023-08-13,2023,8,August,3,32,13,Sunday,1
20230819,2023-08-19,2023,8,August,3,33,19,Saturday,1
20230822,2023-08-22,2023,8,August,3,34,22,Tuesday,0
20230906,2023-09-06,2023,9,September,3,36,6,Wednesday,0
20230908,2023-09-08,2023,9,September,3,36,8,Friday,0
20230914,2023-09-14,2023,9,September,3,37,14,Thursday,0
20230915,2023-09-15,2023,9,September,3,37,15,Friday,0
20230917,2023-09-17,2023,9,September,3,37,17,Sunday,1
20230924,2023-09-24,2023,9,September,3,38,24,Sunday,1
20231001,2023-10-01,2023,10,October,4,39,1,Sunday,1
20231016,2023-10-16,2023,10,October,4,42,16,Monday,0
20231017,2023-10-17,2023,10,October,4,42,17,Tuesday,0
20231019,2023-10-19,2023,10,October,4,42,19,Thursday,0
20231020,2023-10-20,2023,10,October,4,42,20,Friday,0
20231022,2023-10-22,2023,10,October,4,42,22,Sunday,1
20231027,2023-10-27,2023,10,October,4,43,27,Friday,0
20231029,2023-10-29,2023,10,October,4,43,29,Sunday,1
20231103,2023-11-03,2023,11,November,4,44,3,Friday,0
20231104,2023-11-04,2023,11,November,4,44,4,Saturday,1
20231106,2023-11-06,2023,11,November,4,45,6,Monday,0
20231108,2023-11-08,2023,11,November,4,45,8,Wednesday,0
20231114,2023-11-14,2023,11,November,4,46,14,Tuesday,0
20231116,2023-11-16,2023,11,November,4,46,16,Thursday,0
20231121,2023-11-21,2023,11,November,4,47,21,Tuesday,0
20231122,2023-11-22,2023,11,November,4,47,22,Wednesday,0
20231125,2023-11-25,2023,11,November,4,47,25,Saturday,1
20231204,2023-12-04,2023,12,December,4,49,4,Monday,0
20231210,2023-12-10,2023,12,December,4,49,10,Sunday,1
20231217,2023-12-17,2023,12,December,4,50,17,Sunday,1
20231221,2023-12-21,2023,12,December,4,51,21,Thursday,0
20240108,2024-01-08,2024,1,January,1,2,8,Monday,0
20240112,2024-01-12,2024,1,January,1,2,12,Friday,0
20240115,2024-01-15,2024,1,January,1,3,15,Monday,0
20240117,2024-01-17,2024,1,January,1,3,17,Wednesday,0
20240118,2024-01-18,2024,1,January,1,3,18,Thursday,0
20240119,2024-01-19,2024,1,January,1,3,19,Friday,0
20240123,2024-01-23,2024,1,January,1,4,23,Tuesday,0
20240126,2024-01-26,2024,1,January,1,4,26,Friday,0
20240130,2024-01-30,2024,1,January,1,5,30,Tuesday,0
20240131,2024-01-31,2024,1,January,1,5,31,Wednesday,0
20240206,2024-02-06,2024,2,February,1,6,6,Tuesday,0
20240218,2024-02-18,2024,2,February,1,7,18,Sunday,1
20240220,2024-02-20,2024,2,February,1,8,20,Tuesday,0
20240229,2024-02-29,2024,2,February,1,9,29,Thursday,0
20240301,2024-03-01,2024,3,March,1,9,1,Friday,0
20240302,2024-03-02,2024,3,March,1,9,2,Saturday,1
20240304,2024-03-04,2024,3,March,1,10,4,Monday,0
20240317,2024-03-17,2024,3,March,1,11,17,Sunday,1
20240325,2024-03-25,2024,3,March,1,13,25,Monday,0
20240328,2024-03-28,2024,3,March,1,13,28,Thursday,0
20240405,2024-04-05,2024,4,April,2,14,5,Friday,0
20240409,2024-04-09,2024,4,April,2,15,9,Tuesday,0
20240415,2024-04-15,2024,4,April,2,16,15,Monday,0
20240416,2024-04-16,2024,4,April,2,16,16,Tuesday,0
20240422,2024-04-22,2024,4,April,2,17,22,Monday,0
20240425,2024-04-25,2024,4,April,2,17,25,Thursday,0
20240501,2024-05-01,2024,5,May,2,18,1,Wednesday,0
20240502,2024-05-02,2024,5,May,2,18,2,Thursday,0
20240503,2024-05-03,2024,5,May,2,18,3,Friday,0
20240504,2024-05-04,2024,5,May,2,18,4,Saturday,1
20240507,2024-05-07,2024,5,May,2,19,7,Tuesday,0
20240508,2024-05-08,2024,5,May,2,19,8,Wednesday,0
20240515,2024-05-15,2024,5,May,2,20,15,Wednesday,0
20240518,2024-05-18,2024,5,May,2,20,18,Saturday,1
20240522,2024-05-22,2024,5,May,2,21,22,Wednesday,0
20240609,2024-06-09,2024,6,June,2,23,9,Sunday,1
20240623,2024-06-23,2024,6,June,2,25,23,Sunday,1
20240625,2024-06-25,2024,6,June,2,26,25,Tuesday,0
20240627,2024-06-27,2024,6,June,2,26,27,Thursday,0
20240628,2024-06-28,2024,6,June,2,26,28,Friday,0
20240707,2024-07-07,2024,7,July,3,27,7,Sunday,1
20240712,2024-07-12,2024,7,July,3,28,12,Friday,0
20240713,2024-07-13,2024,7,July,3,28,13,Saturday,1
20240715,2024-07-15,2024,7,July,3,29,15,Monday,0
20240725,2024-07-25,2024,7,July,3,30,25,Thursday,0
20240730,2024-07-30,2024,7,July,3,31,30,Tuesday,0
20240805,2024-08-05,2024,8,August,3,32,5,Monday,0
20240809,2024-08-09,2024,8,August,3,32,9,Friday,0
20240814,2024-08-14,2024,8,August,3,33,14,Wednesday,0
20240817,2024-08-17,2024,8,August,3,33,17,Saturday,1
20240824,2024-08-24,2024,8,August,3,34,24,Saturday,1
20240828,2024-08-28,2024,8,August,3,35,28,Wednesday,0
20240901,2024-09-01,2024,9,September,3,35,1,Sunday,1
20240904,2024-09-04,2024,9,September,3,36,4,Wednesday,0
20240917,2024-09-17,2024,9,September,3,38,17,Tuesday,0
20240919,2024-09-19,2024,9,September,3,38,19,Thursday,0
20240930,2024-09-30,2024,9,September,3,40,30,Monday,0
20241003,2024-10-03,2024,10,October,4,40,3,Thursday,0
20241013,2024-10-13,2024,10,October,4,41,13,Sunday,1
20241014,2024-10-14,2024,10,October,4,42,14,Monday,0
20241015,2024-10-15,2024,10,October,4,42,15,Tuesday,0
20241021,2024-10-21,2024,10,October,4,43,21,Monday,0
20241028,2024-10-28,2024,10,October,4,44,28,Monday,0
20241030,2024-10-30,2024,10,October,4,44,30,Wednesday,0
20241031,2024-10-31,2024,10,October,4,44,31,Thursday,0
20241103,2024-11-03,2024,11,November,4,44,3,Sunday,1
20241111,2024-11-11,2024,11,November,4,46,11,Monday,0
20241118,2024-11-18,2024,11,November,4,47,18,Monday,0
20241203,2024-12-03,2024,12,December,4,49,3,Tuesday,0
20241206,2024-12-06,2024,12,December,4,49,6,Friday,0
20241211,2024-12-11,2024,12,December,4,50,11,Wednesday,0
20241215,2024-12-15,2024,12,December,4,50,15,Sunday,1
20241223,2024-12-23,2024,12,December,4,52,23,Monday,0
20241228,2024-12-28,2024,12,December,4,52,28,Saturday,1
20241230,2024-12-30,2024,12,December,4,1,30,Monday,0
