id_venta,id_tiempo,id_cliente,id_vehiculo,id_vendedor,id_sucursal,id_tipo_pago,cantidad,precio_venta,costo_vehiculo,descuento,precio_neto,margen_ganancia,financiado,comision_vendedor
61,,77,989,57,11,2,1.0,128515.0,97365.0,30.0,89960.5,31150.0,0,2517.39
62,,80,943,58,11,2,1.0,61935.0,48051.0,9.0,56360.85,13884.0,1,1540.2
63,,81,1002,59,1,3,1.0,141125.0,109886.0,12.0,124190.0,31239.0,1,2251.19
64,,82,846,60,7,2,1.0,55087.0,42452.0,22.0,42967.86,12635.0,0,673.41
65,,83,922,61,8,2,1.0,41262.0,36362.0,10.0,37135.8,4900.0,0,
66,,84,947,62,12,3,1.0,1000.0,82372.0,28.000000000000004,720.0,-81372.0,0,
67,,86,971,63,5,1,1.0,1000.0,73724.0,2.0,980.0,-72724.0,0,2250.7
68,,87,979,64,3,2,1.0,45123.0,42882.0,21.0,35647.17,2241.0,1,824.38
69,20200828.0,89,978,65,3,2,1.0,35492.0,28386.0,21.0,28038.68,7106.0,0,1037.67
70,,90,1014,66,12,1,1.0,164025.0,119933.0,14.0,141061.5,44092.0,1,3636.96
71,,95,954,67,10,1,1.0,136026.0,115613.0,11.0,121063.14,20413.0,1,
72,,96,1013,68,9,1,1.0,1000.0,110933.0,18.0,820.0000000000001,-109933.0,1,2561.99
73,,99,921,69,8,2,1.0,76137.0,68818.0,26.0,56341.38,7319.0,1,2463.7
74,,101,979,70,8,2,1.0,1000.0,64731.0,10.0,900.0,-63731.0,1,
75,,102,1011,71,8,3,1.0,79572.0,65765.0,100.0,0.0,13807.0,1,1643.35
76,,104,1000,72,4,1,1.0,65278.0,54413.0,3.0,63319.659999999996,10865.0,0,1809.16
77,,105,979,73,5,2,1.0,1000.0,52732.0,24.0,760.0,-51732.0,0,1795.23
78,,106,1021,74,6,1,1.0,24452.0,19543.0,0.0,24452.0,4909.0,1,224.95
79,,107,825,75,7,1,1.0,137062.0,110451.0,2.0,134320.76,26611.0,1,3474.54
80,,111,943,76,1,2,1.0,131031.0,107846.0,5.0,124479.45,23185.0,1,3486.5
81,20240416.0,112,942,77,5,2,1.0,144328.0,106128.0,15.0,122678.8,38200.0,1,3709.24
82,20210424.0,114,846,78,10,1,1.0,62872.0,47071.0,100.0,0.0,15801.0,0,1515.45
83,,115,867,79,10,3,1.0,1000.0,29638.0,20.0,800.0,-28638.0,0,440.07
84,,1501,1023,80,3,1,1.0,108200.0,92334.0,7.0,100626.0,15866.0,0,3564.88
85,,118,1024,81,9,2,1.0,140610.0,105076.0,3.0,136391.69999999998,35534.0,1,4540.32
86,,120,947,59,9,3,1.0,1000.0,93406.0,6.0,940.0,-92406.0,1,3219.33
87,,121,915,82,2,1,0.0,100615.0,85477.0,29.0,71436.65,15138.0,1,2293.74
88,,123,979,52,1,2,1.0,158711.0,113389.0,32.0,107923.48,45322.0,1,1274.01
89,,126,998,83,7,3,1.0,56897.0,44122.0,30.0,39827.899999999994,12775.0,0,1894.58
90,20231020.0,128,982,43,1,1,1.0,112740.0,86874.0,28.0,81172.8,25866.0,1,1440.62
91,,129,898,84,9,1,1.0,112784.0,85452.0,3.0,109400.48,27332.0,0,2791.34
92,,130,852,85,11,1,1.0,1000.0,27187.0,8.0,920.0,-26187.0,1,828.07
93,,131,846,86,10,3,1.0,81100.0,64626.0,14.0,69746.0,16474.0,0,1737.88
94,,132,989,87,7,3,1.0,119869.0,92484.0,16.0,100689.95999999999,27385.0,0,3011.19
95,20231210.0,134,955,88,4,2,1.0,156084.0,112007.0,31.0,107697.95999999999,44077.0,0,4073.82
96,,135,981,89,3,1,1.0,59762.0,50739.0,25.0,44821.5,9023.0,0,1262.96
97,,137,601,90,6,2,1.0,1000.0,46430.0,6.0,940.0,-45430.0,0,874.46
98,,139,894,91,4,3,1.0,65565.0,56022.0,3.0,63598.049999999996,9543.0,1,680.3
99,,140,979,92,1,2,1.0,125965.0,98351.0,6.0,118407.09999999999,27614.0,1,3287.2
100,,141,976,93,3,3,1.0,92958.0,76233.0,25.0,69718.5,16725.0,1,
101,,142,976,94,5,3,1.0,24012.0,17801.0,12.0,21130.56,6211.0,0,810.74
102,,143,1006,95,5,1,1.0,1000.0,20762.0,16.0,840.0,-19762.0,0,899.31
103,,145,1006,41,9,1,1.0,80046.0,58926.0,12.0,70440.48,21120.0,1,1439.38
104,20211117.0,146,970,96,8,3,1.0,1000.0,37163.0,17.0,830.0,-36163.0,1,777.98
105,,147,1008,97,10,1,1.0,104375.0,95501.0,21.0,82456.25,8874.0,1,1181.17
106,,148,885,98,4,3,1.0,1000.0,34613.0,23.0,770.0,-33613.0,0,
107,,149,601,99,10,3,1.0,82395.0,74113.0,2.0,80747.09999999999,8282.0,1,1826.22
108,,150,601,100,10,1,1.0,82087.0,76264.0,14.0,70594.81999999999,5823.0,1,2669.43
109,,153,601,101,8,1,1.0,67731.0,59580.0,34.0,44702.45999999999,8151.0,0,781.82
110,,155,970,102,1,3,1.0,101739.0,77138.0,3.0,98686.83,24601.0,0,2582.46
111,,158,976,103,6,2,1.0,23182.0,17920.0,22.0,18081.96,5262.0,1,727.57
112,,159,1010,104,6,3,1.0,134065.0,110700.0,3.0,130043.05,23365.0,1,2914.5
113,,160,983,50,5,3,1.0,1000.0,102249.0,100.0,0.0,-101249.0,0,3280.64
114,,161,932,105,4,1,1.0,21396.0,19492.0,8.0,19684.32,1904.0,1,572.81
115,,162,1019,32,6,1,1.0,32706.0,25428.0,23.0,25183.62,7278.0,0,780.7
116,,163,883,106,8,2,1.0,91485.0,65610.0,3.0,88740.45,25875.0,1,
117,,164,998,107,12,3,1.0,127931.0,105282.0,28.0,92110.31999999999,22649.0,0,1161.39
118,,165,981,108,10,2,1.0,105438.0,86914.0,34.0,69589.07999999999,18524.0,0,3645.67
119,,171,934,109,1,3,1.0,1000.0,96635.0,3.0,970.0,-95635.0,1,2751.63
120,20210809.0,172,1019,110,7,1,1.0,129171.0,107641.0,11.0,114962.19,21530.0,0,1237.37
121,,173,934,111,12,1,1.0,1000.0,107043.0,13.0,870.0,-106043.0,0,1075.97
122,,174,926,112,11,3,1.0,146528.0,106944.0,21.0,115757.12000000001,39584.0,1,2628.53
123,,175,834,69,5,1,1.0,1000.0,88410.0,31.0,690.0,-87410.0,0,1974.53
124,,179,769,113,9,1,1.0,1000.0,84481.0,27.0,730.0,-83481.0,1,
125,,182,791,114,11,1,1.0,107885.0,102047.0,14.0,92781.1,5838.0,1,2382.09
126,,183,769,115,11,2,1.0,125435.0,95653.0,26.0,92821.9,29782.0,1,2202.76
127,,186,1002,116,2,2,1.0,49513.0,36140.0,26.0,36639.62,13373.0,0,1304.53
128,,778,972,117,10,2,1.0,33405.0,29105.0,3.0,32402.85,4300.0,1,692.65
129,,189,954,113,5,3,1.0,91925.0,65820.0,2.0,90086.5,26105.0,1,
130,,192,1018,118,2,1,1.0,148307.0,113640.0,15.0,126060.95,34667.0,0,3041.2
131,,195,1023,119,3,3,1.0,77664.0,67920.0,10.0,69897.6,9744.0,1,1180.2
132,,198,769,85,10,3,1.0,121297.0,96039.0,24.0,92185.72,25258.0,1,1663.28
133,,201,1017,120,8,3,1.0,1000.0,76909.0,20.0,800.0,-75909.0,0,2704.49
134,,202,980,121,11,2,1.0,35059.0,33183.0,29.0,24891.89,1876.0,1,639.28
135,,205,1008,122,5,3,1.0,115408.0,91676.0,35.0,75015.2,23732.0,1,1854.75
136,,206,898,123,5,2,1.0,70407.0,64115.0,33.0,47172.689999999995,6292.0,0,2349.15
137,,207,1016,124,1,3,1.0,1000.0,105111.0,16.0,840.0,-104111.0,1,1788.52
138,,210,943,36,12,3,0.0,34494.0,25410.0,30.0,24145.8,9084.0,1,430.79
139,,211,1019,125,12,1,1.0,1000.0,73756.0,9.0,910.0,-72756.0,0,2183.89
140,,212,910,126,7,1,1.0,1000.0,26222.0,14.0,860.0,-25222.0,1,679.4
141,,213,769,77,1,1,1.0,32907.0,28489.0,33.0,22047.69,4418.0,0,833.75
142,,214,959,72,4,1,1.0,1000.0,31754.0,28.0,720.0,-30754.0,0,1065.36
143,20241021.0,216,994,4,1,3,1.0,114770.0,97743.0,23.0,88372.90000000001,17027.0,1,2615.66
144,,219,1005,127,11,1,1.0,1000.0,63271.0,13.0,870.0,-62271.0,1,1876.71
145,,220,973,105,11,3,1.0,131337.0,119012.0,11.0,116889.93000000001,12325.0,1,1945.04
146,,221,1019,128,2,2,1.0,108709.0,95426.0,2.0,106534.81999999999,13283.0,0,1976.7
147,,223,996,129,8,3,1.0,111201.0,95695.0,100.0,0.0,15506.0,0,1390.39
148,,224,852,130,12,2,1.0,62821.0,48398.0,18.0,51513.22,14423.0,1,1515.71
149,20240317.0,227,993,131,6,1,1.0,77954.0,61557.0,30.0,54567.799999999996,16397.0,0,1195.14
150,,229,974,132,6,3,1.0,114876.0,82310.0,5.0,109132.2,32566.0,0,2454.28
151,,231,915,133,4,3,1.0,24216.0,19731.0,16.0,20341.44,4485.0,0,285.31
152,,232,915,134,5,2,1.0,135802.0,114125.0,0.0,135802.0,21677.0,0,2201.51
153,,233,976,135,10,2,1.0,139007.0,112619.0,34.0,91744.62,26388.0,1,2835.49
154,,234,1014,136,2,1,1.0,1000.0,77285.0,10.0,900.0,-76285.0,1,2735.0
155,,235,1006,137,2,1,1.0,77779.0,69013.0,100.0,0.0,8766.0,0,840.94
156,,237,954,138,12,1,1.0,57010.0,53788.0,19.0,46178.100000000006,3222.0,1,998.74
157,,238,1022,139,9,3,1.0,46228.0,39645.0,4.0,44378.88,6583.0,1,1555.56
158,,239,769,140,12,3,1.0,93576.0,72046.0,9.0,85154.16,21530.0,0,971.07
159,20211125.0,241,1024,141,4,1,1.0,80298.0,63092.0,31.0,55405.619999999995,17206.0,0,698.42
160,,243,947,142,12,3,1.0,100988.0,73719.0,0.0,100988.0,27269.0,0,2656.17
161,,245,1021,17,11,2,1.0,1000.0,76020.0,6.0,940.0,-75020.0,0,1774.45
162,,246,998,143,6,1,1.0,68624.0,56915.0,7.0,63820.31999999999,11709.0,0,1702.4
163,20230309.0,247,791,144,8,1,1.0,51876.0,37339.0,11.0,46169.64,14537.0,0,1016.56
164,,248,1019,145,5,1,1.0,157176.0,118877.0,0.0,157176.0,38299.0,0,2421.02
165,,250,1023,146,10,1,1.0,1000.0,18585.0,14.0,860.0,-17585.0,1,175.21
166,,251,993,147,11,2,1.0,1000.0,87286.0,19.0,810.0,-86286.0,0,953.71
167,,252,1018,148,1,3,1.0,58894.0,47416.0,23.0,45348.380000000005,11478.0,0,1122.54
168,,253,998,149,8,3,1.0,110584.0,84670.0,34.0,72985.43999999999,25914.0,1,3827.97
169,,255,1018,150,4,3,1.0,1000.0,28110.0,8.0,920.0,-27110.0,0,370.22
170,,256,910,151,6,1,1.0,51825.0,38099.0,19.0,41978.25,13726.0,1,1679.15
171,,257,898,29,3,3,1.0,74717.0,61029.0,19.0,60520.770000000004,13688.0,0,2523.94
172,,258,974,112,12,1,1.0,138159.0,119718.0,25.0,103619.25,18441.0,0,4326.61
173,,263,1008,132,7,1,1.0,131461.0,103037.0,34.0,86764.26,28424.0,1,
174,,265,947,152,9,1,1.0,1000.0,55233.0,4.0,960.0,-54233.0,0,
175,20230720.0,266,978,153,11,2,1.0,122892.0,106009.0,100.0,0.0,16883.0,1,3333.86
176,,270,1019,154,4,1,1.0,42347.0,33381.0,22.0,33030.66,8966.0,1,1386.47
177,,271,943,155,4,2,1.0,26373.0,23897.0,10.0,23735.7,2476.0,0,471.13
178,20231121.0,272,1023,156,4,3,1.0,53347.0,48325.0,31.0,36809.43,5022.0,1,1208.75
179,,273,915,157,2,1,1.0,52017.0,47295.0,33.0,34851.39,4722.0,0,1015.5
180,,274,910,158,10,1,1.0,1000.0,38309.0,33.0,669.9999999999999,-37309.0,1,943.64
181,,275,990,159,4,2,1.0,1000.0,68625.0,12.0,880.0,-67625.0,0,1355.43
182,,276,983,160,3,3,1.0,1000.0,25073.0,27.0,730.0,-24073.0,1,
183,,277,994,134,12,3,1.0,77375.0,70377.0,17.0,64221.25,6998.0,0,1232.6
184,,278,1013,83,12,1,1.0,64176.0,51176.0,21.0,50699.04,13000.0,1,1047.0
185,,280,906,161,1,2,1.0,124640.0,99522.0,28.0,89740.8,25118.0,0,
186,,281,834,162,3,3,1.0,36951.0,28934.0,20.0,29560.800000000003,8017.0,1,947.47
187,,282,867,163,8,1,1.0,1000.0,111411.0,10.0,900.0,-110411.0,0,3833.6
188,,283,1011,164,6,3,1.0,121046.0,104925.0,33.0,81100.81999999999,16121.0,1,2105.98
189,,285,898,165,5,2,1.0,1000.0,47862.0,34.0,659.9999999999999,-46862.0,1,1470.25
190,,286,921,166,4,1,1.0,86898.0,68206.0,16.0,72994.31999999999,18692.0,0,840.42
191,,289,846,167,5,3,1.0,131006.0,104234.0,26.0,96944.44,26772.0,1,1895.53
192,,290,943,168,4,2,1.0,29037.0,24290.0,3.0,28165.89,4747.0,1,335.81
193,,291,1017,169,2,2,1.0,98531.0,70407.0,4.0,94589.76,28124.0,1,2022.8
194,20220203.0,292,955,170,10,3,1.0,137800.0,98641.0,34.0,90947.99999999999,39159.0,0,1569.71
195,,294,975,90,6,1,1.0,1000.0,58118.0,14.0,860.0,-57118.0,0,2017.55
196,20240712.0,295,934,171,11,3,1.0,40697.0,29616.0,23.0,31336.690000000002,11081.0,0,1104.37
197,,296,883,172,5,1,1.0,48831.0,37658.0,35.0,31740.15,11173.0,1,1683.63
198,,299,993,173,1,2,1.0,20537.0,18964.0,25.0,15402.75,1573.0,0,
199,,300,975,14,12,2,1.0,75625.0,70833.0,18.0,62012.50000000001,4792.0,0,1032.96
200,,301,919,174,8,3,1.0,30997.0,23016.0,6.0,29137.179999999997,7981.0,1,262.89
201,,306,922,175,6,3,1.0,118646.0,92154.0,18.0,97289.72,26492.0,0,2032.0
202,,307,986,176,3,3,1.0,120709.0,114687.0,3.0,117087.73,6022.0,1,1663.01
203,,309,943,177,6,3,1.0,51673.0,42221.0,24.0,39271.48,9452.0,1,567.86
204,,312,970,178,1,3,1.0,57261.0,40954.0,35.0,37219.65,16307.0,0,1597.29
205,,313,998,179,2,2,1.0,66647.0,49283.0,26.0,49318.78,17364.0,1,2265.09
206,,316,1006,147,1,1,1.0,1000.0,109418.0,25.0,750.0,-108418.0,0,
207,20221024.0,317,852,180,2,3,1.0,1000.0,106079.0,20.0,800.0,-105079.0,0,3481.81
208,,318,921,181,10,2,1.0,23690.0,18098.0,29.0,16819.899999999998,5592.0,1,397.93
209,,321,975,182,4,3,1.0,20341.0,15665.0,18.0,16679.620000000003,4676.0,0,244.09
210,,323,1014,183,8,2,1.0,109060.0,82717.0,23.0,83976.2,26343.0,0,3425.68
211,,327,910,184,8,1,1.0,43891.0,37893.0,20.0,35112.8,5998.0,0,1474.82
212,,329,922,185,1,2,1.0,105665.0,92940.0,21.0,83475.35,12725.0,1,871.13
213,,332,1002,4,10,3,1.0,46466.0,40955.0,27.0,33920.18,5511.0,1,1211.16
214,,333,1014,186,10,1,1.0,1000.0,20180.0,13.0,870.0,-19180.0,1,738.03
215,,334,932,187,2,2,1.0,94190.0,82548.0,14.0,81003.4,11642.0,1,1491.57
216,20241206.0,335,1005,188,8,2,1.0,101831.0,73004.0,9.0,92666.21,28827.0,1,3260.94
217,,336,979,189,9,1,1.0,156162.0,117306.0,20.0,124929.6,38856.0,1,4364.26
218,,337,1014,190,12,2,1.0,88288.0,66213.0,22.0,68864.64,22075.0,1,2786.57
219,,338,1005,191,9,2,1.0,110197.0,100394.0,34.0,72730.01999999999,9803.0,0,1641.05
220,,340,948,192,5,2,1.0,22991.0,17252.0,29.0,16323.609999999999,5739.0,1,774.92
221,,342,670,193,1,1,1.0,,54446.0,25.0,,,0,2521.08
222,,343,979,194,8,1,1.0,40716.0,31890.0,14.0,35015.76,8826.0,1,594.07
223,,349,948,195,8,3,1.0,74806.0,59134.0,31.0,51616.14,15672.0,1,1642.89
224,,350,1015,196,4,1,1.0,24979.0,22168.0,33.0,16735.929999999997,2811.0,0,382.4
225,,352,1015,197,11,3,1.0,62683.0,48918.0,17.0,52026.89,13765.0,1,1009.17
226,20241230.0,355,959,198,8,3,1.0,83218.0,68558.0,17.0,69070.94,14660.0,1,1404.14
227,,356,989,199,1,3,1.0,106580.0,94925.0,26.0,78869.2,11655.0,1,2666.72
228,20220712.0,358,1013,200,1,3,1.0,52138.0,47774.0,34.0,34411.079999999994,4364.0,0,
229,,359,955,109,3,1,1.0,1000.0,93822.0,19.0,810.0,-92822.0,0,3384.21
230,,360,862,55,6,2,1.0,55176.0,42252.0,31.0,38071.439999999995,12924.0,0,1274.09
231,,361,601,201,4,2,1.0,120012.0,109737.0,15.0,102010.2,10275.0,1,2833.03
232,,362,1024,202,2,2,1.0,48434.0,43777.0,17.0,40200.22,4657.0,1,
233,,363,978,203,6,1,1.0,80192.0,60715.0,32.0,54530.56,19477.0,1,2045.09
234,,365,951,30,3,1,1.0,31586.0,23666.0,28.0,22741.92,7920.0,1,988.67
235,,284,1019,204,12,1,1.0,20790.0,18746.0,16.0,17463.6,2044.0,1,461.33
236,20240609.0,368,834,205,9,2,1.0,97380.0,89088.0,7.0,90563.4,8292.0,1,2119.72
237,,369,1006,85,3,1,1.0,138587.0,107454.0,35.0,90081.55,31133.0,0,1593.37
238,,1704,905,113,8,1,1.0,1000.0,29225.0,24.0,760.0,-28225.0,0,1082.94
239,,372,959,38,6,2,1.0,35788.0,30623.0,23.0,27556.760000000002,5165.0,0,600.34
240,,374,975,206,6,2,1.0,1000.0,116001.0,0.0,1000.0,-115001.0,1,1781.33
241,,375,885,207,3,3,1.0,,71167.0,21.0,,,0,2979.41
242,,376,885,208,1,2,1.0,1000.0,29544.0,9.0,910.0,-28544.0,1,575.52
243,,378,894,164,7,1,1.0,115936.0,103692.0,21.0,91589.44,12244.0,1,3674.67
244,,379,1022,209,11,1,1.0,130142.0,100190.0,33.0,87195.13999999998,29952.0,1,1270.66
245,,380,905,210,11,1,1.0,108848.0,95174.0,14.0,93609.28,13674.0,1,3439.29
246,,381,973,211,1,3,0.0,110808.0,93050.0,20.0,88646.40000000001,17758.0,1,1697.37
247,,382,1019,193,10,1,1.0,1000.0,61003.0,16.0,840.0,-60003.0,0,1240.71
248,20240627.0,384,883,212,11,3,1.0,55799.0,42678.0,23.0,42965.23,13121.0,0,810.18
249,,385,601,4,11,2,1.0,161038.0,117536.0,15.0,136882.3,43502.0,1,1649.97
250,20231221.0,389,955,213,2,2,0.0,26624.0,19260.0,5.0,25292.8,7364.0,1,484.84
251,,390,954,214,10,1,1.0,38183.0,32712.0,20.0,30546.4,5471.0,1,684.52
252,20230604.0,391,791,215,3,1,1.0,111485.0,90086.0,3.0,108140.45,21399.0,0,2030.29
253,,392,867,216,3,3,1.0,23196.0,17969.0,6.0,21804.239999999998,5227.0,0,287.89
254,,393,915,217,5,1,1.0,30382.0,28093.0,8.0,27951.440000000002,2289.0,1,842.33
255,,395,959,218,8,3,1.0,70952.0,59412.0,32.0,48247.35999999999,11540.0,1,1588.21
256,,396,1004,219,12,1,1.0,1000.0,80290.0,11.0,890.0,-79290.0,1,3008.96
257,20220910.0,398,1008,220,4,3,1.0,31652.0,29426.0,35.0,20573.8,2226.0,0,464.3
258,,399,979,221,6,2,1.0,28832.0,23089.0,32.0,19605.76,5743.0,0,580.13
259,,400,1018,222,11,3,1.0,128981.0,109615.0,11.0,114793.09,19366.0,1,4488.84
260,,403,670,47,2,2,1.0,103572.0,80048.0,15.0,88036.2,23524.0,1,2913.51
261,20200623.0,404,910,194,4,1,0.0,135991.0,108711.0,23.0,104713.07,27280.0,0,
262,,405,964,223,9,3,1.0,97747.0,76394.0,33.0,65490.48999999999,21353.0,0,
263,,406,898,194,1,1,1.0,,102362.0,35.0,,,0,
264,,407,980,14,2,2,1.0,149562.0,109284.0,34.0,98710.91999999998,40278.0,0,4837.3
265,,408,947,224,10,1,1.0,46688.0,42672.0,4.0,44820.479999999996,4016.0,1,1340.08
266,20240507.0,367,885,225,5,2,1.0,33887.0,30832.0,23.0,26092.99,3055.0,1,605.05
267,,411,846,226,11,1,1.0,78121.0,68169.0,29.0,55465.909999999996,9952.0,1,909.97
268,,412,834,227,5,1,1.0,65245.0,53612.0,9.0,59372.950000000004,11633.0,1,1428.68
269,,413,942,159,1,1,1.0,50449.0,40773.0,13.0,43890.63,9676.0,0,
270,,414,1022,160,11,1,1.0,57364.0,45736.0,17.0,47612.119999999995,11628.0,0,
271,,415,919,228,12,1,1.0,74188.0,54700.0,2.0,72704.24,19488.0,0,1146.03
272,,416,1011,229,9,3,1.0,128679.0,118099.0,3.0,124818.62999999999,10580.0,1,2627.69
273,,417,973,230,7,3,1.0,1000.0,92276.0,7.000000000000001,929.9999999999999,-91276.0,1,3204.72
274,,418,905,231,3,1,1.0,133225.0,114961.0,20.0,106580.0,18264.0,1,1750.81
275,,419,1012,232,11,3,1.0,39530.0,36570.0,3.0,38344.1,2960.0,0,863.96
276,,420,1002,233,3,1,1.0,39264.0,35905.0,2.0,38478.72,3359.0,1,615.4
277,,421,993,218,12,3,1.0,123694.0,94093.0,14.0,106376.84,29601.0,0,2615.6
278,20231029.0,422,955,234,1,1,1.0,66281.0,53257.0,29.0,47059.509999999995,13024.0,1,869.44
279,,423,919,209,1,2,1.0,31895.0,23667.0,34.0,21050.699999999997,8228.0,1,899.28
280,,424,1018,34,8,3,1.0,75193.0,60040.0,28.0,54138.96,15153.0,1,2602.68
281,,425,1017,235,8,1,1.0,126419.0,119848.0,16.0,106191.95999999999,6571.0,1,1415.96
282,,426,867,236,8,1,1.0,102660.0,95536.0,100.0,0.0,7124.0,1,1628.27
