id_tiempo,fecha_completa,año,mes,nombre_mes,trimestre,dia,dia_semana,es_fin_semana
20200216,2020-02-16,2020,2,February,1,16,Sunday,1
20200217,2020-02-17,2020,2,February,1,17,Monday,0
20200218,2020-02-18,2020,2,February,1,18,Tuesday,0
20200219,2020-02-19,2020,2,February,1,19,Wednesday,0
20200220,2020-02-20,2020,2,February,1,20,Thursday,0
20200223,2020-02-23,2020,2,February,1,23,Sunday,1
20200226,2020-02-26,2020,2,February,1,26,Wednesday,0
20200227,2020-02-27,2020,2,February,1,27,Thursday,0
20200228,2020-02-28,2020,2,February,1,28,Friday,0
20200229,2020-02-29,2020,2,February,1,29,Saturday,1
20200301,2020-03-01,2020,3,March,1,1,Sunday,1
20200302,2020-03-02,2020,3,March,1,2,Monday,0
20200303,2020-03-03,2020,3,March,1,3,Tuesday,0
20200304,2020-03-04,2020,3,March,1,4,Wednesday,0
20200305,2020-03-05,2020,3,March,1,5,Thursday,0
20200306,2020-03-06,2020,3,March,1,6,Friday,0
20200307,2020-03-07,2020,3,March,1,7,Saturday,1
20200308,2020-03-08,2020,3,March,1,8,Sunday,1
20200309,2020-03-09,2020,3,March,1,9,Monday,0
20200310,2020-03-10,2020,3,March,1,10,Tuesday,0
20200311,2020-03-11,2020,3,March,1,11,Wednesday,0
20200312,2020-03-12,2020,3,March,1,12,Thursday,0
20200313,2020-03-13,2020,3,March,1,13,Friday,0
20200314,2020-03-14,2020,3,March,1,14,Saturday,1
20200315,2020-03-15,2020,3,March,1,15,Sunday,1
20200317,2020-03-17,2020,3,March,1,17,Tuesday,0
20200318,2020-03-18,2020,3,March,1,18,Wednesday,0
20200320,2020-03-20,2020,3,March,1,20,Friday,0
20200321,2020-03-21,2020,3,March,1,21,Saturday,1
20200322,2020-03-22,2020,3,March,1,22,Sunday,1
20200323,2020-03-23,2020,3,March,1,23,Monday,0
20200324,2020-03-24,2020,3,March,1,24,Tuesday,0
20200325,2020-03-25,2020,3,March,1,25,Wednesday,0
20200326,2020-03-26,2020,3,March,1,26,Thursday,0
20200327,2020-03-27,2020,3,March,1,27,Friday,0
20200329,2020-03-29,2020,3,March,1,29,Sunday,1
20200330,2020-03-30,2020,3,March,1,30,Monday,0
20200331,2020-03-31,2020,3,March,1,31,Tuesday,0
20200401,2020-04-01,2020,4,April,2,1,Wednesday,0
20200402,2020-04-02,2020,4,April,2,2,Thursday,0
20200403,2020-04-03,2020,4,April,2,3,Friday,0
20200404,2020-04-04,2020,4,April,2,4,Saturday,1
20200405,2020-04-05,2020,4,April,2,5,Sunday,1
20200406,2020-04-06,2020,4,April,2,6,Monday,0
20200407,2020-04-07,2020,4,April,2,7,Tuesday,0
20200408,2020-04-08,2020,4,April,2,8,Wednesday,0
20200409,2020-04-09,2020,4,April,2,9,Thursday,0
20200410,2020-04-10,2020,4,April,2,10,Friday,0
20200411,2020-04-11,2020,4,April,2,11,Saturday,1
20200412,2020-04-12,2020,4,April,2,12,Sunday,1
20200413,2020-04-13,2020,4,April,2,13,Monday,0
20200414,2020-04-14,2020,4,April,2,14,Tuesday,0
20200415,2020-04-15,2020,4,April,2,15,Wednesday,0
20200416,2020-04-16,2020,4,April,2,16,Thursday,0
20200417,2020-04-17,2020,4,April,2,17,Friday,0
20200418,2020-04-18,2020,4,April,2,18,Saturday,1
20200419,2020-04-19,2020,4,April,2,19,Sunday,1
20200420,2020-04-20,2020,4,April,2,20,Monday,0
20200421,2020-04-21,2020,4,April,2,21,Tuesday,0
20200422,2020-04-22,2020,4,April,2,22,Wednesday,0
20200423,2020-04-23,2020,4,April,2,23,Thursday,0
20200424,2020-04-24,2020,4,April,2,24,Friday,0
20200425,2020-04-25,2020,4,April,2,25,Saturday,1
20200426,2020-04-26,2020,4,April,2,26,Sunday,1
20200427,2020-04-27,2020,4,April,2,27,Monday,0
20200428,2020-04-28,2020,4,April,2,28,Tuesday,0
20200429,2020-04-29,2020,4,April,2,29,Wednesday,0
20200430,2020-04-30,2020,4,April,2,30,Thursday,0
20200501,2020-05-01,2020,5,May,2,1,Friday,0
20200502,2020-05-02,2020,5,May,2,2,Saturday,1
20200503,2020-05-03,2020,5,May,2,3,Sunday,1
20200504,2020-05-04,2020,5,May,2,4,Monday,0
20200505,2020-05-05,2020,5,May,2,5,Tuesday,0
20200506,2020-05-06,2020,5,May,2,6,Wednesday,0
20200507,2020-05-07,2020,5,May,2,7,Thursday,0
20200509,2020-05-09,2020,5,May,2,9,Saturday,1
20200510,2020-05-10,2020,5,May,2,10,Sunday,1
20200512,2020-05-12,2020,5,May,2,12,Tuesday,0
20200513,2020-05-13,2020,5,May,2,13,Wednesday,0
20200515,2020-05-15,2020,5,May,2,15,Friday,0
20200516,2020-05-16,2020,5,May,2,16,Saturday,1
20200517,2020-05-17,2020,5,May,2,17,Sunday,1
20200518,2020-05-18,2020,5,May,2,18,Monday,0
20200519,2020-05-19,2020,5,May,2,19,Tuesday,0
20200520,2020-05-20,2020,5,May,2,20,Wednesday,0
20200521,2020-05-21,2020,5,May,2,21,Thursday,0
20200523,2020-05-23,2020,5,May,2,23,Saturday,1
20200524,2020-05-24,2020,5,May,2,24,Sunday,1
20200525,2020-05-25,2020,5,May,2,25,Monday,0
20200526,2020-05-26,2020,5,May,2,26,Tuesday,0
20200527,2020-05-27,2020,5,May,2,27,Wednesday,0
20200528,2020-05-28,2020,5,May,2,28,Thursday,0
20200529,2020-05-29,2020,5,May,2,29,Friday,0
20200530,2020-05-30,2020,5,May,2,30,Saturday,1
20200531,2020-05-31,2020,5,May,2,31,Sunday,1
20200601,2020-06-01,2020,6,June,2,1,Monday,0
20200602,2020-06-02,2020,6,June,2,2,Tuesday,0
20200603,2020-06-03,2020,6,June,2,3,Wednesday,0
20200604,2020-06-04,2020,6,June,2,4,Thursday,0
20200605,2020-06-05,2020,6,June,2,5,Friday,0
20200606,2020-06-06,2020,6,June,2,6,Saturday,1
20200607,2020-06-07,2020,6,June,2,7,Sunday,1
20200610,2020-06-10,2020,6,June,2,10,Wednesday,0
20200611,2020-06-11,2020,6,June,2,11,Thursday,0
20200612,2020-06-12,2020,6,June,2,12,Friday,0
20200613,2020-06-13,2020,6,June,2,13,Saturday,1
20200614,2020-06-14,2020,6,June,2,14,Sunday,1
20200615,2020-06-15,2020,6,June,2,15,Monday,0
20200616,2020-06-16,2020,6,June,2,16,Tuesday,0
20200617,2020-06-17,2020,6,June,2,17,Wednesday,0
20200618,2020-06-18,2020,6,June,2,18,Thursday,0
20200619,2020-06-19,2020,6,June,2,19,Friday,0
20200620,2020-06-20,2020,6,June,2,20,Saturday,1
20200621,2020-06-21,2020,6,June,2,21,Sunday,1
20200622,2020-06-22,2020,6,June,2,22,Monday,0
20200623,2020-06-23,2020,6,June,2,23,Tuesday,0
20200624,2020-06-24,2020,6,June,2,24,Wednesday,0
20200625,2020-06-25,2020,6,June,2,25,Thursday,0
20200626,2020-06-26,2020,6,June,2,26,Friday,0
20200627,2020-06-27,2020,6,June,2,27,Saturday,1
20200628,2020-06-28,2020,6,June,2,28,Sunday,1
20200630,2020-06-30,2020,6,June,2,30,Tuesday,0
20200701,2020-07-01,2020,7,July,3,1,Wednesday,0
20200702,2020-07-02,2020,7,July,3,2,Thursday,0
20200703,2020-07-03,2020,7,July,3,3,Friday,0
20200704,2020-07-04,2020,7,July,3,4,Saturday,1
20200705,2020-07-05,2020,7,July,3,5,Sunday,1
20200706,2020-07-06,2020,7,July,3,6,Monday,0
20200707,2020-07-07,2020,7,July,3,7,Tuesday,0
20200708,2020-07-08,2020,7,July,3,8,Wednesday,0
20200709,2020-07-09,2020,7,July,3,9,Thursday,0
20200710,2020-07-10,2020,7,July,3,10,Friday,0
20200711,2020-07-11,2020,7,July,3,11,Saturday,1
20200712,2020-07-12,2020,7,July,3,12,Sunday,1
20200713,2020-07-13,2020,7,July,3,13,Monday,0
20200714,2020-07-14,2020,7,July,3,14,Tuesday,0
20200715,2020-07-15,2020,7,July,3,15,Wednesday,0
20200716,2020-07-16,2020,7,July,3,16,Thursday,0
20200717,2020-07-17,2020,7,July,3,17,Friday,0
20200718,2020-07-18,2020,7,July,3,18,Saturday,1
20200719,2020-07-19,2020,7,July,3,19,Sunday,1
20200720,2020-07-20,2020,7,July,3,20,Monday,0
20200721,2020-07-21,2020,7,July,3,21,Tuesday,0
20200722,2020-07-22,2020,7,July,3,22,Wednesday,0
20200723,2020-07-23,2020,7,July,3,23,Thursday,0
20200724,2020-07-24,2020,7,July,3,24,Friday,0
20200725,2020-07-25,2020,7,July,3,25,Saturday,1
20200727,2020-07-27,2020,7,July,3,27,Monday,0
20200728,2020-07-28,2020,7,July,3,28,Tuesday,0
20200729,2020-07-29,2020,7,July,3,29,Wednesday,0
20200730,2020-07-30,2020,7,July,3,30,Thursday,0
20200731,2020-07-31,2020,7,July,3,31,Friday,0
20200801,2020-08-01,2020,8,August,3,1,Saturday,1
20200802,2020-08-02,2020,8,August,3,2,Sunday,1
20200803,2020-08-03,2020,8,August,3,3,Monday,0
20200804,2020-08-04,2020,8,August,3,4,Tuesday,0
20200806,2020-08-06,2020,8,August,3,6,Thursday,0
20200807,2020-08-07,2020,8,August,3,7,Friday,0
20200808,2020-08-08,2020,8,August,3,8,Saturday,1
20200809,2020-08-09,2020,8,August,3,9,Sunday,1
20200810,2020-08-10,2020,8,August,3,10,Monday,0
20200811,2020-08-11,2020,8,August,3,11,Tuesday,0
20200812,2020-08-12,2020,8,August,3,12,Wednesday,0
20200813,2020-08-13,2020,8,August,3,13,Thursday,0
20200814,2020-08-14,2020,8,August,3,14,Friday,0
20200815,2020-08-15,2020,8,August,3,15,Saturday,1
20200816,2020-08-16,2020,8,August,3,16,Sunday,1
20200817,2020-08-17,2020,8,August,3,17,Monday,0
20200818,2020-08-18,2020,8,August,3,18,Tuesday,0
20200819,2020-08-19,2020,8,August,3,19,Wednesday,0
20200820,2020-08-20,2020,8,August,3,20,Thursday,0
20200821,2020-08-21,2020,8,August,3,21,Friday,0
20200822,2020-08-22,2020,8,August,3,22,Saturday,1
20200823,2020-08-23,2020,8,August,3,23,Sunday,1
20200824,2020-08-24,2020,8,August,3,24,Monday,0
20200825,2020-08-25,2020,8,August,3,25,Tuesday,0
20200826,2020-08-26,2020,8,August,3,26,Wednesday,0
20200827,2020-08-27,2020,8,August,3,27,Thursday,0
20200829,2020-08-29,2020,8,August,3,29,Saturday,1
20200830,2020-08-30,2020,8,August,3,30,Sunday,1
20200831,2020-08-31,2020,8,August,3,31,Monday,0
20200901,2020-09-01,2020,9,September,3,1,Tuesday,0
20200902,2020-09-02,2020,9,September,3,2,Wednesday,0
20200903,2020-09-03,2020,9,September,3,3,Thursday,0
20200904,2020-09-04,2020,9,September,3,4,Friday,0
20200905,2020-09-05,2020,9,September,3,5,Saturday,1
20200906,2020-09-06,2020,9,September,3,6,Sunday,1
20200907,2020-09-07,2020,9,September,3,7,Monday,0
20200908,2020-09-08,2020,9,September,3,8,Tuesday,0
20200909,2020-09-09,2020,9,September,3,9,Wednesday,0
20200910,2020-09-10,2020,9,September,3,10,Thursday,0
20200911,2020-09-11,2020,9,September,3,11,Friday,0
20200912,2020-09-12,2020,9,September,3,12,Saturday,1
20200913,2020-09-13,2020,9,September,3,13,Sunday,1
20200914,2020-09-14,2020,9,September,3,14,Monday,0
20200915,2020-09-15,2020,9,September,3,15,Tuesday,0
20200916,2020-09-16,2020,9,September,3,16,Wednesday,0
20200917,2020-09-17,2020,9,September,3,17,Thursday,0
20200918,2020-09-18,2020,9,September,3,18,Friday,0
20200919,2020-09-19,2020,9,September,3,19,Saturday,1
20200920,2020-09-20,2020,9,September,3,20,Sunday,1
20200921,2020-09-21,2020,9,September,3,21,Monday,0
20200922,2020-09-22,2020,9,September,3,22,Tuesday,0
20200923,2020-09-23,2020,9,September,3,23,Wednesday,0
20200924,2020-09-24,2020,9,September,3,24,Thursday,0
20200925,2020-09-25,2020,9,September,3,25,Friday,0
20200926,2020-09-26,2020,9,September,3,26,Saturday,1
20200927,2020-09-27,2020,9,September,3,27,Sunday,1
20200928,2020-09-28,2020,9,September,3,28,Monday,0
20200929,2020-09-29,2020,9,September,3,29,Tuesday,0
20200930,2020-09-30,2020,9,September,3,30,Wednesday,0
20201001,2020-10-01,2020,10,October,4,1,Thursday,0
20201002,2020-10-02,2020,10,October,4,2,Friday,0
20201003,2020-10-03,2020,10,October,4,3,Saturday,1
20201004,2020-10-04,2020,10,October,4,4,Sunday,1
20201005,2020-10-05,2020,10,October,4,5,Monday,0
20201006,2020-10-06,2020,10,October,4,6,Tuesday,0
20201007,2020-10-07,2020,10,October,4,7,Wednesday,0
20201008,2020-10-08,2020,10,October,4,8,Thursday,0
20201009,2020-10-09,2020,10,October,4,9,Friday,0
20201010,2020-10-10,2020,10,October,4,10,Saturday,1
20201012,2020-10-12,2020,10,October,4,12,Monday,0
20201013,2020-10-13,2020,10,October,4,13,Tuesday,0
20201014,2020-10-14,2020,10,October,4,14,Wednesday,0
20201017,2020-10-17,2020,10,October,4,17,Saturday,1
20201018,2020-10-18,2020,10,October,4,18,Sunday,1
20201019,2020-10-19,2020,10,October,4,19,Monday,0
20201020,2020-10-20,2020,10,October,4,20,Tuesday,0
20201021,2020-10-21,2020,10,October,4,21,Wednesday,0
20201022,2020-10-22,2020,10,October,4,22,Thursday,0
20201023,2020-10-23,2020,10,October,4,23,Friday,0
20201024,2020-10-24,2020,10,October,4,24,Saturday,1
20201025,2020-10-25,2020,10,October,4,25,Sunday,1
20201026,2020-10-26,2020,10,October,4,26,Monday,0
20201027,2020-10-27,2020,10,October,4,27,Tuesday,0
20201028,2020-10-28,2020,10,October,4,28,Wednesday,0
20201031,2020-10-31,2020,10,October,4,31,Saturday,1
20201102,2020-11-02,2020,11,November,4,2,Monday,0
20201104,2020-11-04,2020,11,November,4,4,Wednesday,0
20201105,2020-11-05,2020,11,November,4,5,Thursday,0
20201106,2020-11-06,2020,11,November,4,6,Friday,0
20201107,2020-11-07,2020,11,November,4,7,Saturday,1
20201108,2020-11-08,2020,11,November,4,8,Sunday,1
20201109,2020-11-09,2020,11,November,4,9,Monday,0
20201110,2020-11-10,2020,11,November,4,10,Tuesday,0
20201111,2020-11-11,2020,11,November,4,11,Wednesday,0
20201112,2020-11-12,2020,11,November,4,12,Thursday,0
20201113,2020-11-13,2020,11,November,4,13,Friday,0
20201114,2020-11-14,2020,11,November,4,14,Saturday,1
20201115,2020-11-15,2020,11,November,4,15,Sunday,1
20201116,2020-11-16,2020,11,November,4,16,Monday,0
20201117,2020-11-17,2020,11,November,4,17,Tuesday,0
20201119,2020-11-19,2020,11,November,4,19,Thursday,0
20201120,2020-11-20,2020,11,November,4,20,Friday,0
20201121,2020-11-21,2020,11,November,4,21,Saturday,1
20201122,2020-11-22,2020,11,November,4,22,Sunday,1
20201123,2020-11-23,2020,11,November,4,23,Monday,0
20201124,2020-11-24,2020,11,November,4,24,Tuesday,0
20201125,2020-11-25,2020,11,November,4,25,Wednesday,0
20201126,2020-11-26,2020,11,November,4,26,Thursday,0
20201127,2020-11-27,2020,11,November,4,27,Friday,0
20201128,2020-11-28,2020,11,November,4,28,Saturday,1
20201129,2020-11-29,2020,11,November,4,29,Sunday,1
20201130,2020-11-30,2020,11,November,4,30,Monday,0
20201202,2020-12-02,2020,12,December,4,2,Wednesday,0
20201203,2020-12-03,2020,12,December,4,3,Thursday,0
20201204,2020-12-04,2020,12,December,4,4,Friday,0
20201205,2020-12-05,2020,12,December,4,5,Saturday,1
20201207,2020-12-07,2020,12,December,4,7,Monday,0
20201208,2020-12-08,2020,12,December,4,8,Tuesday,0
20201209,2020-12-09,2020,12,December,4,9,Wednesday,0
20201210,2020-12-10,2020,12,December,4,10,Thursday,0
20201211,2020-12-11,2020,12,December,4,11,Friday,0
20201213,2020-12-13,2020,12,December,4,13,Sunday,1
20201214,2020-12-14,2020,12,December,4,14,Monday,0
20201215,2020-12-15,2020,12,December,4,15,Tuesday,0
20201216,2020-12-16,2020,12,December,4,16,Wednesday,0
20201217,2020-12-17,2020,12,December,4,17,Thursday,0
20201218,2020-12-18,2020,12,December,4,18,Friday,0
20201219,2020-12-19,2020,12,December,4,19,Saturday,1
20201220,2020-12-20,2020,12,December,4,20,Sunday,1
20201221,2020-12-21,2020,12,December,4,21,Monday,0
20201222,2020-12-22,2020,12,December,4,22,Tuesday,0
20201223,2020-12-23,2020,12,December,4,23,Wednesday,0
20201224,2020-12-24,2020,12,December,4,24,Thursday,0
20201225,2020-12-25,2020,12,December,4,25,Friday,0
20201226,2020-12-26,2020,12,December,4,26,Saturday,1
20201227,2020-12-27,2020,12,December,4,27,Sunday,1
20201228,2020-12-28,2020,12,December,4,28,Monday,0
20201229,2020-12-29,2020,12,December,4,29,Tuesday,0
20201230,2020-12-30,2020,12,December,4,30,Wednesday,0
20201231,2020-12-31,2020,12,December,4,31,Thursday,0
20210101,2021-01-01,2021,1,January,1,1,Friday,0
20210102,2021-01-02,2021,1,January,1,2,Saturday,1
20210103,2021-01-03,2021,1,January,1,3,Sunday,1
20210104,2021-01-04,2021,1,January,1,4,Monday,0
20210105,2021-01-05,2021,1,January,1,5,Tuesday,0
20210106,2021-01-06,2021,1,January,1,6,Wednesday,0
20210107,2021-01-07,2021,1,January,1,7,Thursday,0
20210108,2021-01-08,2021,1,January,1,8,Friday,0
20210109,2021-01-09,2021,1,January,1,9,Saturday,1
20210110,2021-01-10,2021,1,January,1,10,Sunday,1
20210111,2021-01-11,2021,1,January,1,11,Monday,0
20210113,2021-01-13,2021,1,January,1,13,Wednesday,0
20210114,2021-01-14,2021,1,January,1,14,Thursday,0
20210116,2021-01-16,2021,1,January,1,16,Saturday,1
20210117,2021-01-17,2021,1,January,1,17,Sunday,1
20210118,2021-01-18,2021,1,January,1,18,Monday,0
20210119,2021-01-19,2021,1,January,1,19,Tuesday,0
20210120,2021-01-20,2021,1,January,1,20,Wednesday,0
20210121,2021-01-21,2021,1,January,1,21,Thursday,0
20210122,2021-01-22,2021,1,January,1,22,Friday,0
20210123,2021-01-23,2021,1,January,1,23,Saturday,1
20210124,2021-01-24,2021,1,January,1,24,Sunday,1
20210125,2021-01-25,2021,1,January,1,25,Monday,0
20210126,2021-01-26,2021,1,January,1,26,Tuesday,0
20210127,2021-01-27,2021,1,January,1,27,Wednesday,0
20210128,2021-01-28,2021,1,January,1,28,Thursday,0
20210129,2021-01-29,2021,1,January,1,29,Friday,0
20210130,2021-01-30,2021,1,January,1,30,Saturday,1
20210131,2021-01-31,2021,1,January,1,31,Sunday,1
20210202,2021-02-02,2021,2,February,1,2,Tuesday,0
20210203,2021-02-03,2021,2,February,1,3,Wednesday,0
20210204,2021-02-04,2021,2,February,1,4,Thursday,0
20210205,2021-02-05,2021,2,February,1,5,Friday,0
20210206,2021-02-06,2021,2,February,1,6,Saturday,1
20210207,2021-02-07,2021,2,February,1,7,Sunday,1
20210208,2021-02-08,2021,2,February,1,8,Monday,0
20210209,2021-02-09,2021,2,February,1,9,Tuesday,0
20210210,2021-02-10,2021,2,February,1,10,Wednesday,0
20210211,2021-02-11,2021,2,February,1,11,Thursday,0
20210212,2021-02-12,2021,2,February,1,12,Friday,0
20210213,2021-02-13,2021,2,February,1,13,Saturday,1
20210214,2021-02-14,2021,2,February,1,14,Sunday,1
20210215,2021-02-15,2021,2,February,1,15,Monday,0
20210216,2021-02-16,2021,2,February,1,16,Tuesday,0
20210217,2021-02-17,2021,2,February,1,17,Wednesday,0
20210218,2021-02-18,2021,2,February,1,18,Thursday,0
20210219,2021-02-19,2021,2,February,1,19,Friday,0
20210220,2021-02-20,2021,2,February,1,20,Saturday,1
20210221,2021-02-21,2021,2,February,1,21,Sunday,1
20210222,2021-02-22,2021,2,February,1,22,Monday,0
20210223,2021-02-23,2021,2,February,1,23,Tuesday,0
20210224,2021-02-24,2021,2,February,1,24,Wednesday,0
20210225,2021-02-25,2021,2,February,1,25,Thursday,0
20210226,2021-02-26,2021,2,February,1,26,Friday,0
20210228,2021-02-28,2021,2,February,1,28,Sunday,1
20210304,2021-03-04,2021,3,March,1,4,Thursday,0
20210305,2021-03-05,2021,3,March,1,5,Friday,0
20210306,2021-03-06,2021,3,March,1,6,Saturday,1
20210309,2021-03-09,2021,3,March,1,9,Tuesday,0
20210311,2021-03-11,2021,3,March,1,11,Thursday,0
20210312,2021-03-12,2021,3,March,1,12,Friday,0
20210313,2021-03-13,2021,3,March,1,13,Saturday,1
20210314,2021-03-14,2021,3,March,1,14,Sunday,1
20210315,2021-03-15,2021,3,March,1,15,Monday,0
20210316,2021-03-16,2021,3,March,1,16,Tuesday,0
20210317,2021-03-17,2021,3,March,1,17,Wednesday,0
20210319,2021-03-19,2021,3,March,1,19,Friday,0
20210320,2021-03-20,2021,3,March,1,20,Saturday,1
20210321,2021-03-21,2021,3,March,1,21,Sunday,1
20210322,2021-03-22,2021,3,March,1,22,Monday,0
20210323,2021-03-23,2021,3,March,1,23,Tuesday,0
20210324,2021-03-24,2021,3,March,1,24,Wednesday,0
20210326,2021-03-26,2021,3,March,1,26,Friday,0
20210327,2021-03-27,2021,3,March,1,27,Saturday,1
20210329,2021-03-29,2021,3,March,1,29,Monday,0
20210330,2021-03-30,2021,3,March,1,30,Tuesday,0
20210331,2021-03-31,2021,3,March,1,31,Wednesday,0
20210401,2021-04-01,2021,4,April,2,1,Thursday,0
20210402,2021-04-02,2021,4,April,2,2,Friday,0
20210403,2021-04-03,2021,4,April,2,3,Saturday,1
20210404,2021-04-04,2021,4,April,2,4,Sunday,1
20210406,2021-04-06,2021,4,April,2,6,Tuesday,0
20210407,2021-04-07,2021,4,April,2,7,Wednesday,0
20210408,2021-04-08,2021,4,April,2,8,Thursday,0
20210409,2021-04-09,2021,4,April,2,9,Friday,0
20210410,2021-04-10,2021,4,April,2,10,Saturday,1
20210414,2021-04-14,2021,4,April,2,14,Wednesday,0
20210415,2021-04-15,2021,4,April,2,15,Thursday,0
20210416,2021-04-16,2021,4,April,2,16,Friday,0
20210417,2021-04-17,2021,4,April,2,17,Saturday,1
20210418,2021-04-18,2021,4,April,2,18,Sunday,1
20210419,2021-04-19,2021,4,April,2,19,Monday,0
20210420,2021-04-20,2021,4,April,2,20,Tuesday,0
20210421,2021-04-21,2021,4,April,2,21,Wednesday,0
20210423,2021-04-23,2021,4,April,2,23,Friday,0
20210424,2021-04-24,2021,4,April,2,24,Saturday,1
20210426,2021-04-26,2021,4,April,2,26,Monday,0
20210427,2021-04-27,2021,4,April,2,27,Tuesday,0
20210428,2021-04-28,2021,4,April,2,28,Wednesday,0
20210429,2021-04-29,2021,4,April,2,29,Thursday,0
20210430,2021-04-30,2021,4,April,2,30,Friday,0
20210501,2021-05-01,2021,5,May,2,1,Saturday,1
20210503,2021-05-03,2021,5,May,2,3,Monday,0
20210504,2021-05-04,2021,5,May,2,4,Tuesday,0
20210505,2021-05-05,2021,5,May,2,5,Wednesday,0
20210506,2021-05-06,2021,5,May,2,6,Thursday,0
20210507,2021-05-07,2021,5,May,2,7,Friday,0
20210508,2021-05-08,2021,5,May,2,8,Saturday,1
20210510,2021-05-10,2021,5,May,2,10,Monday,0
20210512,2021-05-12,2021,5,May,2,12,Wednesday,0
20210513,2021-05-13,2021,5,May,2,13,Thursday,0
20210514,2021-05-14,2021,5,May,2,14,Friday,0
20210515,2021-05-15,2021,5,May,2,15,Saturday,1
20210516,2021-05-16,2021,5,May,2,16,Sunday,1
20210517,2021-05-17,2021,5,May,2,17,Monday,0
20210518,2021-05-18,2021,5,May,2,18,Tuesday,0
20210519,2021-05-19,2021,5,May,2,19,Wednesday,0
20210520,2021-05-20,2021,5,May,2,20,Thursday,0
20210521,2021-05-21,2021,5,May,2,21,Friday,0
20210522,2021-05-22,2021,5,May,2,22,Saturday,1
20210523,2021-05-23,2021,5,May,2,23,Sunday,1
20210524,2021-05-24,2021,5,May,2,24,Monday,0
20210525,2021-05-25,2021,5,May,2,25,Tuesday,0
20210527,2021-05-27,2021,5,May,2,27,Thursday,0
20210528,2021-05-28,2021,5,May,2,28,Friday,0
20210529,2021-05-29,2021,5,May,2,29,Saturday,1
20210530,2021-05-30,2021,5,May,2,30,Sunday,1
20210531,2021-05-31,2021,5,May,2,31,Monday,0
20210601,2021-06-01,2021,6,June,2,1,Tuesday,0
20210603,2021-06-03,2021,6,June,2,3,Thursday,0
20210604,2021-06-04,2021,6,June,2,4,Friday,0
20210606,2021-06-06,2021,6,June,2,6,Sunday,1
20210607,2021-06-07,2021,6,June,2,7,Monday,0
20210608,2021-06-08,2021,6,June,2,8,Tuesday,0
20210609,2021-06-09,2021,6,June,2,9,Wednesday,0
20210610,2021-06-10,2021,6,June,2,10,Thursday,0
20210612,2021-06-12,2021,6,June,2,12,Saturday,1
20210613,2021-06-13,2021,6,June,2,13,Sunday,1
20210615,2021-06-15,2021,6,June,2,15,Tuesday,0
20210616,2021-06-16,2021,6,June,2,16,Wednesday,0
20210617,2021-06-17,2021,6,June,2,17,Thursday,0
20210618,2021-06-18,2021,6,June,2,18,Friday,0
20210619,2021-06-19,2021,6,June,2,19,Saturday,1
20210620,2021-06-20,2021,6,June,2,20,Sunday,1
20210621,2021-06-21,2021,6,June,2,21,Monday,0
20210622,2021-06-22,2021,6,June,2,22,Tuesday,0
20210623,2021-06-23,2021,6,June,2,23,Wednesday,0
20210624,2021-06-24,2021,6,June,2,24,Thursday,0
20210625,2021-06-25,2021,6,June,2,25,Friday,0
20210627,2021-06-27,2021,6,June,2,27,Sunday,1
20210629,2021-06-29,2021,6,June,2,29,Tuesday,0
