id_vehiculo,marca,modelo,tipo,año_modelo,cilindraje,tipo_combustible,color
248,Renault,Sandero,carro,2022,1800,Eléctrico,Blanco
297,Hyundai,i20,carro,2023,2400,Gasolina,Negro
136,Volkswagen,Gol,carro,2022,2400,Eléctrico,Gris
50,Mazda,CX-5,moto,2025,2000,Diesel,Gris
98,Renault,Kwid,carro,2018,1000,Gasolina,Plata
219,Renault,Kwid,carro,2019,2000,Eléctrico,Azul
205,Nissan,Versa,moto,2023,1800,Híbrido,Plata
27,Kia,Cerato,carro,2019,3500,Híbrido,Negro
180,Toyota,Hilux,moto,2019,1400,Diesel,Gris
140,Ford,Ranger,moto,2024,1800,Eléctrico,Negro
149,Hyundai,i10,moto,2024,1400,Gasolina,Negro
88,Suzuki,S-Cross,carro,2024,1200,Híbrido,Negro
132,Mazda,Mazda3,carro,2020,3000,Diesel,Rojo
147,Renault,Duster,moto,2018,3000,Eléctrico,Azul
199,Nissan,X-Trail,carro,2019,2000,Gasolina,Blanco
84,Chevrolet,Spin,moto,2018,2400,Diesel,Plata
83,Mazda,CX-5,carro,2018,3000,Diesel,Plata
192,Mazda,CX-30,carro,2021,1000,Gasolina,Plata
25,Mazda,CX-30,carro,2019,3000,Eléctrico,Azul
103,Toyota,Prado,moto,2025,1800,Híbrido,Blanco
266,Kia,Rio,carro,2024,1400,Eléctrico,Azul
263,Chevrolet,Onix,moto,2018,1400,Diesel,Blanco
128,Renault,Duster,carro,2025,3500,Diesel,Rojo
34,Volkswagen,Jetta,carro,2020,1400,Híbrido,Plata
38,Chevrolet,Tracker,moto,2025,3500,Gasolina,Plata
65,Kia,Cerato,carro,2020,1400,Gasolina,Gris
241,Kia,Cerato,carro,2024,1400,Gasolina,Plata
286,Hyundai,i20,moto,2018,1000,Diesel,Blanco
10,Ford,Escape,carro,2024,1600,Eléctrico,Rojo
246,Mazda,Mazda3,carro,2020,1200,Híbrido,Azul
253,Chevrolet,Spin,carro,2021,1200,Eléctrico,Plata
4,Kia,Picanto,moto,2022,2000,Diesel,Plata
114,Mazda,Mazda3,carro,2025,2000,Eléctrico,Rojo
85,Hyundai,Creta,carro,2021,3000,Eléctrico,Blanco
33,Volkswagen,Gol,moto,2018,1800,Gasolina,Rojo
12,Kia,Picanto,moto,2021,1600,Eléctrico,Rojo
112,Toyota,Hilux,carro,2023,2000,Híbrido,Negro
77,Kia,Picanto,carro,2025,1600,Gasolina,Negro
21,Renault,Sandero,moto,2021,2000,Diesel,Plata
51,Ford,Escape,carro,2023,2400,Diesel,Blanco
87,Hyundai,i20,moto,2020,3500,Diesel,Gris
7,Toyota,Rav4,carro,2018,3500,Híbrido,Gris
74,Nissan,Versa,carro,2021,2400,Híbrido,Gris
117,Hyundai,Creta,moto,2020,2400,Eléctrico,Blanco
230,Volkswagen,Jetta,carro,2018,1200,Eléctrico,Plata
70,Kia,Seltos,carro,2025,2000,Diesel,Negro
289,Nissan,X-Trail,carro,2018,1200,Eléctrico,Plata
15,Suzuki,Vitara,moto,2024,1000,Eléctrico,Gris
181,Ford,Explorer,carro,2019,1400,Diesel,Plata
254,Volkswagen,Jetta,carro,2022,3500,Gasolina,Plata
220,Chevrolet,Spin,carro,2021,1000,Diesel,Azul
202,Ford,Focus,moto,2024,3000,Híbrido,Blanco
68,Kia,Sportage,carro,2023,1800,Híbrido,Blanco
72,Renault,Stepway,carro,2024,2000,Eléctrico,Negro
37,Volkswagen,Gol,carro,2020,2400,Híbrido,Azul
276,Suzuki,Vitara,carro,2022,1200,Híbrido,Azul
86,Hyundai,i20,carro,2019,1600,Híbrido,Gris
40,Suzuki,Jimny,carro,2020,1600,Gasolina,Azul
280,Mazda,Mazda3,moto,2018,1600,Gasolina,Azul
191,Ford,Fiesta,carro,2024,1200,Gasolina,Azul
161,Nissan,Versa,carro,2025,1800,Híbrido,Rojo
90,Toyota,Yaris,carro,2019,3000,Eléctrico,Blanco
22,Ford,Fiesta,moto,2024,3000,Diesel,Blanco
197,Chevrolet,S10,carro,2018,2400,Diesel,Gris
82,Renault,Sandero,carro,2018,1600,Diesel,Azul
120,Suzuki,Vitara,moto,2018,2000,Gasolina,Azul
224,Ford,Escape,carro,2021,1400,Diesel,Rojo
178,Hyundai,i20,carro,2025,1000,Gasolina,Plata
116,Chevrolet,S10,carro,2022,1000,Gasolina,Plata
52,Hyundai,i20,carro,2024,3500,Gasolina,Gris
78,Renault,Duster,moto,2021,3500,Híbrido,Blanco
299,Renault,Duster,carro,2023,2400,Gasolina,Plata
144,Ford,Fiesta,carro,2022,3000,Diesel,Plata
30,Mazda,Mazda2,carro,2023,1600,Eléctrico,Plata
164,Chevrolet,Onix,carro,2022,2400,Eléctrico,Rojo
71,Mazda,Mazda6,moto,2020,2000,Eléctrico,Gris
56,Toyota,Corolla,moto,2025,2400,Gasolina,Blanco
55,Ford,Focus,carro,2021,2000,Diesel,Gris
119,Ford,Escape,moto,2018,1200,Híbrido,Negro
59,Nissan,Frontier,carro,2024,3000,Eléctrico,Rojo
19,Volkswagen,Jetta,carro,2022,3500,Gasolina,Azul
268,Hyundai,i10,carro,2025,1400,Gasolina,Gris
69,Ford,Fiesta,moto,2025,3500,Gasolina,Negro
28,Toyota,Hilux,carro,2022,1800,Híbrido,Negro
227,Mazda,Mazda6,carro,2022,3000,Diesel,Negro
124,Suzuki,Ignis,carro,2023,2400,Diesel,Blanco
218,Renault,Sandero,carro,2020,1000,Eléctrico,Rojo
300,Toyota,Corolla,carro,2022,1800,Híbrido,Azul
6,Volkswagen,Jetta,carro,2019,1000,Diesel,Blanco
282,Ford,Explorer,carro,2019,1800,Gasolina,Blanco
279,Suzuki,Vitara,moto,2023,1200,Eléctrico,Azul
118,Nissan,X-Trail,moto,2025,3000,Gasolina,Negro
134,Volkswagen,Amarok,carro,2022,2400,Gasolina,Negro
206,Hyundai,Creta,carro,2024,1000,Gasolina,Blanco
100,Ford,Ranger,carro,2020,2400,Gasolina,Azul
35,Nissan,Sentra,carro,2024,2000,Diesel,Azul
245,Volkswagen,Gol,moto,2020,3000,Híbrido,Blanco
129,Volkswagen,Jetta,moto,2019,1400,Gasolina,Blanco
137,Nissan,Versa,carro,2021,1800,Eléctrico,Rojo
81,Ford,Fiesta,carro,2018,2000,Híbrido,Gris
251,Mazda,CX-5,carro,2023,3000,Diesel,Plata
165,Renault,Stepway,carro,2025,3500,Eléctrico,Negro
173,Chevrolet,Spin,carro,2023,3500,Eléctrico,Plata
154,Toyota,Rav4,carro,2018,2000,Eléctrico,Plata
259,Renault,Sandero,carro,2024,1400,Eléctrico,Negro
8,Hyundai,i10,moto,2025,1000,Híbrido,Plata
160,Suzuki,Jimny,carro,2021,1400,Eléctrico,Azul
212,Nissan,X-Trail,carro,2020,1600,Eléctrico,Blanco
93,Suzuki,Ignis,moto,2024,2000,Diesel,Rojo
172,Suzuki,Vitara,carro,2020,1000,Diesel,Rojo
182,Chevrolet,Spin,moto,2025,1400,Eléctrico,Azul
29,Volkswagen,T-Cross,carro,2018,1600,Gasolina,Azul
229,Suzuki,Jimny,carro,2021,3500,Híbrido,Blanco
281,Chevrolet,S10,carro,2023,1600,Eléctrico,Gris
195,Hyundai,Santa Fe,carro,2021,1400,Gasolina,Azul
262,Nissan,Sentra,carro,2023,3500,Híbrido,Blanco
214,Chevrolet,Tracker,carro,2018,1200,Diesel,Gris
39,Ford,Escape,carro,2022,1400,Eléctrico,Blanco
44,Ford,Focus,carro,2021,1000,Diesel,Gris
275,Chevrolet,Spin,carro,2018,1400,Diesel,Rojo
255,Suzuki,Ignis,carro,2021,2400,Diesel,Plata
190,Volkswagen,Virtus,carro,2018,1400,Eléctrico,Blanco
243,Ford,Escape,moto,2021,1600,Gasolina,Plata
17,Kia,Picanto,carro,2019,2000,Híbrido,Gris
235,Renault,Duster,carro,2022,1200,Eléctrico,Blanco
79,Chevrolet,Joy,carro,2023,1400,Gasolina,Rojo
143,Mazda,Mazda2,moto,2019,3500,Gasolina,Rojo
36,Ford,Escape,carro,2025,1200,Diesel,Rojo
156,Chevrolet,S10,carro,2022,2400,Eléctrico,Rojo
188,Hyundai,Creta,carro,2024,1200,Gasolina,Rojo
264,Nissan,X-Trail,moto,2018,2000,Gasolina,Rojo
110,Kia,Seltos,carro,2024,1600,Gasolina,Azul
249,Toyota,Corolla,carro,2022,1200,Gasolina,Rojo
11,Suzuki,Swift,carro,2022,3500,Gasolina,Rojo
135,Chevrolet,Onix,moto,2022,1400,Eléctrico,Blanco
111,Kia,Sportage,carro,2024,1400,Eléctrico,Blanco
46,Hyundai,Creta,carro,2022,1200,Eléctrico,Plata
3,Hyundai,i10,carro,2020,1600,Eléctrico,Blanco
80,Ford,Explorer,carro,2025,2400,Gasolina,Blanco
76,Ford,Ranger,carro,2020,1400,Gasolina,Gris
31,Hyundai,Tucson,carro,2018,1200,Híbrido,Rojo
73,Suzuki,S-Cross,carro,2022,1800,Gasolina,Negro
236,Ford,Ranger,carro,2019,2400,Diesel,Rojo
257,Mazda,Mazda3,carro,2021,3500,Híbrido,Rojo
2,Suzuki,S-Cross,carro,2020,2400,Gasolina,Azul
23,Mazda,Mazda2,moto,2025,2000,Híbrido,Blanco
222,Renault,Duster,carro,2022,2400,Gasolina,Rojo
75,Toyota,Hilux,moto,2023,1600,Gasolina,Negro
113,Toyota,Hilux,moto,2021,1600,Diesel,Rojo
184,Renault,Logan,carro,2022,1600,Diesel,Blanco
208,Suzuki,Swift,carro,2024,1600,Eléctrico,Negro
97,Ford,Fiesta,moto,2022,1200,Híbrido,Negro
168,Nissan,Frontier,carro,2020,3500,Diesel,Rojo
226,Hyundai,i20,carro,2021,3000,Diesel,Gris
20,Mazda,CX-5,carro,2020,1800,Eléctrico,Plata
247,Renault,Logan,moto,2020,3000,Eléctrico,Rojo
198,Suzuki,Vitara,moto,2022,2000,Diesel,Azul
94,Mazda,Mazda6,moto,2019,1400,Eléctrico,Blanco
296,Toyota,Prado,carro,2024,2400,Gasolina,Plata
5,Hyundai,Creta,carro,2024,2400,Gasolina,Gris
193,Renault,Kwid,carro,2025,2000,Eléctrico,Blanco
63,Toyota,Hilux,carro,2020,1200,Diesel,Azul
133,Toyota,Rav4,carro,2020,2400,Diesel,Azul
130,Volkswagen,T-Cross,moto,2019,2400,Híbrido,Blanco
145,Toyota,Prado,carro,2024,1600,Diesel,Blanco
58,Suzuki,S-Cross,carro,2019,2000,Híbrido,Negro
57,Chevrolet,Onix,carro,2020,1000,Gasolina,Rojo
138,Renault,Stepway,moto,2018,1000,Gasolina,Plata
194,Mazda,Mazda6,carro,2018,2000,Diesel,Plata
163,Hyundai,i20,carro,2024,1600,Eléctrico,Azul
48,Toyota,Yaris,carro,2018,3500,Gasolina,Blanco
96,Hyundai,i20,carro,2023,2000,Gasolina,Negro
207,Toyota,Rav4,carro,2018,1200,Gasolina,Rojo
115,Toyota,Corolla,carro,2023,2400,Diesel,Negro
221,Hyundai,i20,carro,2024,1200,Gasolina,Plata
211,Ford,Fiesta,moto,2019,1400,Gasolina,Azul
171,Suzuki,Swift,carro,2025,2000,Diesel,Blanco
242,Suzuki,Vitara,carro,2023,2000,Híbrido,Azul
292,Renault,Sandero,carro,2019,3000,Híbrido,Negro
283,Ford,Focus,carro,2019,1000,Híbrido,Rojo
223,Nissan,Versa,moto,2022,3500,Gasolina,Rojo
141,Hyundai,Tucson,carro,2019,1800,Híbrido,Azul
121,Hyundai,i10,moto,2019,3500,Gasolina,Blanco
269,Volkswagen,Amarok,carro,2021,1800,Híbrido,Negro
277,Volkswagen,Virtus,moto,2018,2000,Gasolina,Negro
104,Renault,Logan,moto,2022,2400,Eléctrico,Blanco
66,Toyota,Hilux,carro,2021,3000,Gasolina,Blanco
142,Suzuki,S-Cross,carro,2018,1600,Diesel,Negro
61,Hyundai,Santa Fe,moto,2019,1200,Gasolina,Blanco
203,Chevrolet,S10,carro,2021,1400,Gasolina,Plata
256,Mazda,Mazda2,carro,2022,2400,Gasolina,Blanco
151,Hyundai,Santa Fe,moto,2023,1800,Gasolina,Gris
293,Renault,Kwid,carro,2021,3500,Híbrido,Plata
64,Renault,Kwid,carro,2019,1800,Diesel,Negro
210,Toyota,Prado,carro,2020,3000,Diesel,Gris
125,Suzuki,Ignis,moto,2019,3500,Eléctrico,Blanco
167,Ford,Explorer,carro,2024,3000,Eléctrico,Negro
294,Mazda,CX-5,moto,2021,2000,Gasolina,Azul
45,Suzuki,S-Cross,carro,2024,1800,Diesel,Rojo
9,Kia,Seltos,carro,2021,1400,Gasolina,Azul
215,Renault,Duster,moto,2024,3500,Eléctrico,Rojo
18,Nissan,Versa,carro,2018,1400,Diesel,Gris
152,Chevrolet,Tracker,moto,2024,3500,Híbrido,Blanco
186,Mazda,CX-30,moto,2018,1200,Eléctrico,Plata
288,Suzuki,Ignis,moto,2024,1000,Gasolina,Azul
291,Chevrolet,Onix,carro,2022,2400,Híbrido,Blanco
298,Kia,Cerato,carro,2024,1200,Híbrido,Negro
32,Volkswagen,Gol,carro,2020,1000,Híbrido,Azul
91,Volkswagen,Virtus,carro,2018,3500,Eléctrico,Blanco
284,Renault,Logan,carro,2020,1600,Diesel,Rojo
150,Nissan,Frontier,moto,2019,3000,Eléctrico,Blanco
170,Chevrolet,S10,carro,2024,1000,Diesel,Negro
285,Ford,Focus,carro,2025,3000,Diesel,Blanco
278,Mazda,CX-30,carro,2021,2400,Diesel,Rojo
43,Hyundai,Creta,carro,2024,1400,Eléctrico,Plata
95,Mazda,Mazda2,moto,2025,1400,Gasolina,Plata
213,Volkswagen,Gol,carro,2021,1000,Gasolina,Negro
26,Toyota,Prado,carro,2025,2400,Gasolina,Gris
16,Ford,Focus,carro,2019,1600,Gasolina,Rojo
189,Ford,Ranger,carro,2023,3500,Diesel,Azul
49,Ford,Ranger,carro,2025,1000,Híbrido,Plata
60,Renault,Sandero,carro,2018,3000,Diesel,Rojo
273,Volkswagen,Jetta,carro,2022,1800,Gasolina,Plata
201,Ford,Fiesta,carro,2019,1800,Híbrido,Negro
162,Suzuki,Vitara,carro,2022,1000,Eléctrico,Negro
157,Suzuki,Swift,carro,2022,1200,Eléctrico,Negro
105,Chevrolet,Tracker,carro,2022,3500,Gasolina,Gris
148,Chevrolet,Tracker,carro,2024,1000,Híbrido,Rojo
265,Kia,Cerato,moto,2024,1200,Diesel,Negro
237,Toyota,Yaris,moto,2020,2000,Híbrido,Plata
204,Ford,Explorer,carro,2025,3000,Gasolina,Gris
187,Hyundai,Creta,carro,2020,1800,Híbrido,Azul
101,Toyota,Corolla,carro,2023,3500,Eléctrico,Azul
185,Kia,Seltos,carro,2021,3500,Eléctrico,Plata
261,Suzuki,Ignis,moto,2019,1000,Eléctrico,Azul
153,Nissan,Kicks,carro,2021,1200,Gasolina,Blanco
107,Kia,Sportage,carro,2023,1800,Gasolina,Plata
240,Toyota,Corolla,carro,2018,2000,Híbrido,Negro
177,Chevrolet,Tracker,carro,2021,1400,Híbrido,Negro
54,Mazda,Mazda2,carro,2021,3500,Eléctrico,Plata
239,Toyota,Hilux,carro,2019,1400,Híbrido,Azul
176,Nissan,Frontier,carro,2020,1600,Híbrido,Rojo
53,Chevrolet,Spin,carro,2021,2400,Gasolina,Negro
106,Nissan,Frontier,moto,2019,1600,Diesel,Gris
1,Chevrolet,S10,carro,2018,1800,Gasolina,Negro
126,Ford,Fiesta,carro,2023,1200,Gasolina,Gris
200,Ford,Escape,moto,2019,1600,Gasolina,Azul
158,Mazda,CX-5,carro,2025,1800,Gasolina,Blanco
179,Toyota,Prado,carro,2020,2400,Eléctrico,Gris
89,Chevrolet,Tracker,carro,2020,2000,Gasolina,Gris
232,Kia,Seltos,carro,2021,1200,Eléctrico,Rojo
13,Mazda,CX-5,moto,2020,1000,Eléctrico,Negro
62,Toyota,Rav4,carro,2024,1200,Gasolina,Rojo
131,Ford,Ranger,carro,2018,1000,Híbrido,Rojo
24,Hyundai,i10,carro,2018,1800,Diesel,Gris
159,Toyota,Hilux,moto,2018,1400,Híbrido,Azul
270,Nissan,Frontier,carro,2023,2000,Eléctrico,Plata
228,Renault,Logan,carro,2025,2000,Diesel,Rojo
252,Renault,Duster,carro,2023,2400,Eléctrico,Blanco
109,Hyundai,Santa Fe,carro,2025,3000,Gasolina,Rojo
183,Nissan,Kicks,carro,2019,1000,Gasolina,Azul
174,Suzuki,Jimny,carro,2022,1400,Híbrido,Blanco
92,Chevrolet,Onix,carro,2022,1400,Gasolina,Azul
272,Kia,Picanto,moto,2024,3500,Diesel,Blanco
238,Renault,Logan,carro,2019,2000,Eléctrico,Negro
258,Toyota,Prado,moto,2021,3500,Diesel,Blanco
