id_vehiculo,marca,modelo,tipo,año_modelo,cilindraje,tipo_combustible,color
77,nissan,versa,pickup,2019,1500,Gasolina,blanco
78,nissan,pathfinder,bus,2021,1500,Diesel,naranja
79,renault,stepway,pickup,2021,1000,Diesel,beige
80,chevrolet,blazer,bus,2016,2000,Híbrido,rojo
81,hyundai,creta,bus,2013,1600,Eléctrico,blanco
82,mitsubishi,outlander,moto,2014,3000,Gasolina,beige
83,kia,sonet,carro,2022,1200,Gasolina,beige
84,mazda,mazda6,camioneta,2020,3500,Diesel,negro
85,mazda,cx 5,camioneta,2012,1600,Gasolina,rojo
86,renault,logan,camioneta,2015,1400,Eléctrico,negro
87,suzuki,swift,moto,2019,1200,Gas Natural,negro
88,toyota,fortuner,bus,2014,2000,Híbrido,rojo
89,volkswagen,t cross,pickup,2018,3500,Gas Natural,rojo
90,hyundai,i20,furgon,2013,1400,Híbrido,negro
91,ford,focus,pickup,2018,2000,Eléctrico,amarillo
92,renault,kwid,carro,2013,1200,Diesel,vino
93,suzuki,s cross,camioneta,2016,1000,Diesel,blanco
94,volkswagen,polo,moto,2021,1600,Gas Natural,negro
95,suzuki,vitara,moto,2014,3500,Gas Natural,amarillo
96,toyota,prado,camioneta,2022,1500,Gasolina,negro
97,chevrolet,onix,camioneta,2021,1600,Gas Natural,beige
98,renault,koleos,camioneta,2024,1400,Eléctrico,rojo
99,mazda,mazda3,pickup,2022,1600,Diesel,negro
100,honda,fit,carro,2014,1500,Gasolina,blanco
101,suzuki,ignis,moto,2012,2000,Gasolina,vino
102,mazda,cx 5,pickup,2018,1200,Diesel,verde
103,chevrolet,joy,furgon,2023,4000,Gasolina,gris
104,renault,logan,pickup,2020,1800,Diesel,verde
105,kia,rio,carro,2013,1800,Eléctrico,plata
106,volkswagen,jetta,pickup,2025,2400,Gasolina,negro
107,renault,stepway,camioneta,2025,3500,Diesel,blanco
108,kia,picanto,furgon,2021,1800,Gas Natural,vino
109,toyota,rav4,bus,2013,1500,Gasolina,rojo
110,hyundai,creta,camioneta,2024,1500,Diesel,plata
111,volkswagen,virtus,pickup,2019,1500,Híbrido,blanco
112,ford,maverick,moto,2015,3500,Diesel,rojo
113,chevrolet,s10,carro,2017,1500,Gas Natural,rojo
114,nissan,sentra,camioneta,2025,1000,Gasolina,vino
115,kia,cerato,moto,2020,1600,Gasolina,rojo
116,renault,stepway,furgon,2019,1500,Diesel,azul
117,mitsubishi,eclipse cross,furgon,2022,1400,Gasolina,azul
118,ford,focus,pickup,2023,1000,Híbrido,plata
119,honda,cr v,moto,2016,1800,Gasolina,rojo
120,kia,picanto,carro,2023,3500,Diesel,negro
121,chevrolet,tracker,pickup,2014,1400,Diesel,gris
122,hyundai,ioniq,furgon,2020,3500,Gasolina,vino
123,suzuki,grand vitara,bus,2016,2400,Gasolina,azul
124,hyundai,creta,moto,2023,1200,Gasolina,marron
125,hyundai,ioniq,camioneta,2016,3000,Gas Natural,plata
126,volkswagen,t cross,furgon,2025,2000,Gasolina,vino
127,toyota,yaris,camioneta,2020,2000,Gas Natural,beige
128,kia,seltos,furgon,2025,1200,Gas Natural,marron
129,mitsubishi,asx,bus,2015,2000,Gasolina,beige
130,mazda,cx 5,moto,2024,2000,Eléctrico,azul
131,nissan,kicks,bus,2016,3500,Gasolina,verde
132,nissan,kicks,camioneta,2019,4000,Eléctrico,azul
133,honda,hr v,pickup,2012,1000,Gasolina,verde
134,honda,hr v,camioneta,2022,1500,Eléctrico,negro
135,hyundai,i20,bus,2024,1200,Gasolina,plata
136,nissan,versa,moto,2018,2400,Eléctrico,azul
137,honda,accord,moto,2013,3500,Gasolina,azul
138,mitsubishi,asx,carro,2023,1200,Eléctrico,negro
139,hyundai,tucson,pickup,2019,2000,Diesel,naranja
140,chevrolet,joy,camioneta,2018,1800,Diesel,azul
141,mitsubishi,asx,bus,2024,1000,Gasolina,blanco
142,renault,kwid,carro,2020,3000,Híbrido,marron
143,hyundai,i20,bus,2023,2400,Eléctrico,azul
144,chevrolet,joy,bus,2021,1600,Gas Natural,vino
145,nissan,pathfinder,moto,2018,3500,Híbrido,negro
146,nissan,kicks,bus,2013,1200,Híbrido,azul
147,ford,ranger,furgon,2012,1500,Gasolina,plata
148,nissan,sentra,furgon,2012,1600,Diesel,azul
149,suzuki,vitara,camioneta,2016,1500,Gasolina,blanco
150,kia,rio,camioneta,2016,1800,Diesel,gris
151,honda,fit,camioneta,2018,2400,Híbrido,negro
152,honda,cr v,pickup,2023,1400,Gasolina,negro
153,toyota,yaris,moto,2022,4000,Gasolina,rojo
154,ford,fiesta,furgon,2024,2000,Gas Natural,rojo
155,mitsubishi,lancer,camioneta,2018,2000,Diesel,rojo
156,kia,seltos,bus,2013,1500,Diesel,plata
157,kia,seltos,carro,2016,2400,Gas Natural,gris
158,volkswagen,amarok,camioneta,2014,3500,Gas Natural,marron
159,kia,rio,pickup,2014,1800,Diesel,plata
160,volkswagen,amarok,bus,2018,1500,Diesel,plata
161,renault,kwid,pickup,2012,1500,Gas Natural,azul
162,chevrolet,spin,camioneta,2020,1400,Diesel,negro
163,honda,fit,furgon,2013,2400,Eléctrico,gris
164,ford,ranger,bus,2019,3000,Diesel,gris
165,mazda,mazda2,pickup,2016,1200,Híbrido,blanco
166,mazda,mazda2,furgon,2013,1200,Diesel,plata
167,kia,carnival,moto,2025,1800,Diesel,negro
168,hyundai,tucson,moto,2018,4000,Diesel,gris
169,chevrolet,montana,pickup,2022,1800,Híbrido,blanco
170,suzuki,swift,bus,2013,3000,Diesel,gris
171,chevrolet,blazer,camioneta,2019,1500,Gasolina,plata
172,ford,fiesta,furgon,2017,4000,Gasolina,plata
173,mitsubishi,l200,carro,2013,1500,Gasolina,gris
174,suzuki,s cross,furgon,2025,1600,Gas Natural,gris
175,mazda,mazda2,bus,2022,1000,Eléctrico,vino
176,suzuki,vitara,furgon,2017,2400,Híbrido,plata
177,suzuki,ignis,camioneta,2024,1200,Diesel,gris
178,mitsubishi,lancer,camioneta,2014,4000,Gasolina,blanco
179,ford,maverick,furgon,2018,1000,Gas Natural,gris
180,hyundai,santa fe,carro,2025,2000,Gasolina,marron
181,kia,sportage,bus,2014,2000,Eléctrico,rojo
182,mazda,mazda2,furgon,2012,2400,Eléctrico,gris
183,renault,sandero,carro,2023,2400,Gasolina,rojo
184,hyundai,accent,moto,2016,1800,Eléctrico,naranja
185,volkswagen,jetta,moto,2014,1200,Gasolina,blanco
186,volkswagen,tiguan,camioneta,2021,2400,Gasolina,azul
187,ford,escape,carro,2012,4000,Gasolina,rojo
188,nissan,versa,moto,2024,1800,Diesel,rojo
189,kia,sportage,pickup,2023,1800,Gasolina,gris
190,toyota,hilux,bus,2020,1000,Gasolina,rojo
191,toyota,hilux,furgon,2016,2400,Gasolina,negro
192,kia,rio,camioneta,2023,1500,Híbrido,naranja
193,mitsubishi,lancer,carro,2020,1200,Híbrido,naranja
194,mazda,mazda2,pickup,2025,4000,Gasolina,gris
195,hyundai,santa fe,pickup,2017,2400,Eléctrico,amarillo
196,hyundai,santa fe,moto,2020,1600,Gasolina,negro
197,nissan,frontier,carro,2022,1200,Gas Natural,verde
198,kia,seltos,carro,2024,1600,Eléctrico,plata
199,toyota,corolla,bus,2024,1800,Diesel,verde
200,renault,oroch,moto,2022,3500,Eléctrico,azul
201,toyota,corolla,camioneta,2014,4000,Gasolina,naranja
202,kia,rio,carro,2017,2400,Híbrido,naranja
203,hyundai,tucson,furgon,2022,4000,Gasolina,rojo
204,suzuki,grand vitara,moto,2017,1800,Gas Natural,gris
205,suzuki,s cross,furgon,2012,1200,Eléctrico,plata
206,nissan,frontier,carro,2013,1500,Diesel,plata
207,suzuki,jimny,moto,2018,1600,Diesel,azul
208,chevrolet,tracker,camioneta,2023,3000,Eléctrico,negro
209,toyota,rav4,moto,2015,1000,Diesel,negro
210,kia,cerato,moto,2014,1400,Diesel,rojo
211,toyota,fortuner,pickup,2024,1800,Gasolina,azul
212,honda,hr v,moto,2025,2000,Gasolina,verde
213,suzuki,vitara,furgon,2018,1000,Gasolina,rojo
214,suzuki,s cross,furgon,2019,1400,Diesel,azul
215,ford,focus,bus,2015,1600,Gas Natural,azul
216,mazda,mazda2,pickup,2017,1400,Gasolina,plata
217,chevrolet,s10,moto,2023,2000,Eléctrico,negro
218,kia,sonet,moto,2023,1600,Gasolina,negro
219,kia,rio,camioneta,2022,1000,Híbrido,gris
220,mitsubishi,l200,furgon,2016,1500,Gasolina,gris
221,suzuki,jimny,furgon,2021,3000,Híbrido,rojo
222,renault,koleos,carro,2016,1500,Diesel,rojo
223,hyundai,creta,camioneta,2016,4000,Gasolina,blanco
224,mitsubishi,lancer,furgon,2023,1000,Gasolina,plata
225,renault,kwid,furgon,2017,3500,Diesel,marron
226,suzuki,swift,camioneta,2012,2400,Diesel,plata
227,renault,kwid,bus,2015,2400,Gas Natural,naranja
228,nissan,versa,carro,2014,1200,Gasolina,rojo
229,honda,fit,bus,2012,1400,Gas Natural,rojo
230,suzuki,swift,camioneta,2021,1600,Eléctrico,plata
231,volkswagen,jetta,moto,2013,4000,Gasolina,rojo
232,mitsubishi,lancer,furgon,2021,1200,Gasolina,marron
233,mazda,cx 30,camioneta,2018,4000,Gasolina,azul
234,renault,stepway,moto,2020,3500,Eléctrico,rojo
235,ford,maverick,carro,2021,2400,Diesel,verde
236,kia,cerato,furgon,2019,1800,Diesel,blanco
237,mitsubishi,lancer,bus,2022,1600,Diesel,marron
238,volkswagen,tiguan,furgon,2025,2000,Diesel,rojo
239,nissan,sentra,furgon,2024,1000,Gasolina,gris
240,nissan,frontier,pickup,2012,3500,Gasolina,verde
241,volkswagen,polo,carro,2018,3000,Diesel,gris
242,ford,fiesta,furgon,2018,1000,Eléctrico,marron
243,chevrolet,spin,furgon,2019,1200,Diesel,plata
244,volkswagen,virtus,furgon,2015,3000,Gasolina,plata
245,mazda,mazda3,furgon,2012,4000,Eléctrico,gris
246,hyundai,ioniq,bus,2015,1200,Diesel,azul
247,chevrolet,onix,carro,2015,1200,Eléctrico,vino
248,nissan,sentra,moto,2015,1800,Gasolina,blanco
249,hyundai,creta,moto,2014,3500,Diesel,rojo
250,renault,stepway,furgon,2015,1400,Gasolina,rojo
251,hyundai,accent,bus,2025,1000,Gasolina,blanco
252,volkswagen,t cross,carro,2014,1400,Gasolina,rojo
253,toyota,land cruiser,furgon,2022,3000,Híbrido,azul
254,volkswagen,amarok,camioneta,2015,3500,Diesel,azul
255,hyundai,i20,camioneta,2019,1200,Diesel,rojo
256,suzuki,jimny,pickup,2019,4000,Gasolina,negro
257,toyota,land cruiser,camioneta,2023,1200,Gasolina,azul
258,ford,explorer,camioneta,2025,1500,Diesel,gris
259,mazda,mazda3,moto,2013,1500,Eléctrico,azul
260,hyundai,accent,camioneta,2014,1800,Gasolina,azul
261,toyota,yaris,carro,2018,1500,Híbrido,verde
262,mitsubishi,outlander,moto,2022,1400,Híbrido,gris
263,mazda,cx 30,camioneta,2025,4000,Gasolina,rojo
264,renault,duster,furgon,2016,1000,Eléctrico,azul
265,hyundai,i20,camioneta,2020,1800,Gasolina,rojo
266,kia,seltos,furgon,2020,1500,Eléctrico,vino
267,honda,hr v,moto,2021,1800,Eléctrico,blanco
268,suzuki,grand vitara,moto,2018,2400,Diesel,naranja
269,chevrolet,onix,carro,2020,2000,Gasolina,verde
270,nissan,x trail,carro,2025,1500,Gas Natural,plata
271,kia,seltos,furgon,2018,1000,Gasolina,gris
272,toyota,land cruiser,moto,2013,1600,Eléctrico,amarillo
273,nissan,x trail,bus,2023,3500,Gasolina,plata
274,toyota,fortuner,moto,2022,1000,Híbrido,marron
275,volkswagen,amarok,bus,2020,1600,Gas Natural,azul
276,mitsubishi,lancer,carro,2017,1800,Eléctrico,gris
277,mazda,mazda6,furgon,2022,2400,Gasolina,negro
278,nissan,kicks,furgon,2012,1200,Gasolina,marron
279,mitsubishi,outlander,camioneta,2013,1200,Eléctrico,marron
280,volkswagen,polo,pickup,2020,1000,Híbrido,blanco
281,honda,wr v,furgon,2018,3000,Gasolina,marron
282,chevrolet,blazer,pickup,2013,3000,Diesel,rojo
283,suzuki,vitara,furgon,2024,1200,Híbrido,azul
284,mazda,cx 5,camioneta,2015,1000,Híbrido,negro
285,toyota,fortuner,carro,2019,1400,Híbrido,beige
286,suzuki,jimny,camioneta,2024,1400,Gasolina,amarillo
287,chevrolet,montana,bus,2023,1500,Híbrido,marron
288,hyundai,santa fe,carro,2016,1800,Diesel,azul
289,mazda,cx 5,bus,2025,1000,Diesel,rojo
290,chevrolet,onix,moto,2013,1800,Gasolina,azul
291,renault,duster,bus,2022,2000,Híbrido,blanco
292,renault,logan,pickup,2025,1600,Gas Natural,gris
293,toyota,fortuner,moto,2023,2000,Gasolina,rojo
294,ford,maverick,pickup,2016,1500,Gasolina,blanco
295,chevrolet,montana,carro,2025,1500,Gasolina,azul
296,volkswagen,gol,moto,2019,3000,Gasolina,azul
297,mitsubishi,asx,carro,2021,1000,Gasolina,plata
298,volkswagen,gol,pickup,2022,1600,Diesel,gris
299,suzuki,ignis,carro,2013,3000,Gas Natural,plata
300,ford,maverick,carro,2017,4000,Gasolina,rojo
301,hyundai,santa fe,carro,2022,1800,Diesel,gris
302,mitsubishi,lancer,moto,2016,3000,Diesel,rojo
303,volkswagen,polo,carro,2025,2400,Eléctrico,negro
304,volkswagen,t cross,camioneta,2020,2000,Diesel,marron
305,honda,civic,bus,2018,2400,Gasolina,plata
306,mitsubishi,asx,carro,2022,2400,Eléctrico,naranja
307,chevrolet,s10,carro,2018,2000,Gas Natural,gris
308,honda,civic,camioneta,2022,1500,Gas Natural,azul
309,honda,civic,camioneta,2013,1200,Gas Natural,gris
310,suzuki,ignis,bus,2019,2000,Gasolina,azul
311,kia,rio,carro,2012,1200,Eléctrico,rojo
312,ford,escape,furgon,2019,2000,Gasolina,verde
313,hyundai,santa fe,bus,2023,4000,Gasolina,negro
314,toyota,land cruiser,furgon,2015,2400,Gas Natural,beige
315,honda,accord,pickup,2021,1000,Gasolina,azul
316,honda,accord,bus,2017,1400,Híbrido,negro
317,honda,civic,carro,2017,3000,Diesel,gris
318,ford,focus,pickup,2017,3000,Diesel,azul
319,toyota,corolla,bus,2019,2000,Eléctrico,blanco
320,honda,fit,moto,2024,4000,Híbrido,beige
321,mitsubishi,asx,bus,2016,1500,Eléctrico,azul
322,mitsubishi,eclipse cross,moto,2021,3000,Eléctrico,plata
323,mitsubishi,lancer,pickup,2025,2400,Gasolina,plata
324,volkswagen,t cross,bus,2022,1000,Eléctrico,plata
325,suzuki,s cross,pickup,2017,2400,Gas Natural,azul
326,toyota,prado,bus,2021,3500,Gasolina,rojo
327,kia,cerato,bus,2012,2000,Gasolina,beige
328,chevrolet,blazer,moto,2014,2400,Gasolina,rojo
329,hyundai,santa fe,pickup,2021,2000,Híbrido,vino
330,renault,duster,moto,2023,2400,Gasolina,marron
331,volkswagen,tiguan,carro,2017,4000,Gasolina,plata
332,renault,koleos,bus,2012,1500,Gasolina,rojo
333,hyundai,i10,carro,2025,1400,Eléctrico,vino
334,toyota,prado,pickup,2016,4000,Híbrido,azul
335,honda,wr v,furgon,2021,1800,Diesel,rojo
336,kia,carnival,camioneta,2017,4000,Diesel,blanco
337,volkswagen,jetta,furgon,2019,1000,Diesel,gris
338,kia,sonet,furgon,2019,1600,Híbrido,negro
339,honda,accord,pickup,2024,1500,Diesel,beige
340,hyundai,creta,furgon,2012,3000,Híbrido,rojo
341,chevrolet,spin,furgon,2021,2000,Gas Natural,plata
342,kia,picanto,furgon,2025,1200,Híbrido,rojo
343,ford,explorer,furgon,2017,1500,Híbrido,negro
344,mazda,mazda3,moto,2014,4000,Gasolina,rojo
345,toyota,corolla,pickup,2012,1800,Diesel,amarillo
346,ford,escape,bus,2025,1800,Gasolina,rojo
347,nissan,pathfinder,carro,2015,2000,Gasolina,blanco
348,chevrolet,blazer,bus,2018,1000,Gasolina,blanco
349,suzuki,jimny,bus,2020,1200,Eléctrico,negro
350,volkswagen,t cross,bus,2012,1400,Diesel,gris
351,ford,explorer,pickup,2014,3500,Diesel,negro
352,hyundai,accent,carro,2019,3000,Diesel,rojo
353,volkswagen,virtus,camioneta,2013,1000,Gasolina,azul
354,renault,oroch,carro,2012,1400,Eléctrico,azul
355,chevrolet,blazer,camioneta,2022,2400,Híbrido,gris
356,renault,kwid,camioneta,2022,1200,Diesel,gris
357,renault,duster,carro,2015,1500,Eléctrico,amarillo
358,mitsubishi,l200,moto,2012,1500,Diesel,verde
359,suzuki,s cross,camioneta,2021,2000,Gasolina,blanco
360,hyundai,i10,moto,2023,1500,Gasolina,gris
361,mitsubishi,outlander,pickup,2024,1500,Gas Natural,gris
362,hyundai,i20,carro,2021,1500,Gasolina,negro
363,volkswagen,jetta,camioneta,2023,1000,Diesel,negro
364,suzuki,vitara,carro,2022,2400,Diesel,negro
365,mazda,bt 50,bus,2023,3500,Híbrido,rojo
366,mitsubishi,l200,camioneta,2023,4000,Diesel,naranja
367,honda,wr v,camioneta,2014,1600,Diesel,gris
368,kia,cerato,camioneta,2022,4000,Diesel,azul
369,volkswagen,virtus,bus,2017,3500,Gas Natural,beige
370,kia,carnival,bus,2021,3500,Diesel,gris
371,suzuki,grand vitara,pickup,2020,3000,Híbrido,azul
372,ford,fiesta,moto,2013,2000,Eléctrico,gris
373,renault,logan,moto,2012,2000,Diesel,plata
374,hyundai,ioniq,furgon,2024,1500,Gas Natural,rojo
375,mitsubishi,asx,carro,2019,3500,Gasolina,azul
376,suzuki,ignis,furgon,2020,1400,Híbrido,plata
377,volkswagen,virtus,pickup,2018,1000,Diesel,vino
378,kia,sportage,bus,2015,3000,Gasolina,plata
379,mazda,mazda6,carro,2018,2400,Diesel,beige
380,mitsubishi,eclipse cross,furgon,2024,1800,Gasolina,gris
381,kia,sonet,carro,2020,4000,Gas Natural,rojo
382,hyundai,i20,camioneta,2016,3000,Gas Natural,beige
383,chevrolet,onix,carro,2012,1800,Gas Natural,gris
384,hyundai,creta,pickup,2018,2400,Eléctrico,negro
385,toyota,land cruiser,pickup,2016,1200,Gasolina,azul
386,volkswagen,gol,carro,2023,3500,Híbrido,azul
387,nissan,frontier,pickup,2019,1000,Eléctrico,blanco
388,nissan,pathfinder,furgon,2023,3000,Gasolina,azul
389,kia,rio,bus,2021,2400,Diesel,gris
390,volkswagen,jetta,furgon,2020,2000,Eléctrico,amarillo
391,mitsubishi,outlander,bus,2023,2400,Gasolina,plata
392,kia,rio,carro,2025,2000,Diesel,plata
393,hyundai,creta,carro,2019,1500,Diesel,gris
394,honda,fit,carro,2015,1600,Diesel,rojo
395,chevrolet,s10,furgon,2022,3500,Diesel,blanco
396,volkswagen,polo,camioneta,2017,1800,Diesel,rojo
397,honda,cr v,furgon,2017,1800,Eléctrico,gris
398,renault,koleos,moto,2018,4000,Gasolina,gris
399,ford,focus,pickup,2016,1400,Diesel,negro
400,mitsubishi,eclipse cross,pickup,2020,2400,Gasolina,plata
401,honda,fit,furgon,2025,3500,Gasolina,azul
402,ford,escape,carro,2016,1800,Diesel,gris
403,ford,ranger,pickup,2020,2000,Híbrido,negro
404,toyota,prado,camioneta,2013,3500,Diesel,azul
405,renault,duster,pickup,2017,2400,Gasolina,negro
406,kia,sportage,bus,2020,3500,Gasolina,blanco
407,mazda,mazda2,camioneta,2021,1600,Gas Natural,blanco
408,renault,logan,bus,2017,1400,Diesel,marron
409,chevrolet,montana,camioneta,2014,2400,Diesel,rojo
410,suzuki,jimny,pickup,2014,1600,Eléctrico,rojo
411,honda,civic,carro,2015,1000,Diesel,rojo
412,ford,bronco,bus,2022,3000,Diesel,azul
413,mitsubishi,asx,pickup,2020,1400,Gasolina,plata
414,chevrolet,blazer,pickup,2024,1000,Gas Natural,gris
415,mitsubishi,asx,furgon,2025,1200,Híbrido,rojo
416,nissan,versa,carro,2023,1000,Gasolina,plata
417,toyota,rav4,moto,2020,1600,Gasolina,rojo
418,chevrolet,s10,furgon,2012,3500,Gasolina,azul
419,kia,sportage,moto,2013,1000,Diesel,negro
420,toyota,corolla,moto,2021,1600,Diesel,blanco
421,hyundai,i10,furgon,2014,3000,Gasolina,blanco
422,nissan,x trail,pickup,2020,4000,Gas Natural,amarillo
423,honda,wr v,furgon,2022,1200,Diesel,rojo
424,nissan,pathfinder,moto,2020,3500,Gasolina,plata
425,nissan,pathfinder,moto,2016,1600,Gasolina,azul
426,suzuki,vitara,bus,2015,1800,Diesel,rojo
427,chevrolet,spin,moto,2015,1000,Eléctrico,negro
428,volkswagen,t cross,carro,2019,4000,Gasolina,verde
429,ford,focus,bus,2020,1000,Gasolina,blanco
430,toyota,yaris,pickup,2017,3500,Gas Natural,blanco
431,suzuki,jimny,furgon,2017,1800,Gasolina,plata
432,renault,oroch,pickup,2018,4000,Gasolina,rojo
433,volkswagen,virtus,camioneta,2024,1500,Diesel,negro
434,mazda,mazda6,bus,2012,2000,Gasolina,azul
435,honda,fit,pickup,2021,1400,Gas Natural,negro
436,ford,focus,camioneta,2014,1400,Gasolina,azul
437,suzuki,vitara,camioneta,2013,2400,Gasolina,verde
438,kia,carnival,moto,2015,1600,Gasolina,rojo
439,hyundai,tucson,moto,2021,2400,Gasolina,gris
440,ford,focus,carro,2025,3500,Gasolina,gris
441,kia,sportage,moto,2017,1500,Gasolina,azul
442,suzuki,s cross,camioneta,2013,1600,Diesel,negro
443,renault,duster,carro,2025,1200,Diesel,vino
444,toyota,fortuner,pickup,2015,1500,Diesel,azul
445,renault,sandero,bus,2024,2400,Híbrido,gris
446,mitsubishi,outlander,camioneta,2017,3000,Gas Natural,gris
447,mitsubishi,asx,furgon,2018,3500,Gasolina,azul
448,volkswagen,polo,moto,2016,1200,Gas Natural,gris
449,kia,cerato,carro,2018,1500,Diesel,amarillo
450,chevrolet,s10,bus,2021,1200,Gas Natural,gris
451,renault,stepway,furgon,2012,1500,Diesel,negro
452,mazda,cx 30,furgon,2022,3000,Gasolina,rojo
453,ford,focus,bus,2022,1800,Híbrido,rojo
454,ford,bronco,furgon,2025,1600,Eléctrico,negro
455,volkswagen,tiguan,furgon,2024,3500,Gas Natural,plata
456,mitsubishi,eclipse cross,moto,2013,2400,Diesel,negro
457,ford,bronco,carro,2024,2000,Diesel,amarillo
458,mazda,cx 5,moto,2013,1600,Diesel,verde
459,volkswagen,jetta,camioneta,2021,3000,Gasolina,plata
460,suzuki,grand vitara,carro,2022,4000,Gasolina,azul
461,nissan,kicks,moto,2021,3500,Diesel,negro
462,toyota,prado,pickup,2024,2400,Gasolina,naranja
463,ford,fiesta,moto,2016,1600,Gasolina,rojo
464,mitsubishi,eclipse cross,bus,2015,1500,Híbrido,azul
465,renault,kwid,camioneta,2021,1000,Híbrido,gris
466,hyundai,tucson,carro,2024,4000,Gas Natural,marron
467,kia,cerato,camioneta,2013,1000,Eléctrico,rojo
468,kia,carnival,camioneta,2016,1200,Gasolina,vino
469,nissan,pathfinder,bus,2022,2000,Diesel,gris
470,mazda,bt 50,moto,2012,1000,Gas Natural,rojo
471,suzuki,vitara,pickup,2021,1400,Diesel,negro
472,mazda,mazda3,furgon,2016,1400,Eléctrico,verde
473,honda,accord,pickup,2016,3500,Diesel,azul
