id_venta,id_tiempo,id_cliente,id_vehiculo,id_vendedor,id_sucursal,id_tipo_pago,cantidad,precio_venta,costo_vehiculo,descuento,precio_neto,margen_ganancia,financiado,comision_vendedor
911.0,,859,542,9.0,6,1.0,1.0,122795.0,106425.0,8.0,112971.40000000001,16370.0,1,3181.38
379.0,20240301.0,144,387,10.0,20,12.0,1.0,20424.0,17310.0,5.0,19402.8,3114.0,0,208.64
1481.0,,591,223,80.0,5,3.0,1.0,20393.0,19117.0,23.0,15702.61,1276.0,1,292.27
1178.0,,811,157,45.0,1,13.0,1.0,139818.0,104757.0,15.0,118845.3,35061.0,0,3432.21
1818.0,20200426.0,312,488,1.0,15,1.0,1.0,26869.0,24472.0,8.0,24719.48,2397.0,0,
1701.0,,662,165,33.0,24,16.0,1.0,111083.0,80695.0,22.0,86644.74,30388.0,0,1771.75
1208.0,,75,50,97.0,19,7.0,0.0,144842.0,119581.0,0.0,144842.0,25261.0,1,2836.65
664.0,,750,128,42.0,27,4.0,1.0,22874.0,20513.0,17.0,18985.42,2361.0,1,570.4
1256.0,,425,560,6.0,15,5.0,1.0,95496.0,73091.0,23.0,73531.92,22405.0,0,2478.81
444.0,,67,140,38.0,26,16.0,1.0,,35023.0,27.0,,,1,1071.16
100.0,,709,109,53.0,10,10.0,1.0,116559.0,95277.0,17.0,96743.97,21282.0,0,2188.4
1826.0,,33,466,79.0,3,13.0,1.0,57107.0,47719.0,21.0,45114.53,9388.0,0,1419.48
995.0,,142,564,47.0,18,19.0,1.0,112378.0,88631.0,28.0,80912.16,23747.0,1,952.12
419.0,,790,348,5.0,7,12.0,1.0,39430.0,36653.0,20.0,31544.0,2777.0,0,865.11
311.0,,36,569,5.0,34,4.0,0.0,92062.0,83265.0,30.0,64443.399999999994,8797.0,0,1574.13
123.0,,820,483,6.0,23,13.0,1.0,22059.0,16380.0,11.0,19632.510000000002,5679.0,0,252.18
1636.0,20210206.0,382,484,14.0,23,2.0,1.0,56987.0,43860.0,31.0,39321.03,13127.0,1,1328.12
855.0,,278,221,12.0,2,6.0,1.0,1000.0,119682.0,12.0,880.0,-118682.0,0,1460.32
138.0,,141,161,24.0,18,15.0,1.0,140684.0,103646.0,34.0,92851.43999999999,37038.0,1,4914.87
1026.0,,517,507,14.0,20,13.0,1.0,147696.0,110326.0,7.0,137357.28,37370.0,1,4225.47
1182.0,,483,251,74.0,15,15.0,1.0,45560.0,33144.0,32.0,30980.799999999996,12416.0,1,984.33
1380.0,20220521.0,741,95,68.0,28,17.0,1.0,44442.0,36291.0,17.0,36886.86,8151.0,1,701.94
434.0,,154,84,38.0,27,19.0,1.0,88849.0,76926.0,3.0,86183.53,11923.0,0,1894.18
1141.0,,767,73,11.0,34,1.0,1.0,27288.0,20928.0,11.0,24286.32,6360.0,0,231.29
1987.0,,859,343,67.0,34,17.0,1.0,1000.0,87698.0,19.0,810.0,-86698.0,0,2943.6
1140.0,20241217.0,819,58,25.0,2,15.0,1.0,137173.0,114893.0,7.0,127570.88999999998,22280.0,0,3457.69
164.0,,26,386,29.0,8,2.0,1.0,25254.0,23521.0,22.0,19698.12,1733.0,0,593.11
269.0,,605,382,54.0,30,14.0,1.0,39825.0,37897.0,28.0,28674.0,1928.0,1,1351.67
1709.0,,654,577,93.0,20,20.0,1.0,1000.0,55359.0,35.0,650.0,-54359.0,1,1510.07
1393.0,,19,562,62.0,28,20.0,1.0,133141.0,98316.0,0.0,133141.0,34825.0,1,2626.57
403.0,,660,273,100.0,4,10.0,1.0,128961.0,104840.0,25.0,96720.75,24121.0,1,
1427.0,,892,453,66.0,11,12.0,1.0,,26873.0,23.0,,,1,430.29
1254.0,,887,400,31.0,6,3.0,0.0,77908.0,60861.0,8.0,71675.36,17047.0,0,1302.58
397.0,,884,531,27.0,7,14.0,1.0,128533.0,96135.0,0.0,128533.0,32398.0,0,3458.06
907.0,,275,169,71.0,26,3.0,1.0,43743.0,37570.0,23.0,33682.11,6173.0,1,
16.0,,848,282,100.0,28,3.0,1.0,1000.0,31230.0,32.0,679.9999999999999,-30230.0,1,714.41
1322.0,,725,175,87.0,6,16.0,1.0,27900.0,23278.0,21.0,22041.0,4622.0,0,595.82
1366.0,,190,31,75.0,21,15.0,1.0,124081.0,109889.0,10.0,111672.90000000001,14192.0,1,1002.76
1242.0,,23,117,17.0,9,9.0,1.0,1000.0,53430.0,30.0,700.0,-52430.0,0,
481.0,,321,401,57.0,8,9.0,1.0,59023.0,50676.0,0.0,59023.0,8347.0,1,1118.07
82.0,20200904.0,337,239,76.0,13,1.0,1.0,,106080.0,27.0,,,1,4140.94
1259.0,,410,268,25.0,27,4.0,1.0,163595.0,118020.0,19.0,132511.95,45575.0,1,
1401.0,,282,510,60.0,23,16.0,1.0,143271.0,106988.0,26.0,106020.54,36283.0,0,4902.7
396.0,,144,227,45.0,13,18.0,1.0,143461.0,104782.0,28.0,103291.92,38679.0,0,3749.38
1569.0,,504,92,80.0,33,6.0,1.0,56424.0,44218.0,13.0,49088.88,12206.0,0,1314.53
1260.0,20201016.0,217,502,19.0,29,8.0,1.0,130871.0,102997.0,22.0,102079.38,27874.0,0,4130.13
433.0,,74,414,4.0,31,13.0,1.0,86279.0,62950.0,0.0,86279.0,23329.0,0,756.83
1874.0,,416,557,57.0,12,18.0,1.0,99880.0,79894.0,27.0,72912.4,19986.0,1,1856.78
216.0,,890,402,11.0,1,5.0,1.0,26276.0,19184.0,26.0,19444.239999999998,7092.0,1,471.84
145.0,20231128.0,3,587,84.0,15,2.0,1.0,30298.0,25241.0,25.0,22723.5,5057.0,1,975.07
1368.0,,708,270,28.0,30,15.0,1.0,25808.0,22802.0,23.0,19872.16,3006.0,1,402.57
619.0,20201112.0,377,235,47.0,5,1.0,1.0,134863.0,117108.0,100.0,0.0,17755.0,0,4715.48
555.0,20241107.0,562,134,19.0,32,3.0,1.0,46167.0,36715.0,23.0,35548.590000000004,9452.0,1,459.07
1806.0,,790,484,15.0,28,18.0,1.0,71830.0,66518.0,18.0,58900.600000000006,5312.0,1,840.22
1021.0,,502,57,18.0,22,19.0,1.0,53463.0,43992.0,19.0,43305.030000000006,9471.0,1,712.36
239.0,,46,480,43.0,19,20.0,0.0,72747.0,55210.0,34.0,48013.02,17537.0,1,1018.41
338.0,,223,78,8.0,17,7.0,1.0,1000.0,71016.0,32.0,679.9999999999999,-70016.0,1,2304.92
1972.0,20220903.0,218,419,43.0,20,16.0,1.0,1000.0,55676.0,35.0,650.0,-54676.0,1,1777.27
1029.0,,92,516,40.0,30,14.0,1.0,19436.0,16951.0,7.0,18075.48,2485.0,1,418.9
1447.0,,208,590,64.0,13,11.0,1.0,68652.0,53427.0,15.0,58354.2,15225.0,1,1990.88
50.0,,599,523,11.0,33,6.0,1.0,30003.0,25730.0,100.0,0.0,4273.0,1,936.08
883.0,,119,208,20.0,21,9.0,1.0,68138.0,57460.0,28.0,49059.36,10678.0,0,1217.34
238.0,20230515.0,595,428,51.0,7,6.0,1.0,106233.0,76087.0,28.0,76487.76,30146.0,0,1216.27
1206.0,,795,380,81.0,5,2.0,1.0,53991.0,41140.0,16.0,45352.439999999995,12851.0,0,1608.71
642.0,20200507.0,106,278,10.0,3,19.0,1.0,1000.0,21704.0,26.0,740.0,-20704.0,1,682.0
1896.0,,558,466,77.0,21,15.0,1.0,80770.0,76823.0,26.0,59769.8,3947.0,1,1700.6
1160.0,,818,197,10.0,16,17.0,1.0,157478.0,117534.0,22.0,122832.84000000001,39944.0,1,2765.72
1901.0,,98,242,72.0,1,7.0,1.0,1000.0,49341.0,8.0,920.0,-48341.0,0,598.62
930.0,20211102.0,569,571,83.0,25,8.0,1.0,113221.0,87457.0,16.0,95105.64,25764.0,1,1533.19
1512.0,,805,357,70.0,8,15.0,1.0,89184.0,79212.0,3.0,86508.48,9972.0,0,2439.82
1293.0,,584,262,96.0,13,2.0,1.0,49623.0,45106.0,26.0,36721.02,4517.0,0,1397.99
1857.0,,666,280,37.0,10,11.0,1.0,1000.0,85857.0,15.0,850.0,-84857.0,0,1279.56
822.0,,505,399,4.0,30,13.0,1.0,101232.0,77620.0,24.0,76936.32,23612.0,1,2165.11
859.0,,789,127,72.0,32,16.0,1.0,45287.0,38872.0,34.0,29889.419999999995,6415.0,0,
862.0,,2,239,72.0,17,17.0,1.0,23625.0,18813.0,20.0,18900.0,4812.0,1,269.02
4.0,,27,310,25.0,15,3.0,1.0,1000.0,71611.0,3.0,970.0,-70611.0,1,1146.14
1905.0,,708,8,18.0,5,12.0,1.0,129962.0,96358.0,11.0,115666.18000000001,33604.0,0,
815.0,,272,297,27.0,21,5.0,1.0,1000.0,66700.0,10.0,900.0,-65700.0,0,1366.73
1955.0,,760,10,78.0,18,20.0,1.0,20516.0,17334.0,4.0,19695.36,3182.0,0,672.93
1696.0,20230414.0,698,112,74.0,20,4.0,1.0,93835.0,72688.0,5.0,89143.25,21147.0,0,2398.89
221.0,,799,302,99.0,33,4.0,1.0,38551.0,28623.0,7.0,35852.43,9928.0,1,700.71
229.0,20210709.0,849,415,85.0,18,3.0,1.0,18933.0,15329.0,6.0,17797.02,3604.0,0,293.74
1058.0,,751,471,7.0,25,17.0,1.0,26091.0,19799.0,6.0,24525.539999999997,6292.0,0,339.73
10.0,,290,144,54.0,2,1.0,1.0,130227.0,114077.0,35.0,84647.55,16150.0,0,
1787.0,,117,584,8.0,1,2.0,1.0,119971.0,99793.0,10.0,107973.90000000001,20178.0,0,3492.49
1234.0,,835,463,31.0,16,11.0,1.0,1000.0,88288.0,22.0,780.0,-87288.0,1,3794.67
365.0,,197,297,16.0,25,14.0,1.0,95050.0,84988.0,14.0,81743.0,10062.0,0,1987.89
1008.0,,205,470,32.0,17,1.0,1.0,73491.0,65096.0,7.0,68346.62999999999,8395.0,1,1716.91
557.0,,528,556,44.0,21,1.0,1.0,69621.0,50520.0,27.0,50823.33,19101.0,1,1076.13
1483.0,,807,374,39.0,34,11.0,1.0,127277.0,96686.0,100.0,0.0,30591.0,0,3723.37
331.0,,307,65,66.0,19,7.0,1.0,41489.0,29916.0,3.0,40244.33,11573.0,1,1266.98
831.0,,103,488,3.0,34,17.0,1.0,45894.0,35363.0,18.0,37633.08,10531.0,1,1584.26
1679.0,,732,132,54.0,7,17.0,1.0,1000.0,90950.0,9.0,910.0,-89950.0,0,1815.4
1801.0,,515,547,30.0,22,12.0,1.0,1000.0,61218.0,7.0,929.9999999999999,-60218.0,0,1911.85
376.0,,151,212,19.0,26,5.0,1.0,18655.0,15604.0,18.0,15297.1,3051.0,0,536.35
807.0,,125,445,12.0,14,18.0,1.0,26188.0,19363.0,24.0,19902.88,6825.0,0,307.63
492.0,,226,129,56.0,35,4.0,1.0,1000.0,42795.0,100.0,0.0,-41795.0,0,1322.39
975.0,,264,24,60.0,9,18.0,1.0,1000.0,86465.0,31.0,690.0,-85465.0,0,2168.82
699.0,,807,311,51.0,18,9.0,1.0,116753.0,83622.0,24.0,88732.28,33131.0,0,3688.8
1360.0,20211106.0,261,185,9.0,26,17.0,1.0,1000.0,114180.0,10.0,900.0,-113180.0,0,
964.0,,687,166,91.0,16,11.0,1.0,151609.0,114848.0,8.0,139480.28,36761.0,0,3359.89
410.0,20230326.0,415,235,78.0,13,9.0,1.0,43466.0,35693.0,6.0,40858.04,7773.0,0,398.66
441.0,,748,480,10.0,30,7.0,1.0,104626.0,77086.0,32.0,71145.68,27540.0,1,3120.88
1487.0,,104,591,3.0,11,4.0,1.0,1000.0,97907.0,8.0,920.0,-96907.0,0,3632.35
1529.0,,746,201,21.0,21,12.0,1.0,105857.0,98932.0,26.0,78334.18,6925.0,1,2257.9
1746.0,20200503.0,871,200,66.0,30,16.0,1.0,90057.0,71968.0,5.0,85554.15,18089.0,1,2734.86
207.0,,822,12,74.0,9,15.0,1.0,42872.0,39973.0,31.0,29581.679999999997,2899.0,1,363.63
125.0,,215,456,73.0,14,8.0,1.0,136034.0,111644.0,100.0,0.0,24390.0,1,
1197.0,,297,170,66.0,33,12.0,1.0,76291.0,58147.0,10.0,68661.90000000001,18144.0,0,
778.0,20200807.0,361,508,84.0,5,11.0,1.0,51207.0,43088.0,18.0,41989.740000000005,8119.0,1,464.13
279.0,,876,45,70.0,4,15.0,1.0,136633.0,114099.0,25.0,102474.75,22534.0,1,3143.46
400.0,,777,272,25.0,6,10.0,1.0,74158.0,66755.0,31.0,51169.02,7403.0,1,2065.17
1727.0,,807,405,84.0,23,10.0,1.0,41355.0,29686.0,33.0,27707.85,11669.0,1,565.19
948.0,,779,579,79.0,28,19.0,1.0,26449.0,19416.0,8.0,24333.08,7033.0,1,824.21
71.0,,429,373,59.0,19,9.0,1.0,110893.0,93200.0,30.0,77625.09999999999,17693.0,1,3785.83
609.0,,619,189,72.0,4,20.0,0.0,27421.0,23265.0,16.0,23033.64,4156.0,1,637.0
1110.0,,98,493,44.0,33,8.0,1.0,85026.0,64614.0,18.0,69721.32,20412.0,1,1197.28
109.0,20201219.0,815,329,84.0,16,15.0,1.0,1000.0,21662.0,11.0,890.0,-20662.0,1,781.61
943.0,,757,445,45.0,3,2.0,1.0,105130.0,75106.0,11.0,93565.7,30024.0,1,1628.99
742.0,,895,443,31.0,33,19.0,1.0,156482.0,111842.0,28.0,112667.04,44640.0,1,2380.89
491.0,,882,280,64.0,17,2.0,1.0,61571.0,52802.0,15.0,52335.35,8769.0,0,1578.14
749.0,20201121.0,43,316,89.0,23,19.0,1.0,90441.0,77379.0,5.0,85918.95,13062.0,1,1867.79
88.0,,428,582,8.0,11,3.0,1.0,106122.0,78653.0,26.0,78530.28,27469.0,1,1520.12
490.0,,31,465,61.0,25,4.0,1.0,137484.0,111030.0,19.0,111362.04000000001,26454.0,0,3667.9
532.0,,413,300,51.0,9,2.0,1.0,38382.0,34175.0,6.0,36079.079999999994,4207.0,1,357.66
1340.0,,556,419,46.0,26,18.0,1.0,98960.0,81449.0,21.0,78178.40000000001,17511.0,1,3302.68
1737.0,,886,56,100.0,34,7.0,1.0,50063.0,43649.0,11.0,44556.07,6414.0,1,687.27
1389.0,,131,445,23.0,33,7.0,1.0,61035.0,44419.0,2.0,59814.299999999996,16616.0,0,539.03
1332.0,20211225.0,59,587,84.0,1,18.0,1.0,1000.0,88064.0,11.0,890.0,-87064.0,0,3270.86
1280.0,,663,116,67.0,31,19.0,1.0,64121.0,59432.0,5.0,60914.95,4689.0,0,1876.84
761.0,,286,281,48.0,20,18.0,1.0,1000.0,56638.0,31.0,690.0,-55638.0,1,2047.61
104.0,,670,405,70.0,35,17.0,1.0,144774.0,109358.0,19.0,117266.94,35416.0,1,3205.53
227.0,,513,358,12.0,9,12.0,1.0,49358.0,38896.0,11.0,43928.62,10462.0,0,1226.59
1644.0,,835,94,100.0,27,8.0,1.0,1000.0,94633.0,23.0,770.0,-93633.0,0,
917.0,,180,507,37.0,21,17.0,1.0,141440.0,103140.0,4.0,135782.4,38300.0,0,3693.35
322.0,,41,384,56.0,10,9.0,1.0,38122.0,27901.0,17.0,31641.26,10221.0,0,1280.44
1959.0,20220710.0,8,283,75.0,27,2.0,1.0,1000.0,51243.0,27.0,730.0,-50243.0,1,758.31
1472.0,,312,237,67.0,9,5.0,1.0,106551.0,94169.0,5.0,101223.45,12382.0,1,
775.0,,432,44,96.0,22,19.0,1.0,150733.0,107770.0,35.0,97976.45,42963.0,0,4340.24
1359.0,,250,180,78.0,19,9.0,1.0,84199.0,62566.0,0.0,84199.0,21633.0,0,1286.94
1634.0,,681,560,21.0,26,18.0,1.0,97573.0,92728.0,6.0,91718.62,4845.0,0,2212.38
1496.0,,350,579,32.0,25,11.0,1.0,118572.0,111247.0,22.0,92486.16,7325.0,0,3504.34
1334.0,,250,380,41.0,6,6.0,1.0,59907.0,43300.0,13.0,52119.09,16607.0,1,848.76
1230.0,,377,82,19.0,2,11.0,1.0,1000.0,63476.0,14.0,860.0,-62476.0,1,2064.27
1138.0,,81,84,20.0,16,9.0,1.0,89159.0,81258.0,35.0,57953.35,7901.0,0,1371.37
800.0,,526,417,32.0,5,5.0,1.0,1000.0,51956.0,16.0,840.0,-50956.0,1,1879.91
576.0,,152,370,35.0,15,3.0,1.0,138390.0,118982.0,25.0,103792.5,19408.0,1,2455.72
290.0,,734,305,74.0,19,16.0,1.0,1000.0,26496.0,15.0,850.0,-25496.0,0,
1745.0,,880,312,50.0,24,6.0,1.0,54432.0,47313.0,32.0,37013.759999999995,7119.0,0,1189.64
1116.0,,185,372,41.0,6,10.0,1.0,74734.0,67369.0,6.0,70249.95999999999,7365.0,1,807.85
1227.0,,444,571,80.0,30,12.0,1.0,97871.0,84084.0,5.0,92977.45,13787.0,0,1146.46
1466.0,,687,542,4.0,12,4.0,1.0,63407.0,57345.0,16.0,53261.88,6062.0,0,1537.42
1624.0,,739,154,42.0,5,5.0,1.0,1000.0,99451.0,9.0,910.0,-98451.0,1,3759.85
1297.0,20210805.0,653,439,84.0,25,17.0,1.0,35185.0,31835.0,31.0,24277.649999999998,3350.0,0,1011.2
1791.0,,602,494,62.0,21,3.0,1.0,30896.0,25675.0,24.0,23480.96,5221.0,0,506.68
160.0,,763,3,8.0,29,3.0,1.0,1000.0,49684.0,24.0,760.0,-48684.0,1,820.61
1594.0,20210806.0,237,363,21.0,8,14.0,1.0,140881.0,102570.0,32.0,95799.07999999999,38311.0,0,2002.13
1144.0,20211111.0,383,522,31.0,2,14.0,1.0,1000.0,54376.0,32.0,679.9999999999999,-53376.0,1,2612.86
1346.0,,414,479,38.0,25,1.0,1.0,41428.0,31278.0,10.0,37285.200000000004,10150.0,0,664.27
22.0,,611,366,96.0,8,2.0,1.0,121465.0,104222.0,8.0,111747.8,17243.0,1,2420.96
140.0,,147,143,68.0,28,2.0,1.0,41799.0,34824.0,24.0,31767.24,6975.0,0,657.67
1514.0,,300,51,20.0,1,2.0,1.0,36791.0,33782.0,3.0,35687.27,3009.0,0,945.43
1063.0,,232,492,95.0,25,1.0,1.0,125302.0,98229.0,6.0,117783.87999999999,27073.0,0,2858.06
1816.0,,844,468,51.0,30,8.0,1.0,20219.0,17757.0,18.0,16579.58,2462.0,1,635.7
1741.0,,520,34,65.0,2,18.0,1.0,1000.0,93680.0,19.0,810.0,-92680.0,0,3635.48
472.0,,447,400,92.0,3,13.0,1.0,129161.0,99220.0,14.0,111078.45999999999,29941.0,1,2350.16
1988.0,,184,324,9.0,14,17.0,1.0,135636.0,113117.0,17.0,112577.87999999999,22519.0,1,
1590.0,,362,86,66.0,6,12.0,1.0,1000.0,112761.0,2.0,980.0,-111761.0,0,4334.54
510.0,,595,280,48.0,21,5.0,1.0,110032.0,85120.0,32.0,74821.76,24912.0,1,959.46
19.0,,189,294,61.0,32,13.0,1.0,72287.0,65384.0,15.0,61443.95,6903.0,0,1590.29
1827.0,,820,239,6.0,29,9.0,1.0,28476.0,26697.0,6.0,26767.44,1779.0,1,710.54
1824.0,,160,193,35.0,22,3.0,1.0,1000.0,85983.0,13.0,870.0,-84983.0,1,2690.5
1576.0,,805,570,7.0,15,9.0,1.0,1000.0,111122.0,13.0,870.0,-110122.0,0,2124.14
1143.0,,350,318,33.0,28,8.0,1.0,52175.0,48764.0,9.0,47479.25,3411.0,0,1363.47
826.0,,263,215,16.0,14,12.0,1.0,111346.0,98160.0,17.0,92417.18,13186.0,1,
1167.0,,242,153,47.0,6,14.0,1.0,1000.0,90144.0,18.0,820.0000000000001,-89144.0,0,3399.94
173.0,,155,565,35.0,3,8.0,1.0,1000.0,37584.0,27.0,730.0,-36584.0,0,790.15
905.0,,823,52,91.0,15,17.0,1.0,72662.0,67438.0,32.0,49410.159999999996,5224.0,1,1990.02
1261.0,20230724.0,429,224,72.0,25,11.0,1.0,117314.0,108780.0,28.0,84466.08,8534.0,1,2295.25
1023.0,,570,284,10.0,25,7.0,1.0,29215.0,26588.0,2.0,28630.7,2627.0,0,478.88
1989.0,,280,533,82.0,13,3.0,1.0,1000.0,16572.0,3.0,970.0,-15572.0,1,348.72
1186.0,,719,194,9.0,14,18.0,1.0,79366.0,60813.0,27.0,57937.18,18553.0,1,908.3
719.0,,128,161,99.0,19,17.0,1.0,98156.0,71766.0,31.0,67727.64,26390.0,0,
574.0,20240924.0,712,313,31.0,17,9.0,1.0,1000.0,86503.0,20.0,800.0,-85503.0,0,3305.74
1.0,,604,257,91.0,5,5.0,1.0,38366.0,36439.0,11.0,34145.74,1927.0,0,1298.86
858.0,,887,350,42.0,12,10.0,1.0,111409.0,81618.0,34.0,73529.93999999999,29791.0,1,1557.75
1893.0,,66,260,34.0,27,2.0,1.0,32705.0,28774.0,34.0,21585.299999999996,3931.0,0,445.94
1821.0,,188,195,100.0,3,6.0,1.0,120441.0,87481.0,27.0,87921.93,32960.0,1,2428.39
461.0,,283,315,54.0,7,19.0,1.0,116854.0,84444.0,12.0,102831.52,32410.0,1,2156.09
1339.0,20200716.0,867,414,87.0,29,4.0,1.0,91764.0,81415.0,14.0,78917.04,10349.0,0,2801.29
1882.0,,186,123,24.0,12,8.0,1.0,41599.0,31718.0,34.0,27455.339999999997,9881.0,0,1342.58
1790.0,,499,560,10.0,26,8.0,1.0,1000.0,97174.0,16.0,840.0,-96174.0,1,4303.1
1045.0,,537,225,92.0,28,6.0,1.0,142594.0,106063.0,20.0,114075.20000000001,36531.0,1,3270.42
1277.0,,548,291,51.0,16,20.0,1.0,47057.0,37935.0,27.0,34351.61,9122.0,1,432.17
997.0,,849,527,58.0,12,16.0,1.0,109392.0,97556.0,4.0,105016.31999999999,11836.0,1,3823.55
1134.0,20220414.0,894,427,53.0,4,11.0,1.0,124263.0,112863.0,27.0,90711.98999999999,11400.0,1,2526.1
1878.0,,251,270,32.0,19,7.0,1.0,1000.0,118804.0,25.0,750.0,-117804.0,1,3096.05
529.0,,19,434,67.0,18,1.0,1.0,1000.0,91530.0,31.0,690.0,-90530.0,1,
1930.0,,787,382,4.0,25,9.0,1.0,70987.0,58007.0,22.0,55369.86,12980.0,0,1230.83
1267.0,,794,107,80.0,23,3.0,1.0,158977.0,114985.0,31.0,109694.12999999999,43992.0,1,1680.65
623.0,20240427.0,148,588,75.0,2,3.0,1.0,1000.0,68900.0,35.0,650.0,-67900.0,0,668.43
176.0,,571,2,46.0,21,19.0,1.0,113363.0,99369.0,10.0,102026.7,13994.0,0,922.58
