id_mantenimiento,id_tiempo,id_cliente,id_vehiculo,id_sucursal,id_tipo_mantenimiento,costo_servicio,costo_repuestos,repuestos_usados,horas_taller,kilometraje_vehiculo
2087.0,20220310,187.0,267,20,8.0,1000.0,1000.0,3.0,6.0,27034.0
2088.0,20200616,251.0,135,4,2.0,1000.0,1000.0,0.0,6.0,36028.0
2089.0,20210917,459.0,224,14,7.0,1000.0,1000.0,1.0,8.0,27333.0
2090.0,20200831,195.0,177,6,3.0,1000.0,1000.0,0.0,6.0,10536.0
2091.0,20200407,416.0,232,5,3.0,1000.0,1000.0,0.0,2.0,37680.0
2092.0,20200312,472.0,126,1,2.0,1000.0,1000.0,0.0,6.0,10829.0
2093.0,20200902,11.0,103,5,6.0,1067.0,1000.0,5.0,1.0,37225.0
2094.0,20210130,396.0,210,10,7.0,1047.0,1000.0,3.0,8.0,22146.0
2095.0,20210321,298.0,34,15,2.0,1000.0,1000.0,5.0,5.0,39423.0
2096.0,20201204,182.0,203,6,5.0,1000.0,1000.0,0.0,2.0,22682.0
2097.0,20210426,120.0,274,4,3.0,1000.0,1000.0,2.0,1.0,59008.0
2098.0,20211114,212.0,240,18,8.0,1466.0,1000.0,1.0,2.0,58525.0
2099.0,20210815,307.0,45,17,4.0,1000.0,1000.0,4.0,2.0,27657.0
2100.0,,49.0,45,13,5.0,1000.0,1000.0,0.0,,31839.0
2101.0,20220126,445.0,180,11,2.0,1000.0,1000.0,4.0,2.0,13199.0
2102.0,20200415,336.0,73,18,3.0,1363.0,1000.0,5.0,1.0,15808.0
2103.0,20210625,368.0,159,2,2.0,1000.0,1000.0,3.0,1.0,44212.0
2104.0,20200913,484.0,247,6,8.0,1000.0,1000.0,5.0,6.0,19532.0
2105.0,20220215,130.0,102,15,7.0,1000.0,1000.0,3.0,2.0,9852.0
2106.0,20220114,318.0,134,12,6.0,1111.0,1000.0,1.0,1.0,28110.0
2107.0,20220213,496.0,268,6,4.0,1000.0,1000.0,0.0,6.0,55383.0
2108.0,20201117,456.0,93,11,6.0,1000.0,1000.0,5.0,5.0,51232.0
2109.0,20211205,72.0,15,20,1.0,1405.0,1000.0,2.0,2.0,27811.0
2110.0,20201028,396.0,13,17,6.0,1000.0,1000.0,2.0,6.0,50752.0
2111.0,20200616,482.0,206,15,3.0,1311.0,1000.0,0.0,1.0,56163.0
2112.0,20210527,320.0,298,4,5.0,1413.0,1000.0,4.0,4.0,56027.0
2113.0,20220221,228.0,144,14,7.0,1000.0,1000.0,3.0,6.0,14060.0
2114.0,20200530,160.0,37,16,8.0,1000.0,1000.0,4.0,3.0,48124.0
2115.0,20220110,474.0,286,9,4.0,1000.0,1000.0,2.0,8.0,42267.0
2116.0,20200611,224.0,50,3,5.0,1000.0,1000.0,4.0,6.0,34400.0
2117.0,20220110,138.0,99,6,7.0,1000.0,1000.0,1.0,8.0,55797.0
2118.0,20200701,358.0,90,17,8.0,1000.0,1000.0,1.0,3.0,42327.0
2119.0,20210709,458.0,11,5,4.0,1000.0,1000.0,3.0,5.0,57928.0
2120.0,20201027,500.0,235,12,1.0,1000.0,1000.0,0.0,1.0,5903.0
2121.0,20210802,350.0,89,18,8.0,1000.0,1000.0,3.0,2.0,31130.0
2122.0,20201223,320.0,11,5,4.0,1198.0,1000.0,1.0,2.0,21665.0
2123.0,20210807,388.0,279,7,5.0,1470.0,1000.0,1.0,7.0,17897.0
2124.0,20211119,76.0,57,6,4.0,1000.0,1000.0,3.0,8.0,57569.0
2125.0,20200728,135.0,131,7,3.0,1446.0,1000.0,0.0,7.0,48171.0
2126.0,20200202,3.0,282,14,4.0,1408.0,1000.0,3.0,6.0,19574.0
2127.0,20210925,257.0,109,2,8.0,1000.0,1000.0,1.0,7.0,15141.0
2128.0,20210910,144.0,277,9,1.0,1356.0,1000.0,2.0,2.0,34242.0
2129.0,20220110,165.0,170,16,6.0,1000.0,1000.0,3.0,8.0,39037.0
2130.0,20200927,459.0,264,8,1.0,1000.0,1000.0,1.0,,45437.0
2131.0,20200922,321.0,100,12,1.0,1143.0,1000.0,0.0,8.0,50991.0
2132.0,20200920,187.0,290,16,8.0,1000.0,1000.0,5.0,5.0,33106.0
2133.0,20200819,426.0,236,13,7.0,1000.0,1000.0,1.0,2.0,12864.0
2134.0,20200314,280.0,180,15,2.0,1000.0,1000.0,2.0,4.0,6081.0
2135.0,20200802,68.0,83,4,8.0,1092.0,1000.0,5.0,4.0,40529.0
2136.0,20210424,82.0,214,15,8.0,1000.0,1000.0,4.0,8.0,23771.0
2137.0,20210804,460.0,32,20,7.0,1000.0,1000.0,2.0,6.0,20822.0
2138.0,20200427,388.0,2,16,2.0,1000.0,1000.0,0.0,3.0,17187.0
2139.0,20211031,163.0,29,6,2.0,1000.0,1000.0,1.0,3.0,24016.0
2140.0,20200417,145.0,225,13,8.0,1033.0,1000.0,2.0,8.0,29630.0
2141.0,20201220,44.0,288,17,3.0,1339.0,1000.0,1.0,2.0,28942.0
2142.0,20200305,223.0,245,11,2.0,1000.0,1000.0,3.0,5.0,6839.0
2143.0,20210128,371.0,51,9,3.0,1000.0,1000.0,0.0,7.0,33248.0
2144.0,20200226,467.0,239,6,4.0,1000.0,1000.0,0.0,2.0,24862.0
2145.0,20210620,378.0,53,11,7.0,1253.0,1000.0,4.0,6.0,31420.0
2146.0,20211110,277.0,149,2,6.0,1291.0,1000.0,1.0,3.0,16449.0
2147.0,20211208,173.0,128,12,2.0,1000.0,1000.0,1.0,5.0,56223.0
2148.0,20200701,220.0,241,16,8.0,1000.0,1000.0,4.0,8.0,45731.0
2149.0,20211015,473.0,154,7,1.0,1284.0,1000.0,0.0,6.0,24903.0
2150.0,,129.0,13,13,3.0,1318.0,1000.0,0.0,7.0,7224.0
2151.0,20210929,364.0,69,16,3.0,1000.0,1000.0,2.0,5.0,19998.0
2152.0,20210217,173.0,54,6,8.0,1341.0,1000.0,1.0,3.0,32645.0
2153.0,20210202,172.0,26,16,8.0,1000.0,1000.0,4.0,5.0,51215.0
2154.0,20200425,244.0,100,10,3.0,1072.0,1000.0,5.0,5.0,54334.0
2155.0,20210522,484.0,119,11,3.0,1000.0,1000.0,2.0,1.0,58885.0
2156.0,20210923,189.0,65,18,8.0,1000.0,1000.0,0.0,4.0,15528.0
2157.0,20210101,123.0,249,8,6.0,1203.0,1000.0,1.0,7.0,33493.0
2158.0,20210625,165.0,107,2,5.0,1350.0,1000.0,3.0,8.0,41747.0
2159.0,20201019,7.0,261,13,7.0,1000.0,1000.0,5.0,3.0,58279.0
2160.0,20210204,449.0,294,11,2.0,1000.0,1000.0,0.0,,39768.0
2161.0,20220310,13.0,57,15,1.0,1071.0,1000.0,5.0,8.0,40887.0
2162.0,20200614,389.0,104,8,2.0,1000.0,1000.0,1.0,2.0,29888.0
2163.0,20220111,144.0,288,7,7.0,1000.0,1000.0,4.0,6.0,47960.0
2164.0,20200623,342.0,9,9,2.0,1000.0,1000.0,5.0,8.0,8806.0
2165.0,20210203,173.0,149,9,5.0,1488.0,1000.0,5.0,7.0,6453.0
2166.0,20200408,435.0,148,2,3.0,1000.0,1000.0,0.0,5.0,16488.0
2167.0,20220121,178.0,170,6,7.0,1159.0,1000.0,3.0,3.0,45635.0
2168.0,20210521,111.0,211,5,1.0,1000.0,1000.0,3.0,8.0,6520.0
2169.0,20220114,21.0,157,5,4.0,1000.0,1000.0,5.0,3.0,27105.0
2170.0,20201207,30.0,218,5,4.0,1184.0,1000.0,1.0,6.0,53473.0
2171.0,20220111,152.0,44,19,6.0,1000.0,1000.0,0.0,4.0,58736.0
2172.0,20220113,131.0,22,13,7.0,1000.0,1000.0,0.0,7.0,39247.0
2173.0,20210209,181.0,240,19,6.0,1000.0,1000.0,2.0,5.0,14018.0
2174.0,20200502,440.0,96,6,3.0,1000.0,1000.0,3.0,4.0,12877.0
2175.0,20201122,91.0,130,7,1.0,1307.0,1000.0,0.0,8.0,47610.0
2176.0,20220203,222.0,112,17,1.0,1000.0,1000.0,2.0,4.0,51691.0
2177.0,20210724,252.0,262,5,6.0,1000.0,1000.0,2.0,2.0,51962.0
2178.0,20200509,178.0,181,18,6.0,1000.0,1000.0,3.0,8.0,5513.0
2179.0,20210330,422.0,41,12,3.0,1138.0,1000.0,1.0,1.0,27498.0
2180.0,20200704,137.0,127,20,6.0,1000.0,1000.0,4.0,3.0,27288.0
2181.0,20211030,487.0,232,8,6.0,1000.0,1000.0,0.0,1.0,47338.0
2182.0,20200901,335.0,144,15,7.0,1000.0,1000.0,0.0,4.0,12159.0
2183.0,20200507,281.0,55,1,4.0,1000.0,1000.0,2.0,8.0,12180.0
2184.0,20220108,333.0,285,7,7.0,1000.0,1000.0,5.0,5.0,52802.0
2185.0,20210102,453.0,178,5,5.0,1197.0,1000.0,2.0,3.0,34407.0
2186.0,20201017,303.0,99,13,5.0,1000.0,1000.0,2.0,8.0,11739.0
2187.0,20200720,10.0,266,9,5.0,1000.0,1000.0,3.0,3.0,26789.0
2188.0,20200226,435.0,114,9,6.0,1000.0,1000.0,1.0,8.0,52728.0
2189.0,20200804,172.0,72,2,3.0,1000.0,1000.0,5.0,5.0,29440.0
2190.0,20200304,471.0,108,14,6.0,1000.0,1000.0,1.0,,9646.0
2191.0,20210808,311.0,296,10,8.0,1000.0,1000.0,5.0,4.0,10815.0
2192.0,20200521,258.0,279,8,7.0,1000.0,1000.0,3.0,8.0,34904.0
2193.0,20211213,3.0,183,9,5.0,1275.0,1000.0,0.0,1.0,35017.0
2194.0,20200513,183.0,116,12,6.0,1000.0,1000.0,4.0,4.0,8454.0
2195.0,20210316,305.0,154,15,8.0,1000.0,1000.0,2.0,8.0,57349.0
2196.0,20210705,297.0,197,20,4.0,1302.0,1000.0,1.0,7.0,50115.0
2197.0,20210503,338.0,264,17,7.0,1000.0,1000.0,2.0,3.0,30813.0
2198.0,20210630,386.0,256,11,2.0,1056.0,1000.0,5.0,3.0,30590.0
2199.0,20200624,41.0,160,12,3.0,1009.0,1000.0,2.0,8.0,49793.0
2200.0,,142.0,115,1,2.0,1239.0,1000.0,0.0,6.0,8446.0
2201.0,20210819,263.0,37,9,1.0,1000.0,1000.0,3.0,6.0,42256.0
2202.0,20210729,435.0,257,18,5.0,1129.0,1000.0,3.0,6.0,44469.0
2203.0,20200314,459.0,105,8,8.0,1000.0,1000.0,1.0,2.0,33341.0
2204.0,20210623,83.0,260,2,5.0,1000.0,1000.0,2.0,7.0,57830.0
2205.0,20210820,217.0,258,8,6.0,1000.0,1000.0,3.0,7.0,52941.0
2206.0,20200524,12.0,127,10,7.0,1395.0,1000.0,2.0,1.0,34891.0
2207.0,20220106,146.0,207,14,2.0,1000.0,1000.0,0.0,3.0,57184.0
2208.0,20200902,338.0,72,4,3.0,1000.0,1000.0,2.0,4.0,26964.0
2209.0,20220226,396.0,230,20,4.0,1112.0,1000.0,5.0,5.0,26043.0
2210.0,20220130,453.0,243,2,5.0,1000.0,1000.0,5.0,4.0,40784.0
2211.0,20210827,431.0,76,18,7.0,1000.0,1000.0,0.0,5.0,52147.0
2212.0,20210624,483.0,32,12,5.0,1478.0,1000.0,3.0,3.0,15756.0
2213.0,20220301,477.0,121,17,2.0,1370.0,1000.0,3.0,3.0,47854.0
2214.0,20220227,459.0,255,3,5.0,1000.0,1000.0,4.0,5.0,14087.0
2215.0,20210621,137.0,154,16,2.0,1126.0,1000.0,2.0,2.0,5694.0
2216.0,20210913,150.0,123,1,8.0,1000.0,1000.0,1.0,5.0,23455.0
2217.0,20210524,459.0,34,3,8.0,1000.0,1000.0,5.0,2.0,8804.0
2218.0,20200404,486.0,48,12,5.0,1000.0,1000.0,5.0,3.0,57043.0
2219.0,20200314,426.0,259,12,1.0,1000.0,1000.0,4.0,5.0,36415.0
2220.0,20210825,108.0,12,13,8.0,1212.0,1000.0,3.0,,49782.0
2221.0,20200907,473.0,38,1,1.0,1083.0,1000.0,5.0,2.0,53603.0
2222.0,20200325,416.0,190,17,8.0,1140.0,1000.0,4.0,2.0,51869.0
2223.0,20201210,386.0,258,10,3.0,1000.0,1000.0,5.0,2.0,37825.0
2224.0,20200928,61.0,185,5,6.0,1000.0,1000.0,0.0,2.0,16545.0
2225.0,20220227,417.0,105,2,7.0,1000.0,1000.0,0.0,4.0,17069.0
2226.0,20201229,490.0,144,20,7.0,1000.0,1000.0,4.0,8.0,58848.0
2227.0,20211107,228.0,39,18,7.0,1000.0,1000.0,0.0,4.0,45413.0
2228.0,20200824,403.0,238,18,6.0,1000.0,1000.0,3.0,6.0,40370.0
2229.0,20210116,43.0,273,5,4.0,1000.0,1000.0,5.0,1.0,51371.0
2230.0,20201214,428.0,82,19,7.0,1000.0,1000.0,0.0,4.0,45479.0
2231.0,20210119,344.0,78,15,1.0,1000.0,1000.0,0.0,3.0,50261.0
2232.0,20201125,200.0,265,7,8.0,1000.0,1000.0,1.0,2.0,9602.0
2233.0,20210617,60.0,154,18,1.0,1000.0,1000.0,2.0,8.0,27062.0
2234.0,20210711,457.0,182,17,1.0,1000.0,1000.0,1.0,5.0,29959.0
2235.0,20201127,115.0,179,17,6.0,1000.0,1000.0,4.0,1.0,25459.0
2236.0,20200622,313.0,134,6,4.0,1076.0,1000.0,5.0,1.0,38274.0
2237.0,20211124,51.0,259,11,6.0,1000.0,1000.0,5.0,2.0,40005.0
2238.0,20200626,445.0,34,5,4.0,1000.0,1000.0,0.0,6.0,26107.0
2239.0,20201123,178.0,201,4,4.0,1390.0,1000.0,4.0,6.0,51054.0
2240.0,20210929,54.0,133,15,2.0,1000.0,1000.0,0.0,4.0,36132.0
2241.0,20201121,426.0,119,16,7.0,1000.0,1000.0,2.0,5.0,16253.0
2242.0,20200909,395.0,277,6,7.0,1000.0,1000.0,1.0,6.0,14419.0
2243.0,20210716,51.0,205,17,1.0,1000.0,1000.0,2.0,4.0,45690.0
2244.0,20200716,364.0,173,5,7.0,1000.0,1000.0,5.0,2.0,32025.0
2245.0,20200808,199.0,225,15,4.0,1000.0,1000.0,0.0,8.0,52929.0
2246.0,20211004,403.0,199,15,8.0,1000.0,1000.0,5.0,3.0,18618.0
2247.0,20210530,363.0,111,12,2.0,1124.0,1000.0,3.0,4.0,26519.0
2248.0,20210126,379.0,60,10,1.0,1405.0,1000.0,4.0,7.0,55833.0
2249.0,20210327,479.0,51,18,7.0,1000.0,1000.0,5.0,4.0,29389.0
2250.0,,66.0,244,15,4.0,1000.0,1000.0,0.0,,25799.0
2251.0,20200204,470.0,77,16,3.0,1415.0,1000.0,3.0,1.0,13592.0
2252.0,20200627,456.0,288,10,1.0,1000.0,1000.0,1.0,8.0,58369.0
2253.0,20210810,27.0,153,7,4.0,1185.0,1000.0,1.0,8.0,24430.0
2254.0,20201218,86.0,228,15,4.0,1263.0,1000.0,4.0,5.0,35888.0
2255.0,20220118,57.0,257,16,2.0,1000.0,1000.0,3.0,3.0,15495.0
2256.0,20220105,8.0,13,7,4.0,1000.0,1000.0,2.0,7.0,17185.0
2257.0,20220227,325.0,56,1,3.0,1000.0,1000.0,1.0,8.0,55882.0
2258.0,20220202,200.0,164,10,7.0,1356.0,1000.0,4.0,2.0,23792.0
2259.0,20210321,355.0,101,17,1.0,1000.0,1000.0,2.0,1.0,21898.0
2260.0,20210620,156.0,297,14,1.0,1000.0,1000.0,5.0,1.0,27042.0
2261.0,20210105,98.0,278,7,8.0,1000.0,1000.0,5.0,5.0,48758.0
2262.0,20211129,489.0,100,10,3.0,1000.0,1000.0,5.0,4.0,19627.0
2263.0,20210720,133.0,288,6,8.0,1000.0,1000.0,4.0,5.0,12143.0
2264.0,20210512,171.0,215,9,2.0,1000.0,1000.0,0.0,4.0,26463.0
2265.0,20200311,326.0,105,4,1.0,1000.0,1000.0,3.0,4.0,52081.0
2266.0,20201223,364.0,3,5,2.0,1000.0,1000.0,4.0,1.0,19193.0
2267.0,20200216,332.0,264,7,7.0,1116.0,1000.0,1.0,3.0,40190.0
2268.0,20210808,375.0,172,4,6.0,1000.0,1000.0,3.0,2.0,13735.0
2269.0,20211012,272.0,29,4,7.0,1000.0,1000.0,2.0,6.0,45198.0
2270.0,20201031,228.0,54,20,4.0,1000.0,1000.0,0.0,6.0,7823.0
2271.0,20201226,413.0,257,20,6.0,1000.0,1000.0,4.0,3.0,56667.0
2272.0,20210906,199.0,297,2,1.0,1401.0,1000.0,2.0,4.0,6310.0
2273.0,20200829,84.0,297,2,4.0,1000.0,1000.0,3.0,3.0,29494.0
2274.0,20220119,113.0,128,1,3.0,1000.0,1000.0,4.0,5.0,25318.0
2275.0,20200215,332.0,264,3,6.0,1000.0,1000.0,0.0,1.0,45621.0
2276.0,20220122,325.0,172,15,2.0,1000.0,1000.0,5.0,3.0,9936.0
2277.0,20210409,228.0,285,7,6.0,1410.0,1000.0,1.0,7.0,40136.0
2278.0,20210513,447.0,218,13,7.0,1000.0,1000.0,2.0,1.0,50075.0
2279.0,20200408,269.0,242,2,1.0,1000.0,1000.0,3.0,3.0,26879.0
2280.0,20200930,396.0,15,20,3.0,1000.0,1000.0,0.0,,15858.0
2281.0,20200923,333.0,45,3,4.0,1000.0,1000.0,2.0,6.0,52278.0
2282.0,20211213,360.0,209,14,6.0,1172.0,1000.0,1.0,2.0,44292.0
2283.0,20210421,227.0,139,2,8.0,1000.0,1000.0,2.0,5.0,31468.0
2284.0,20220205,153.0,127,15,1.0,1000.0,1000.0,3.0,7.0,56985.0
2285.0,20210528,370.0,115,9,8.0,1086.0,1000.0,1.0,5.0,59691.0
2286.0,20210504,366.0,299,17,8.0,1347.0,1000.0,4.0,1.0,41636.0
2287.0,20200625,218.0,242,17,4.0,1000.0,1000.0,4.0,2.0,16951.0
2288.0,20200523,14.0,173,16,5.0,1000.0,1000.0,1.0,4.0,17655.0
2289.0,20200302,195.0,65,18,8.0,1000.0,1000.0,2.0,1.0,25408.0
2290.0,20200911,185.0,280,5,7.0,1229.0,1000.0,2.0,1.0,42923.0
2291.0,20211117,162.0,292,11,3.0,1000.0,1000.0,1.0,1.0,15532.0
2292.0,20210721,419.0,276,12,3.0,1000.0,1000.0,2.0,4.0,19585.0
2293.0,20211115,486.0,194,10,7.0,1000.0,1000.0,2.0,2.0,12138.0
2294.0,20210314,393.0,169,1,6.0,1251.0,1000.0,5.0,7.0,11286.0
2295.0,20200919,444.0,146,5,8.0,1000.0,1000.0,3.0,8.0,24146.0
2296.0,20201217,448.0,191,7,7.0,1238.0,1000.0,4.0,6.0,27758.0
2297.0,20210819,486.0,233,15,4.0,1000.0,1000.0,2.0,8.0,31391.0
2298.0,20220128,111.0,47,7,7.0,1393.0,1000.0,4.0,8.0,28356.0
2299.0,20200310,497.0,117,12,5.0,1289.0,1000.0,3.0,1.0,43556.0
2300.0,,52.0,197,16,3.0,1000.0,1000.0,0.0,7.0,57210.0
2301.0,20200816,265.0,90,5,5.0,1000.0,1000.0,4.0,5.0,52471.0
2302.0,20200414,366.0,240,19,1.0,1000.0,1000.0,4.0,7.0,27757.0
2303.0,20200823,468.0,85,11,6.0,1000.0,1000.0,0.0,7.0,57060.0
2304.0,20201209,178.0,245,9,8.0,1414.0,1000.0,0.0,1.0,23388.0
2305.0,20210721,428.0,220,16,7.0,1067.0,1000.0,5.0,6.0,38255.0
2306.0,20211010,116.0,204,14,6.0,1347.0,1000.0,4.0,1.0,14134.0
2307.0,20220126,52.0,122,8,1.0,1000.0,1000.0,0.0,1.0,53539.0
2308.0,20200830,240.0,291,15,5.0,1000.0,1000.0,2.0,6.0,5648.0
2309.0,20200424,59.0,248,13,7.0,1000.0,1000.0,1.0,4.0,49533.0
2310.0,20210114,32.0,10,16,5.0,1383.0,1000.0,4.0,,19894.0
2311.0,20210309,57.0,41,6,8.0,1000.0,1000.0,3.0,3.0,15460.0
2312.0,20220107,93.0,136,13,3.0,1000.0,1000.0,2.0,4.0,54066.0
2313.0,20210121,481.0,288,10,3.0,1000.0,1000.0,5.0,3.0,8634.0
2314.0,20200526,270.0,20,4,7.0,1025.0,1000.0,4.0,1.0,53942.0
2315.0,20210904,115.0,221,16,6.0,1000.0,1000.0,4.0,2.0,47560.0
