id_tiempo,fecha_completa,año,mes,nombre_mes,trimestre,semana,dia,dia_semana,es_fin_semana
20221125,2022-11-25,2022,11,November,4,47,25,Friday,0
20221126,2022-11-26,2022,11,November,4,47,26,Saturday,1
20221202,2022-12-02,2022,12,December,4,48,2,Friday,0
20221212,2022-12-12,2022,12,December,4,50,12,Monday,0
20221220,2022-12-20,2022,12,December,4,51,20,Tuesday,0
20221228,2022-12-28,2022,12,December,4,52,28,Wednesday,0
20221230,2022-12-30,2022,12,December,4,52,30,Friday,0
20230103,2023-01-03,2023,1,January,1,1,3,Tuesday,0
20230108,2023-01-08,2023,1,January,1,1,8,Sunday,1
20230112,2023-01-12,2023,1,January,1,2,12,Thursday,0
20230115,2023-01-15,2023,1,January,1,2,15,Sunday,1
20230123,2023-01-23,2023,1,January,1,4,23,Monday,0
20230204,2023-02-04,2023,2,February,1,5,4,Saturday,1
20230207,2023-02-07,2023,2,February,1,6,7,Tuesday,0
20230218,2023-02-18,2023,2,February,1,7,18,Saturday,1
20230220,2023-02-20,2023,2,February,1,8,20,Monday,0
20230306,2023-03-06,2023,3,March,1,10,6,Monday,0
20230317,2023-03-17,2023,3,March,1,11,17,Friday,0
20230322,2023-03-22,2023,3,March,1,12,22,Wednesday,0
20230326,2023-03-26,2023,3,March,1,12,26,Sunday,1
20230401,2023-04-01,2023,4,April,2,13,1,Saturday,1
20230407,2023-04-07,2023,4,April,2,14,7,Friday,0
20230414,2023-04-14,2023,4,April,2,15,14,Friday,0
20230417,2023-04-17,2023,4,April,2,16,17,Monday,0
20230424,2023-04-24,2023,4,April,2,17,24,Monday,0
20230428,2023-04-28,2023,4,April,2,17,28,Friday,0
20230504,2023-05-04,2023,5,May,2,18,4,Thursday,0
20230515,2023-05-15,2023,5,May,2,20,15,Monday,0
20230531,2023-05-31,2023,5,May,2,22,31,Wednesday,0
20230605,2023-06-05,2023,6,June,2,23,5,Monday,0
20230620,2023-06-20,2023,6,June,2,25,20,Tuesday,0
20230709,2023-07-09,2023,7,July,3,27,9,Sunday,1
20230720,2023-07-20,2023,7,July,3,29,20,Thursday,0
20230724,2023-07-24,2023,7,July,3,30,24,Monday,0
20230727,2023-07-27,2023,7,July,3,30,27,Thursday,0
20230805,2023-08-05,2023,8,August,3,31,5,Saturday,1
20230806,2023-08-06,2023,8,August,3,31,6,Sunday,1
20230812,2023-08-12,2023,8,August,3,32,12,Saturday,1
20230822,2023-08-22,2023,8,August,3,34,22,Tuesday,0
20230831,2023-08-31,2023,8,August,3,35,31,Thursday,0
20230905,2023-09-05,2023,9,September,3,36,5,Tuesday,0
20230907,2023-09-07,2023,9,September,3,36,7,Thursday,0
20230911,2023-09-11,2023,9,September,3,37,11,Monday,0
20230917,2023-09-17,2023,9,September,3,37,17,Sunday,1
20230922,2023-09-22,2023,9,September,3,38,22,Friday,0
20230924,2023-09-24,2023,9,September,3,38,24,Sunday,1
20231021,2023-10-21,2023,10,October,4,42,21,Saturday,1
20231022,2023-10-22,2023,10,October,4,42,22,Sunday,1
20231109,2023-11-09,2023,11,November,4,45,9,Thursday,0
20231120,2023-11-20,2023,11,November,4,47,20,Monday,0
20231127,2023-11-27,2023,11,November,4,48,27,Monday,0
20231128,2023-11-28,2023,11,November,4,48,28,Tuesday,0
20231230,2023-12-30,2023,12,December,4,52,30,Saturday,1
20240102,2024-01-02,2024,1,January,1,1,2,Tuesday,0
20240107,2024-01-07,2024,1,January,1,1,7,Sunday,1
20240108,2024-01-08,2024,1,January,1,2,8,Monday,0
20240113,2024-01-13,2024,1,January,1,2,13,Saturday,1
20240118,2024-01-18,2024,1,January,1,3,18,Thursday,0
20240119,2024-01-19,2024,1,January,1,3,19,Friday,0
20240120,2024-01-20,2024,1,January,1,3,20,Saturday,1
20240128,2024-01-28,2024,1,January,1,4,28,Sunday,1
20240208,2024-02-08,2024,2,February,1,6,8,Thursday,0
20240216,2024-02-16,2024,2,February,1,7,16,Friday,0
20240223,2024-02-23,2024,2,February,1,8,23,Friday,0
20240301,2024-03-01,2024,3,March,1,9,1,Friday,0
20240302,2024-03-02,2024,3,March,1,9,2,Saturday,1
20240311,2024-03-11,2024,3,March,1,11,11,Monday,0
20240312,2024-03-12,2024,3,March,1,11,12,Tuesday,0
20240313,2024-03-13,2024,3,March,1,11,13,Wednesday,0
20240321,2024-03-21,2024,3,March,1,12,21,Thursday,0
20240326,2024-03-26,2024,3,March,1,13,26,Tuesday,0
20240407,2024-04-07,2024,4,April,2,14,7,Sunday,1
20240408,2024-04-08,2024,4,April,2,15,8,Monday,0
20240412,2024-04-12,2024,4,April,2,15,12,Friday,0
20240423,2024-04-23,2024,4,April,2,17,23,Tuesday,0
20240425,2024-04-25,2024,4,April,2,17,25,Thursday,0
20240426,2024-04-26,2024,4,April,2,17,26,Friday,0
20240427,2024-04-27,2024,4,April,2,17,27,Saturday,1
20240516,2024-05-16,2024,5,May,2,20,16,Thursday,0
20240604,2024-06-04,2024,6,June,2,23,4,Tuesday,0
20240605,2024-06-05,2024,6,June,2,23,5,Wednesday,0
20240614,2024-06-14,2024,6,June,2,24,14,Friday,0
20240616,2024-06-16,2024,6,June,2,24,16,Sunday,1
20240630,2024-06-30,2024,6,June,2,26,30,Sunday,1
20240703,2024-07-03,2024,7,July,3,27,3,Wednesday,0
20240705,2024-07-05,2024,7,July,3,27,5,Friday,0
20240708,2024-07-08,2024,7,July,3,28,8,Monday,0
20240711,2024-07-11,2024,7,July,3,28,11,Thursday,0
20240715,2024-07-15,2024,7,July,3,29,15,Monday,0
20240721,2024-07-21,2024,7,July,3,29,21,Sunday,1
20240722,2024-07-22,2024,7,July,3,30,22,Monday,0
20240724,2024-07-24,2024,7,July,3,30,24,Wednesday,0
20240730,2024-07-30,2024,7,July,3,31,30,Tuesday,0
20240805,2024-08-05,2024,8,August,3,32,5,Monday,0
20240822,2024-08-22,2024,8,August,3,34,22,Thursday,0
20240901,2024-09-01,2024,9,September,3,35,1,Sunday,1
20240907,2024-09-07,2024,9,September,3,36,7,Saturday,1
20240913,2024-09-13,2024,9,September,3,37,13,Friday,0
20240916,2024-09-16,2024,9,September,3,38,16,Monday,0
20240924,2024-09-24,2024,9,September,3,39,24,Tuesday,0
20241001,2024-10-01,2024,10,October,4,40,1,Tuesday,0
20241002,2024-10-02,2024,10,October,4,40,2,Wednesday,0
20241010,2024-10-10,2024,10,October,4,41,10,Thursday,0
20241013,2024-10-13,2024,10,October,4,41,13,Sunday,1
20241019,2024-10-19,2024,10,October,4,42,19,Saturday,1
20241103,2024-11-03,2024,11,November,4,44,3,Sunday,1
20241107,2024-11-07,2024,11,November,4,45,7,Thursday,0
20241109,2024-11-09,2024,11,November,4,45,9,Saturday,1
20241110,2024-11-10,2024,11,November,4,45,10,Sunday,1
20241123,2024-11-23,2024,11,November,4,47,23,Saturday,1
20241209,2024-12-09,2024,12,December,4,50,9,Monday,0
20241211,2024-12-11,2024,12,December,4,50,11,Wednesday,0
20241217,2024-12-17,2024,12,December,4,51,17,Tuesday,0
20241227,2024-12-27,2024,12,December,4,52,27,Friday,0
20241229,2024-12-29,2024,12,December,4,52,29,Sunday,1
