id_venta,id_tiempo,id_cliente,id_vehiculo,id_vendedor,id_sucursal,id_tipo_pago,cantidad,precio_venta,costo_vehiculo,descuento,financiado,margen_ganancia
53.0,,123,296,30.0,9,6.0,1.0,45618.0,200000.0,11.0,1,-154382.0
54.0,,330,289,70.0,30,17.0,1.0,25835.0,200000.0,23.0,0,-174165.0
55.0,20200704,718,395,60.0,12,7.0,1.0,95244.0,200000.0,22.0,1,-104756.0
56.0,,267,133,56.0,15,15.0,1.0,30596.0,200000.0,29.0,1,-169404.0
57.0,20211227,63,399,8.0,22,19.0,1.0,57487.0,200000.0,18.0,0,-142513.0
58.0,,556,434,41.0,5,13.0,1.0,67284.0,200000.0,7.0,1,-132716.0
59.0,,790,56,29.0,13,11.0,1.0,96568.0,200000.0,8.0,0,-103432.0
60.0,,670,339,34.0,10,15.0,1.0,40139.0,200000.0,14.0,0,-159861.0
61.0,,775,414,71.0,3,4.0,1.0,33783.0,200000.0,19.0,1,-166217.0
62.0,,293,440,48.0,7,1.0,1.0,82896.0,200000.0,24.0,0,-117104.0
63.0,20231230,378,110,29.0,21,15.0,1.0,42342.0,200000.0,28.0,0,-157658.0
64.0,,524,164,29.0,23,6.0,1.0,101418.0,200000.0,26.0,1,-98582.0
65.0,20240407,228,78,1.0,21,5.0,1.0,68598.0,200000.0,15.0,0,-131402.0
66.0,20201212,15,306,28.0,1,18.0,1.0,77873.0,200000.0,1.0,1,-122127.0
67.0,20200814,486,426,1.0,30,3.0,1.0,115204.0,200000.0,30.0,1,-84796.0
68.0,,298,205,54.0,24,16.0,1.0,116248.0,200000.0,11.0,1,-83752.0
69.0,,686,497,64.0,26,1.0,1.0,83220.0,200000.0,13.0,1,-116780.0
70.0,20200405,350,192,25.0,4,19.0,1.0,49581.0,200000.0,24.0,0,-150419.0
71.0,,521,360,42.0,5,10.0,1.0,113129.0,200000.0,22.0,1,-86871.0
72.0,20210117,294,404,38.0,18,18.0,1.0,102120.0,200000.0,12.0,1,-97880.0
73.0,20220301,612,151,42.0,20,17.0,1.0,109182.0,200000.0,29.0,0,-90818.0
74.0,,792,295,9.0,4,10.0,1.0,113250.0,200000.0,21.0,0,-86750.0
75.0,20210528,765,464,10.0,28,8.0,1.0,32128.0,200000.0,30.0,1,-167872.0
76.0,,580,42,52.0,21,8.0,1.0,91476.0,200000.0,24.0,1,-108524.0
77.0,,776,470,47.0,19,16.0,1.0,96349.0,200000.0,11.0,0,-103651.0
78.0,20230515,217,21,62.0,7,9.0,1.0,36239.0,200000.0,5.0,1,-163761.0
79.0,20230329,536,481,33.0,10,14.0,1.0,35986.0,200000.0,20.0,0,-164014.0
80.0,20200612,697,411,9.0,30,10.0,1.0,86822.0,200000.0,12.0,1,-113178.0
81.0,,200,287,65.0,1,19.0,1.0,100354.0,200000.0,30.0,1,-99646.0
82.0,20200902,698,458,46.0,8,2.0,1.0,52102.0,200000.0,15.0,1,-147898.0
83.0,20200925,56,122,36.0,23,18.0,1.0,79931.0,200000.0,3.0,0,-120069.0
84.0,,512,172,74.0,28,13.0,1.0,71018.0,200000.0,23.0,0,-128982.0
85.0,,647,121,14.0,1,5.0,1.0,32055.0,200000.0,7.0,0,-167945.0
86.0,,562,389,1.0,26,13.0,1.0,81418.0,200000.0,5.0,1,-118582.0
87.0,,140,78,51.0,3,13.0,1.0,68286.0,200000.0,26.0,0,-131714.0
88.0,20211124,485,86,64.0,12,4.0,1.0,45315.0,200000.0,11.0,1,-154685.0
89.0,20210504,751,284,3.0,25,17.0,1.0,25094.0,200000.0,17.0,0,-174906.0
90.0,,45,328,28.0,24,6.0,1.0,30328.0,200000.0,16.0,0,-169672.0
91.0,20200214,107,131,29.0,29,19.0,1.0,42705.0,200000.0,29.0,1,-157295.0
92.0,20231130,239,400,70.0,10,19.0,1.0,32094.0,200000.0,12.0,0,-167906.0
93.0,,562,166,45.0,20,4.0,1.0,70157.0,200000.0,11.0,0,-129843.0
94.0,,313,239,63.0,13,17.0,1.0,55299.0,200000.0,22.0,0,-144701.0
95.0,20210112,64,335,9.0,21,14.0,1.0,44025.0,200000.0,24.0,1,-155975.0
96.0,20230501,621,344,41.0,25,15.0,1.0,78066.0,200000.0,25.0,0,-121934.0
97.0,,195,92,58.0,24,2.0,1.0,119158.0,200000.0,5.0,1,-80842.0
98.0,,430,227,19.0,5,6.0,1.0,49227.0,200000.0,1.0,1,-150773.0
99.0,,768,56,79.0,19,1.0,1.0,93864.0,200000.0,7.0,0,-106136.0
100.0,,12,322,27.0,11,6.0,1.0,113892.0,200000.0,10.0,1,-86108.0
101.0,,89,168,40.0,28,1.0,1.0,118543.0,200000.0,3.0,1,-81457.0
102.0,20200718,280,463,60.0,11,8.0,1.0,65952.0,200000.0,24.0,0,-134048.0
103.0,,465,123,70.0,26,11.0,1.0,81511.0,200000.0,3.0,0,-118489.0
104.0,,336,407,1.0,2,13.0,1.0,63559.0,200000.0,22.0,0,-136441.0
105.0,,428,420,74.0,17,5.0,1.0,118340.0,200000.0,15.0,0,-81660.0
106.0,,484,323,33.0,5,5.0,1.0,35814.0,200000.0,19.0,0,-164186.0
107.0,20230604,352,350,69.0,11,19.0,1.0,113931.0,200000.0,8.0,1,-86069.0
108.0,,321,310,55.0,30,9.0,1.0,111570.0,200000.0,10.0,1,-88430.0
109.0,20200704,224,363,52.0,18,7.0,1.0,99349.0,200000.0,14.0,1,-100651.0
110.0,,499,109,6.0,16,20.0,1.0,43558.0,200000.0,26.0,0,-156442.0
111.0,,333,406,61.0,23,20.0,1.0,36683.0,200000.0,30.0,1,-163317.0
112.0,20211029,197,129,31.0,16,11.0,1.0,28809.0,200000.0,10.0,0,-171191.0
113.0,,447,152,76.0,28,19.0,1.0,78961.0,200000.0,7.0,1,-121039.0
114.0,20220522,752,236,43.0,15,3.0,1.0,107157.0,200000.0,17.0,0,-92843.0
115.0,,375,217,80.0,18,3.0,1.0,118038.0,200000.0,12.0,1,-81962.0
116.0,20230620,301,341,46.0,12,6.0,1.0,88470.0,200000.0,5.0,1,-111530.0
117.0,20220702,682,387,4.0,22,8.0,1.0,43274.0,200000.0,20.0,1,-156726.0
118.0,,200,213,53.0,25,10.0,1.0,102421.0,200000.0,4.0,1,-97579.0
119.0,,128,237,24.0,17,12.0,1.0,63228.0,200000.0,21.0,1,-136772.0
120.0,,105,497,55.0,5,19.0,1.0,65295.0,200000.0,3.0,1,-134705.0
121.0,,602,367,24.0,19,17.0,1.0,116505.0,200000.0,10.0,0,-83495.0
122.0,20220330,704,457,75.0,27,9.0,1.0,55522.0,200000.0,12.0,1,-144478.0
123.0,,511,488,39.0,2,18.0,1.0,85248.0,200000.0,3.0,0,-114752.0
124.0,,632,160,73.0,11,11.0,1.0,95571.0,200000.0,10.0,1,-104429.0
125.0,20210104,171,272,80.0,7,7.0,1.0,66071.0,200000.0,27.0,0,-133929.0
126.0,,535,15,71.0,5,10.0,1.0,60744.0,200000.0,28.0,0,-139256.0
127.0,20240105,242,90,36.0,18,2.0,1.0,66482.0,200000.0,30.0,1,-133518.0
128.0,20210111,548,171,4.0,24,11.0,1.0,103920.0,200000.0,12.0,1,-96080.0
129.0,,609,499,73.0,5,7.0,1.0,59099.0,200000.0,15.0,0,-140901.0
130.0,20221030,290,366,78.0,30,2.0,1.0,68628.0,200000.0,21.0,1,-131372.0
131.0,,146,77,63.0,2,6.0,1.0,89868.0,200000.0,2.0,1,-110132.0
132.0,,539,490,42.0,5,3.0,1.0,99600.0,200000.0,8.0,1,-100400.0
133.0,,754,48,60.0,21,14.0,1.0,107517.0,200000.0,9.0,1,-92483.0
134.0,,97,231,15.0,18,10.0,1.0,81858.0,200000.0,30.0,0,-118142.0
135.0,20220501,90,463,2.0,19,2.0,1.0,63644.0,200000.0,23.0,1,-136356.0
136.0,,238,301,80.0,21,16.0,1.0,113225.0,200000.0,19.0,1,-86775.0
137.0,,66,401,57.0,30,14.0,1.0,51920.0,200000.0,3.0,0,-148080.0
138.0,,370,202,19.0,1,13.0,1.0,70109.0,200000.0,20.0,0,-129891.0
139.0,,219,294,14.0,5,3.0,1.0,113137.0,200000.0,4.0,1,-86863.0
140.0,,271,190,48.0,5,10.0,1.0,93521.0,200000.0,13.0,1,-106479.0
141.0,,346,331,67.0,18,9.0,1.0,106094.0,200000.0,17.0,1,-93906.0
142.0,,448,73,35.0,25,9.0,1.0,91666.0,200000.0,20.0,1,-108334.0
143.0,,146,262,27.0,24,8.0,1.0,43304.0,200000.0,24.0,1,-156696.0
144.0,,624,416,79.0,30,7.0,1.0,114201.0,200000.0,15.0,0,-85799.0
145.0,,67,349,25.0,15,7.0,1.0,94784.0,200000.0,13.0,0,-105216.0
146.0,,257,227,30.0,13,15.0,1.0,74998.0,200000.0,10.0,1,-125002.0
147.0,,653,309,44.0,7,11.0,1.0,70064.0,200000.0,10.0,0,-129936.0
148.0,20210916,478,113,49.0,30,20.0,1.0,59313.0,200000.0,21.0,1,-140687.0
149.0,,326,405,64.0,23,15.0,1.0,67182.0,200000.0,6.0,0,-132818.0
150.0,20210527,261,184,43.0,12,18.0,1.0,34351.0,200000.0,6.0,1,-165649.0
151.0,,484,157,3.0,18,19.0,1.0,115507.0,200000.0,25.0,0,-84493.0
152.0,,655,466,40.0,29,9.0,1.0,75986.0,200000.0,16.0,0,-124014.0
153.0,,472,322,53.0,25,13.0,1.0,35031.0,200000.0,20.0,0,-164969.0
154.0,,473,366,32.0,1,3.0,1.0,103407.0,200000.0,0.0,0,-96593.0
155.0,20200206,576,307,41.0,30,17.0,1.0,113853.0,200000.0,16.0,0,-86147.0
156.0,,635,148,67.0,23,7.0,1.0,115092.0,200000.0,6.0,1,-84908.0
157.0,,319,420,59.0,9,1.0,1.0,48029.0,200000.0,15.0,0,-151971.0
158.0,20240427,394,377,78.0,22,17.0,1.0,84699.0,200000.0,12.0,0,-115301.0
159.0,,601,376,26.0,15,4.0,1.0,39449.0,200000.0,27.0,0,-160551.0
160.0,,689,176,52.0,26,15.0,1.0,68287.0,200000.0,24.0,0,-131713.0
161.0,,754,255,22.0,18,16.0,1.0,111853.0,200000.0,24.0,1,-88147.0
162.0,,660,296,76.0,30,16.0,1.0,114037.0,200000.0,26.0,0,-85963.0
163.0,20241108,281,281,13.0,10,15.0,1.0,62098.0,200000.0,20.0,1,-137902.0
164.0,,695,489,16.0,1,19.0,1.0,73145.0,200000.0,15.0,0,-126855.0
165.0,,416,66,1.0,12,11.0,1.0,64135.0,200000.0,14.0,0,-135865.0
166.0,,243,37,35.0,1,9.0,1.0,74668.0,200000.0,2.0,0,-125332.0
167.0,20240623,180,66,59.0,12,10.0,1.0,108780.0,200000.0,13.0,0,-91220.0
168.0,,748,360,66.0,6,18.0,1.0,54500.0,200000.0,10.0,0,-145500.0
169.0,,223,102,48.0,9,6.0,1.0,111066.0,200000.0,14.0,0,-88934.0
170.0,,33,122,20.0,25,7.0,1.0,35828.0,200000.0,7.0,1,-164172.0
171.0,,235,138,37.0,1,4.0,1.0,30359.0,200000.0,11.0,0,-169641.0
172.0,,244,79,62.0,23,19.0,1.0,107557.0,200000.0,30.0,1,-92443.0
173.0,,576,21,42.0,1,1.0,1.0,40228.0,200000.0,9.0,1,-159772.0
174.0,,740,442,19.0,22,20.0,1.0,76668.0,200000.0,16.0,1,-123332.0
175.0,20211224,136,137,30.0,5,16.0,1.0,79432.0,200000.0,21.0,0,-120568.0
176.0,20211223,370,442,42.0,24,5.0,1.0,81027.0,200000.0,13.0,0,-118973.0
177.0,20241117,394,74,14.0,23,19.0,1.0,28453.0,200000.0,2.0,1,-171547.0
178.0,20230524,482,257,51.0,13,13.0,1.0,52769.0,200000.0,10.0,1,-147231.0
179.0,,29,385,20.0,29,3.0,1.0,78383.0,200000.0,4.0,0,-121617.0
180.0,,459,497,23.0,12,16.0,1.0,100564.0,200000.0,4.0,0,-99436.0
181.0,,270,239,28.0,11,19.0,1.0,33450.0,200000.0,4.0,0,-166550.0
182.0,20230616,56,386,72.0,30,1.0,1.0,71490.0,200000.0,30.0,0,-128510.0
183.0,20220220,129,333,77.0,14,4.0,1.0,85138.0,200000.0,13.0,0,-114862.0
184.0,,649,136,43.0,27,19.0,1.0,74074.0,200000.0,20.0,1,-125926.0
185.0,,237,13,7.0,27,4.0,1.0,95178.0,200000.0,3.0,0,-104822.0
186.0,,401,61,67.0,20,3.0,1.0,50276.0,200000.0,0.0,0,-149724.0
187.0,,479,197,68.0,19,7.0,1.0,58169.0,200000.0,5.0,0,-141831.0
188.0,,477,141,60.0,10,4.0,1.0,27787.0,200000.0,20.0,0,-172213.0
189.0,20200902,714,479,22.0,23,15.0,1.0,68165.0,200000.0,28.0,1,-131835.0
190.0,20210723,792,264,26.0,13,5.0,1.0,72663.0,200000.0,27.0,0,-127337.0
191.0,,272,266,13.0,9,16.0,1.0,100396.0,200000.0,7.0,1,-99604.0
192.0,20200723,516,497,22.0,10,9.0,1.0,114135.0,200000.0,15.0,1,-85865.0
193.0,,116,495,6.0,14,10.0,1.0,102220.0,200000.0,18.0,0,-97780.0
194.0,,311,376,13.0,26,5.0,1.0,57601.0,200000.0,28.0,0,-142399.0
195.0,20200622,559,72,67.0,5,19.0,1.0,76466.0,200000.0,19.0,1,-123534.0
196.0,20200909,719,105,34.0,16,6.0,1.0,78026.0,200000.0,4.0,0,-121974.0
197.0,20210724,377,235,44.0,6,13.0,1.0,33226.0,200000.0,12.0,0,-166774.0
198.0,,133,197,14.0,21,8.0,1.0,104499.0,200000.0,15.0,1,-95501.0
199.0,,209,225,70.0,16,10.0,1.0,40456.0,200000.0,11.0,1,-159544.0
200.0,,597,37,56.0,16,13.0,1.0,29666.0,200000.0,25.0,0,-170334.0
201.0,20220907,719,411,38.0,11,16.0,1.0,30730.0,200000.0,8.0,0,-169270.0
202.0,,670,333,64.0,2,2.0,1.0,36074.0,200000.0,5.0,1,-163926.0
203.0,,269,474,47.0,13,9.0,1.0,99852.0,200000.0,9.0,0,-100148.0
204.0,,419,260,77.0,28,12.0,1.0,113917.0,200000.0,7.0,0,-86083.0
205.0,,344,17,61.0,28,8.0,1.0,40891.0,200000.0,7.0,0,-159109.0
206.0,20200529,371,324,5.0,30,13.0,1.0,118242.0,200000.0,28.0,1,-81758.0
207.0,20210723,76,302,6.0,13,10.0,1.0,67310.0,200000.0,11.0,0,-132690.0
208.0,20210719,683,471,42.0,26,2.0,1.0,71362.0,200000.0,24.0,0,-128638.0
209.0,,141,353,51.0,29,14.0,1.0,55394.0,200000.0,28.0,1,-144606.0
210.0,,714,373,79.0,18,12.0,1.0,46828.0,200000.0,2.0,0,-153172.0
211.0,20230523,736,324,3.0,3,10.0,1.0,36130.0,200000.0,25.0,0,-163870.0
212.0,,386,160,79.0,8,2.0,1.0,102779.0,200000.0,9.0,1,-97221.0
213.0,20241226,559,218,35.0,10,20.0,1.0,26213.0,200000.0,9.0,0,-173787.0
214.0,,169,326,72.0,12,4.0,1.0,65075.0,200000.0,8.0,0,-134925.0
215.0,20231104,215,198,72.0,27,15.0,1.0,108069.0,200000.0,5.0,0,-91931.0
216.0,20200424,201,442,17.0,1,7.0,1.0,73435.0,200000.0,3.0,1,-126565.0
217.0,20220731,529,239,2.0,11,5.0,1.0,49334.0,200000.0,9.0,0,-150666.0
218.0,,205,359,24.0,9,4.0,1.0,86300.0,200000.0,18.0,0,-113700.0
219.0,20200102,479,84,59.0,3,8.0,1.0,32051.0,200000.0,9.0,1,-167949.0
220.0,20200709,716,312,6.0,8,16.0,1.0,109617.0,200000.0,4.0,1,-90383.0
221.0,,13,92,56.0,7,9.0,1.0,58795.0,200000.0,1.0,0,-141205.0
222.0,,652,21,3.0,24,19.0,1.0,108458.0,200000.0,13.0,0,-91542.0
223.0,20201106,384,314,44.0,16,9.0,1.0,75992.0,200000.0,17.0,1,-124008.0
224.0,,312,109,47.0,29,16.0,1.0,79811.0,200000.0,12.0,1,-120189.0
225.0,20200512,672,321,26.0,12,15.0,1.0,85000.0,200000.0,14.0,0,-115000.0
226.0,20201017,251,204,47.0,25,15.0,1.0,59406.0,200000.0,3.0,0,-140594.0
227.0,20220205,609,117,76.0,29,16.0,1.0,106062.0,200000.0,27.0,1,-93938.0
228.0,20200706,666,276,78.0,23,17.0,1.0,54928.0,200000.0,2.0,1,-145072.0
229.0,,327,308,65.0,8,16.0,1.0,94755.0,200000.0,10.0,1,-105245.0
230.0,,199,243,58.0,10,12.0,1.0,44003.0,200000.0,12.0,1,-155997.0
231.0,,438,31,20.0,29,18.0,1.0,42600.0,200000.0,10.0,1,-157400.0
232.0,,370,263,12.0,21,20.0,1.0,68745.0,200000.0,2.0,0,-131255.0
233.0,,187,295,45.0,20,7.0,1.0,94916.0,200000.0,13.0,0,-105084.0
234.0,,204,484,50.0,14,1.0,1.0,33559.0,200000.0,27.0,0,-166441.0
235.0,,381,456,2.0,17,18.0,1.0,119702.0,200000.0,15.0,1,-80298.0
236.0,,629,267,26.0,24,16.0,1.0,100938.0,200000.0,10.0,0,-99062.0
237.0,,763,365,29.0,13,12.0,1.0,48935.0,200000.0,16.0,1,-151065.0
238.0,,770,376,76.0,13,5.0,1.0,56780.0,200000.0,12.0,0,-143220.0
239.0,20230927,791,116,33.0,21,8.0,1.0,32425.0,200000.0,3.0,0,-167575.0
240.0,,622,417,46.0,26,6.0,1.0,79020.0,200000.0,22.0,1,-120980.0
241.0,,512,387,26.0,6,5.0,1.0,95550.0,200000.0,10.0,1,-104450.0
242.0,20211020,252,96,46.0,29,17.0,1.0,72777.0,200000.0,17.0,0,-127223.0
243.0,20240623,477,142,39.0,7,11.0,1.0,76936.0,200000.0,17.0,0,-123064.0
244.0,,629,182,13.0,12,17.0,1.0,54706.0,200000.0,11.0,1,-145294.0
245.0,,652,56,15.0,30,2.0,1.0,84594.0,200000.0,15.0,1,-115406.0
246.0,20200417,540,395,50.0,18,17.0,1.0,31285.0,200000.0,23.0,1,-168715.0
247.0,,732,73,54.0,24,2.0,1.0,110634.0,200000.0,0.0,1,-89366.0
248.0,,69,118,25.0,15,12.0,1.0,43711.0,200000.0,30.0,1,-156289.0
249.0,20230813,189,74,3.0,2,16.0,1.0,107350.0,200000.0,14.0,0,-92650.0
250.0,,398,228,80.0,23,16.0,1.0,53437.0,200000.0,9.0,1,-146563.0
251.0,,53,163,43.0,3,19.0,1.0,33566.0,200000.0,2.0,0,-166434.0
252.0,20201003,156,88,11.0,16,11.0,1.0,27602.0,200000.0,4.0,0,-172398.0
253.0,,174,171,43.0,13,9.0,1.0,74809.0,200000.0,10.0,0,-125191.0
254.0,20221220,522,55,11.0,14,16.0,1.0,25503.0,200000.0,15.0,1,-174497.0
255.0,,717,456,2.0,25,19.0,1.0,106244.0,200000.0,19.0,0,-93756.0
256.0,,560,324,35.0,1,7.0,1.0,37431.0,200000.0,27.0,0,-162569.0
257.0,20230328,723,443,61.0,7,8.0,1.0,57258.0,200000.0,4.0,0,-142742.0
258.0,,769,75,37.0,24,1.0,1.0,32938.0,200000.0,6.0,1,-167062.0
259.0,20221014,777,369,6.0,10,3.0,1.0,109360.0,200000.0,3.0,0,-90640.0
260.0,,658,166,75.0,19,5.0,1.0,51230.0,200000.0,26.0,0,-148770.0
261.0,20240114,207,346,24.0,1,16.0,1.0,91990.0,200000.0,12.0,1,-108010.0
262.0,20220909,635,135,35.0,15,1.0,1.0,55776.0,200000.0,2.0,1,-144224.0
263.0,20240420,727,46,52.0,12,12.0,1.0,108796.0,200000.0,15.0,1,-91204.0
264.0,20210324,772,279,51.0,4,15.0,1.0,89117.0,200000.0,24.0,0,-110883.0
265.0,,248,306,41.0,22,20.0,1.0,30488.0,200000.0,24.0,0,-169512.0
266.0,,487,400,16.0,24,5.0,1.0,110682.0,200000.0,19.0,0,-89318.0
267.0,,310,269,52.0,3,15.0,1.0,33542.0,200000.0,18.0,0,-166458.0
268.0,,119,411,17.0,21,12.0,1.0,97487.0,200000.0,7.0,1,-102513.0
269.0,20200705,198,21,72.0,17,9.0,1.0,86592.0,200000.0,19.0,1,-113408.0
270.0,,357,89,69.0,16,1.0,1.0,76331.0,200000.0,26.0,1,-123669.0
271.0,,644,457,71.0,20,7.0,1.0,53893.0,200000.0,7.0,1,-146107.0
272.0,,128,227,3.0,26,13.0,1.0,82232.0,200000.0,4.0,0,-117768.0
273.0,20221211,615,87,71.0,3,6.0,1.0,54960.0,200000.0,4.0,1,-145040.0
274.0,,296,5,17.0,6,8.0,1.0,42688.0,200000.0,14.0,0,-157312.0
275.0,,564,154,32.0,26,15.0,1.0,102388.0,200000.0,14.0,0,-97612.0
276.0,,384,112,16.0,12,17.0,1.0,62345.0,200000.0,17.0,0,-137655.0
277.0,20230217,146,34,48.0,3,19.0,1.0,39973.0,200000.0,21.0,1,-160027.0
278.0,,742,476,40.0,1,6.0,1.0,87019.0,200000.0,7.0,0,-112981.0
279.0,,154,43,79.0,10,16.0,1.0,102774.0,200000.0,24.0,0,-97226.0
280.0,,368,145,51.0,21,11.0,1.0,87026.0,200000.0,26.0,1,-112974.0
281.0,,8,54,79.0,29,2.0,1.0,76208.0,200000.0,17.0,0,-123792.0
282.0,20201228,624,141,31.0,18,16.0,1.0,52972.0,200000.0,13.0,0,-147028.0
283.0,20211201,747,63,12.0,18,1.0,1.0,49811.0,200000.0,15.0,0,-150189.0
284.0,20230104,793,442,5.0,18,5.0,1.0,97559.0,200000.0,3.0,1,-102441.0
285.0,,77,64,70.0,30,3.0,1.0,95950.0,200000.0,1.0,1,-104050.0
286.0,,489,209,68.0,7,4.0,1.0,81324.0,200000.0,9.0,0,-118676.0
287.0,20211224,591,8,26.0,13,9.0,1.0,78887.0,200000.0,21.0,0,-121113.0
288.0,,537,113,13.0,24,8.0,1.0,60084.0,200000.0,18.0,0,-139916.0
289.0,,643,183,64.0,25,7.0,1.0,86785.0,200000.0,4.0,1,-113215.0
290.0,20200225,100,251,58.0,1,6.0,1.0,61394.0,200000.0,21.0,1,-138606.0
291.0,20201118,634,392,75.0,17,14.0,1.0,118545.0,200000.0,18.0,0,-81455.0
292.0,,201,124,43.0,18,17.0,1.0,93822.0,200000.0,25.0,0,-106178.0
293.0,20230514,472,458,21.0,21,5.0,1.0,91062.0,200000.0,15.0,0,-108938.0
294.0,,27,26,78.0,14,6.0,1.0,31951.0,200000.0,24.0,1,-168049.0
295.0,,268,268,14.0,24,6.0,1.0,119666.0,200000.0,9.0,1,-80334.0
296.0,,349,498,25.0,7,3.0,1.0,56302.0,200000.0,7.0,0,-143698.0
297.0,20230728,247,95,32.0,27,14.0,1.0,41765.0,200000.0,26.0,0,-158235.0
298.0,,319,123,47.0,17,17.0,1.0,42046.0,200000.0,30.0,1,-157954.0
299.0,,533,249,1.0,4,5.0,1.0,30287.0,200000.0,29.0,1,-169713.0
