id_tiempo,id_cliente,id_vehiculo,id_sucursal,id_tipo_mantenimiento,costo_servicio,costo_repuestos,costo_total,repuestos_usados,horas_taller,kilometraje_vehiculo
,665,247,15,2.0,1080.0,,1080.0,13.0,8.0,51156.0
20241220.0,237,577,5,2.0,1000.0,,1000.0,12.0,16.0,134734.0
,864,10,32,3.0,1220.0,1000.0,2220.0,15.0,11.0,33469.0
,17,596,7,11.0,2794.0,1000.0,3794.0,14.0,,68050.0
,870,374,19,2.0,1368.0,1000.0,2368.0,5.0,6.0,16018.0
,601,166,26,9.0,1348.0,,1348.0,3.0,1.0,97602.0
20241122.0,417,218,35,8.0,2261.0,1000.0,3261.0,3.0,13.0,8395.0
,371,32,9,2.0,2905.0,,2905.0,5.0,13.0,103701.0
,860,386,15,6.0,2814.0,1000.0,3814.0,11.0,16.0,143233.0
,764,120,16,8.0,1000.0,1000.0,2000.0,8.0,6.0,83940.0
,477,153,6,10.0,,1000.0,1000.0,7.0,,99489.0
20241214.0,701,184,28,4.0,1806.0,1000.0,2806.0,1.0,7.0,38978.0
,783,509,28,2.0,1000.0,1000.0,2000.0,2.0,13.0,
,556,84,26,2.0,2628.0,1000.0,3628.0,8.0,16.0,87908.0
,786,587,25,9.0,1700.0,1000.0,2700.0,0.0,11.0,11008.0
,110,600,18,7.0,1000.0,1000.0,2000.0,10.0,7.0,20865.0
,444,252,13,8.0,2167.0,1000.0,3167.0,15.0,12.0,28042.0
,297,58,14,10.0,1484.0,1000.0,2484.0,2.0,12.0,
,639,182,16,2.0,1371.0,,1371.0,3.0,12.0,75888.0
,176,382,21,2.0,2729.0,1000.0,3729.0,14.0,9.0,140371.0
,628,485,17,5.0,1000.0,1000.0,2000.0,8.0,10.0,12275.0
,428,37,16,10.0,1000.0,1000.0,2000.0,6.0,1.0,84376.0
,446,55,28,4.0,2687.0,,2687.0,0.0,7.0,61885.0
,623,532,24,6.0,2871.0,,2871.0,11.0,8.0,3302.0
,228,477,4,8.0,,1000.0,1000.0,3.0,13.0,136903.0
,771,116,15,9.0,2302.0,1000.0,3302.0,12.0,11.0,14912.0
,497,474,14,11.0,1319.0,1000.0,2319.0,6.0,15.0,28969.0
,456,535,34,6.0,2412.0,1000.0,3412.0,1.0,14.0,144656.0
20230719.0,532,471,27,11.0,1000.0,1000.0,2000.0,7.0,15.0,116467.0
,883,188,23,9.0,1417.0,1000.0,2417.0,3.0,,36147.0
,105,398,23,10.0,1000.0,1000.0,2000.0,8.0,8.0,1033.0
,124,234,9,3.0,2272.0,1000.0,3272.0,13.0,3.0,664.0
,58,14,34,9.0,1000.0,,1000.0,0.0,1.0,105222.0
,271,480,23,11.0,1045.0,1000.0,2045.0,9.0,12.0,136180.0
,478,68,34,9.0,2573.0,1000.0,3573.0,9.0,,107332.0
20230729.0,390,544,16,2.0,1000.0,1000.0,2000.0,8.0,2.0,1518.0
,186,476,3,11.0,1962.0,,1962.0,0.0,,72077.0
20200513.0,693,307,22,10.0,1000.0,1000.0,2000.0,1.0,9.0,102147.0
,797,582,13,2.0,2484.0,1000.0,3484.0,0.0,14.0,26225.0
,518,509,28,2.0,2075.0,1000.0,3075.0,0.0,1.0,
,861,319,8,6.0,1000.0,1000.0,2000.0,12.0,,
,559,370,9,6.0,1000.0,1000.0,2000.0,2.0,11.0,41301.0
,722,56,11,6.0,1000.0,1000.0,2000.0,5.0,2.0,26758.0
,651,342,12,9.0,2008.0,,2008.0,15.0,,18682.0
,308,440,35,12.0,2059.0,1000.0,3059.0,11.0,12.0,44581.0
,733,354,29,11.0,1000.0,1000.0,2000.0,7.0,12.0,139209.0
,895,256,23,10.0,1000.0,1000.0,2000.0,15.0,1.0,88256.0
,867,542,29,10.0,,1000.0,1000.0,9.0,3.0,144113.0
,72,221,28,1.0,1746.0,,1746.0,0.0,4.0,40644.0
,23,187,2,1.0,2715.0,,2715.0,1.0,10.0,108055.0
,236,516,28,9.0,1000.0,1000.0,2000.0,9.0,10.0,88512.0
,448,507,5,5.0,1000.0,,1000.0,0.0,6.0,105593.0
,546,190,20,11.0,2631.0,1000.0,3631.0,10.0,2.0,56220.0
,796,258,25,8.0,1000.0,1000.0,2000.0,2.0,3.0,7447.0
20200716.0,434,441,3,8.0,1807.0,,1807.0,0.0,12.0,
,702,37,1,4.0,1000.0,1000.0,2000.0,14.0,9.0,20033.0
,770,98,16,7.0,,,0.0,8.0,16.0,96139.0
,808,548,8,5.0,1000.0,1000.0,2000.0,1.0,8.0,92213.0
20241018.0,394,293,5,11.0,2270.0,1000.0,3270.0,10.0,8.0,132296.0
,610,226,30,10.0,2120.0,1000.0,3120.0,0.0,14.0,117552.0
,787,591,16,11.0,2660.0,1000.0,3660.0,8.0,13.0,118182.0
,560,478,3,5.0,1381.0,1000.0,2381.0,13.0,8.0,143325.0
20230707.0,169,93,7,10.0,1916.0,1000.0,2916.0,0.0,4.0,45074.0
,344,116,18,3.0,1462.0,1000.0,2462.0,5.0,10.0,113859.0
,104,560,32,5.0,1000.0,1000.0,2000.0,0.0,13.0,106815.0
,443,46,22,6.0,1234.0,1000.0,2234.0,0.0,10.0,123792.0
,202,334,33,8.0,2026.0,,2026.0,7.0,13.0,86542.0
,212,235,3,11.0,2873.0,1000.0,3873.0,2.0,,81686.0
,609,30,2,5.0,2643.0,1000.0,3643.0,3.0,15.0,79312.0
,154,429,28,7.0,2043.0,1000.0,3043.0,6.0,13.0,2673.0
,450,162,32,8.0,1000.0,,1000.0,5.0,1.0,7325.0
20230130.0,597,470,22,3.0,1420.0,1000.0,2420.0,12.0,,103794.0
,357,281,30,8.0,1000.0,1000.0,2000.0,12.0,2.0,139128.0
,476,404,10,5.0,1000.0,,1000.0,9.0,6.0,63502.0
,161,599,24,1.0,2540.0,1000.0,3540.0,11.0,8.0,139792.0
,365,204,14,4.0,1000.0,1000.0,2000.0,15.0,9.0,10497.0
,774,353,33,3.0,2264.0,1000.0,3264.0,4.0,8.0,95403.0
,668,526,14,11.0,2340.0,,2340.0,2.0,,45375.0
,858,80,16,2.0,,,0.0,6.0,,53692.0
,829,507,19,8.0,2071.0,1000.0,3071.0,11.0,2.0,
,682,438,24,5.0,2837.0,1000.0,3837.0,0.0,11.0,14701.0
,83,87,35,11.0,1000.0,1000.0,2000.0,8.0,4.0,19346.0
,421,538,9,4.0,1352.0,1000.0,2352.0,3.0,3.0,100294.0
,873,478,7,7.0,1548.0,1000.0,2548.0,10.0,13.0,54758.0
,495,247,5,2.0,1043.0,1000.0,2043.0,12.0,,69868.0
,629,485,13,4.0,1000.0,,1000.0,13.0,8.0,30649.0
,757,155,31,8.0,1483.0,,1483.0,3.0,15.0,146413.0
,138,585,34,3.0,1509.0,1000.0,2509.0,0.0,16.0,76966.0
,160,494,3,6.0,1000.0,1000.0,2000.0,4.0,4.0,73455.0
,298,373,19,10.0,2670.0,1000.0,3670.0,12.0,12.0,114345.0
,322,547,34,1.0,1280.0,,1280.0,7.0,15.0,
,616,208,2,2.0,2828.0,1000.0,3828.0,13.0,6.0,
,253,514,18,7.0,1373.0,,1373.0,10.0,16.0,71055.0
,440,19,8,3.0,2399.0,1000.0,3399.0,11.0,13.0,65836.0
20230818.0,556,195,12,4.0,1000.0,1000.0,2000.0,12.0,8.0,
,132,381,32,6.0,,1000.0,1000.0,7.0,,
,878,482,8,4.0,1000.0,1000.0,2000.0,0.0,7.0,142474.0
,769,472,31,5.0,2810.0,,2810.0,2.0,16.0,118267.0
,793,340,34,1.0,1000.0,,1000.0,12.0,14.0,118238.0
,741,597,26,4.0,2500.0,,2500.0,11.0,9.0,9134.0
,429,524,6,1.0,,,0.0,2.0,13.0,88539.0
,784,56,30,3.0,2043.0,,2043.0,13.0,15.0,75731.0
,410,104,10,12.0,1941.0,,1941.0,15.0,4.0,110042.0
,809,322,4,7.0,1690.0,1000.0,2690.0,4.0,6.0,113410.0
,70,142,15,6.0,,1000.0,1000.0,7.0,1.0,93284.0
,700,570,28,4.0,2758.0,1000.0,3758.0,13.0,1.0,51975.0
,206,541,18,9.0,1645.0,1000.0,2645.0,13.0,4.0,38451.0
,579,65,22,11.0,2921.0,1000.0,3921.0,12.0,8.0,145229.0
,694,390,4,3.0,1000.0,1000.0,2000.0,0.0,15.0,6352.0
,227,433,2,11.0,,1000.0,1000.0,12.0,9.0,123302.0
20210727.0,598,76,24,8.0,1000.0,1000.0,2000.0,3.0,7.0,
,540,72,24,6.0,1620.0,1000.0,2620.0,8.0,9.0,111634.0
,852,14,26,7.0,,1000.0,1000.0,3.0,9.0,53162.0
,502,361,17,10.0,1884.0,1000.0,2884.0,1.0,3.0,112139.0
20210331.0,98,292,20,8.0,1266.0,,1266.0,1.0,10.0,91411.0
,623,569,17,10.0,1021.0,1000.0,2021.0,2.0,1.0,51995.0
,720,593,19,7.0,1000.0,1000.0,2000.0,0.0,,
,536,555,33,8.0,2921.0,,2921.0,12.0,1.0,76622.0
20230308.0,155,207,20,8.0,1108.0,1000.0,2108.0,2.0,8.0,76504.0
,384,284,33,3.0,2685.0,,2685.0,9.0,16.0,111194.0
,460,174,23,10.0,1454.0,1000.0,2454.0,0.0,11.0,105623.0
,273,518,4,6.0,1316.0,,1316.0,4.0,12.0,32369.0
,632,24,25,7.0,1000.0,1000.0,2000.0,0.0,15.0,8001.0
,183,281,11,10.0,2749.0,1000.0,3749.0,15.0,3.0,45835.0
,596,482,16,8.0,2026.0,1000.0,3026.0,0.0,13.0,139786.0
,155,3,2,10.0,1651.0,,1651.0,3.0,3.0,145849.0
,223,308,3,1.0,1000.0,1000.0,2000.0,15.0,8.0,
,696,1,30,1.0,2001.0,1000.0,3001.0,12.0,3.0,73866.0
,387,13,2,7.0,1000.0,1000.0,2000.0,0.0,13.0,148338.0
,797,308,27,7.0,,1000.0,1000.0,13.0,,115777.0
,491,121,1,5.0,2250.0,,2250.0,8.0,4.0,36901.0
,146,2,19,6.0,1148.0,,1148.0,8.0,6.0,84707.0
,829,57,9,5.0,1000.0,,1000.0,0.0,15.0,
,732,483,25,7.0,1016.0,1000.0,2016.0,11.0,15.0,
,681,529,25,5.0,1000.0,1000.0,2000.0,0.0,12.0,15210.0
,721,180,34,2.0,2935.0,,2935.0,2.0,2.0,103350.0
,369,204,14,8.0,1000.0,,1000.0,5.0,11.0,72632.0
,612,586,5,3.0,1697.0,,1697.0,0.0,6.0,47906.0
,710,137,9,9.0,1462.0,1000.0,2462.0,1.0,14.0,58997.0
,716,481,28,11.0,1000.0,1000.0,2000.0,4.0,4.0,104297.0
,541,476,14,10.0,,,0.0,6.0,2.0,23355.0
,161,128,25,4.0,1881.0,1000.0,2881.0,13.0,13.0,33987.0
,410,4,5,1.0,2920.0,1000.0,3920.0,0.0,,127828.0
,578,246,12,11.0,1000.0,,1000.0,2.0,6.0,148957.0
,74,568,8,9.0,2071.0,1000.0,3071.0,12.0,13.0,
,268,222,5,11.0,,1000.0,1000.0,8.0,8.0,109036.0
20240629.0,420,285,12,7.0,1000.0,1000.0,2000.0,12.0,15.0,
,208,451,33,4.0,2680.0,1000.0,3680.0,0.0,16.0,14340.0
,816,477,13,5.0,1000.0,,1000.0,1.0,15.0,42805.0
,514,553,20,5.0,2338.0,1000.0,3338.0,0.0,4.0,44694.0
,35,223,13,3.0,1000.0,1000.0,2000.0,5.0,1.0,128355.0
,151,526,1,4.0,2815.0,1000.0,3815.0,13.0,6.0,105480.0
20240322.0,380,422,25,12.0,2743.0,1000.0,3743.0,2.0,5.0,80290.0
,348,80,27,7.0,2535.0,,2535.0,0.0,8.0,28414.0
,353,369,19,12.0,2279.0,1000.0,3279.0,6.0,14.0,132016.0
,481,314,4,8.0,1044.0,1000.0,2044.0,3.0,13.0,18947.0
,375,353,14,6.0,1000.0,1000.0,2000.0,0.0,5.0,27850.0
,39,573,18,12.0,2767.0,,2767.0,1.0,11.0,102265.0
,606,465,3,10.0,2944.0,1000.0,3944.0,7.0,14.0,136506.0
,349,272,20,11.0,1000.0,,1000.0,6.0,1.0,139759.0
,367,128,3,3.0,2670.0,,2670.0,15.0,3.0,149603.0
,506,109,9,7.0,2504.0,1000.0,3504.0,3.0,10.0,47314.0
,662,269,12,7.0,1915.0,1000.0,2915.0,2.0,13.0,137071.0
20240808.0,675,65,15,7.0,2370.0,1000.0,3370.0,9.0,9.0,83546.0
20240413.0,619,277,31,9.0,1097.0,1000.0,2097.0,1.0,6.0,24901.0
,87,405,10,10.0,1000.0,1000.0,2000.0,14.0,3.0,
,349,415,19,5.0,,1000.0,1000.0,4.0,4.0,19611.0
,300,563,25,6.0,1860.0,1000.0,2860.0,3.0,7.0,57662.0
,561,144,1,4.0,1379.0,,1379.0,14.0,4.0,
,851,434,6,5.0,1705.0,1000.0,2705.0,8.0,13.0,51556.0
,59,132,30,4.0,2651.0,1000.0,3651.0,0.0,6.0,129425.0
,823,291,1,9.0,1916.0,1000.0,2916.0,13.0,9.0,59855.0
,558,149,30,3.0,2647.0,1000.0,3647.0,0.0,16.0,15219.0
,190,225,16,3.0,2015.0,,2015.0,2.0,16.0,135138.0
,858,235,23,12.0,2495.0,,2495.0,5.0,14.0,96914.0
,768,167,15,11.0,2317.0,1000.0,3317.0,12.0,13.0,46708.0
,583,141,5,8.0,2103.0,1000.0,3103.0,10.0,,82442.0
,128,481,15,6.0,1195.0,1000.0,2195.0,10.0,14.0,2671.0
,94,260,33,8.0,1369.0,1000.0,2369.0,8.0,,113117.0
20240511.0,147,96,26,7.0,1590.0,1000.0,2590.0,7.0,13.0,10301.0
,615,383,5,5.0,1000.0,1000.0,2000.0,0.0,6.0,144378.0
,147,202,24,11.0,1000.0,1000.0,2000.0,7.0,3.0,13063.0
,259,101,13,11.0,2483.0,1000.0,3483.0,4.0,14.0,57901.0
,394,149,30,6.0,1000.0,1000.0,2000.0,3.0,16.0,22270.0
,638,387,26,7.0,1783.0,,1783.0,9.0,16.0,140268.0
20201230.0,92,451,35,12.0,1000.0,1000.0,2000.0,1.0,13.0,35902.0
20240317.0,335,365,14,1.0,1552.0,1000.0,2552.0,2.0,3.0,61775.0
,764,30,10,5.0,2241.0,,2241.0,12.0,11.0,126660.0
,436,513,12,4.0,1586.0,1000.0,2586.0,13.0,11.0,62021.0
,296,81,16,2.0,1534.0,,1534.0,1.0,2.0,137187.0
,792,422,27,2.0,1418.0,1000.0,2418.0,8.0,7.0,123755.0
,245,244,33,10.0,1991.0,1000.0,2991.0,0.0,16.0,146239.0
,395,241,4,7.0,,,0.0,10.0,11.0,114488.0
,223,417,10,1.0,1390.0,1000.0,2390.0,10.0,5.0,43343.0
,196,575,25,8.0,1448.0,,1448.0,2.0,10.0,134670.0
,469,592,6,10.0,1428.0,1000.0,2428.0,3.0,6.0,82681.0
,317,11,33,4.0,,1000.0,1000.0,7.0,14.0,43209.0
,132,18,13,1.0,1301.0,1000.0,2301.0,13.0,12.0,43981.0
,332,379,2,1.0,2491.0,1000.0,3491.0,11.0,,89876.0
,189,309,21,4.0,1000.0,1000.0,2000.0,0.0,5.0,79129.0
20210518.0,193,568,8,1.0,1125.0,1000.0,2125.0,0.0,10.0,101438.0
,629,56,12,1.0,1263.0,1000.0,2263.0,8.0,9.0,86796.0
,648,145,11,3.0,1000.0,1000.0,2000.0,3.0,7.0,82970.0
,65,279,5,2.0,2861.0,1000.0,3861.0,1.0,6.0,43149.0
,404,422,31,3.0,1199.0,,1199.0,0.0,,103884.0
,603,238,29,12.0,1000.0,1000.0,2000.0,2.0,,111613.0
,199,188,7,2.0,2815.0,1000.0,3815.0,15.0,16.0,10138.0
,815,459,31,7.0,1000.0,1000.0,2000.0,4.0,5.0,18165.0
20220403.0,615,332,17,10.0,1287.0,1000.0,2287.0,8.0,2.0,
,500,60,24,6.0,2795.0,1000.0,3795.0,0.0,,145643.0
,267,259,6,10.0,,1000.0,1000.0,4.0,,11895.0
20210301.0,483,258,34,7.0,1000.0,,1000.0,2.0,12.0,79242.0
,582,24,12,1.0,1906.0,1000.0,2906.0,2.0,11.0,45275.0
,765,242,9,12.0,,1000.0,1000.0,0.0,4.0,134106.0
,218,32,25,6.0,1000.0,,1000.0,15.0,8.0,51340.0
,789,216,17,5.0,1200.0,1000.0,2200.0,7.0,15.0,8064.0
,421,347,24,4.0,1316.0,,1316.0,0.0,7.0,57150.0
,521,371,34,2.0,1141.0,1000.0,2141.0,13.0,7.0,13624.0
,846,323,26,8.0,1000.0,1000.0,2000.0,0.0,2.0,130765.0
,770,548,25,4.0,2802.0,,2802.0,13.0,,42023.0
,509,311,27,5.0,1244.0,1000.0,2244.0,11.0,6.0,133109.0
,885,382,26,7.0,1610.0,1000.0,2610.0,8.0,10.0,69683.0
,385,38,17,12.0,2181.0,1000.0,3181.0,1.0,16.0,25642.0
,165,301,18,2.0,2896.0,1000.0,3896.0,6.0,,59696.0
,216,227,35,9.0,1244.0,1000.0,2244.0,0.0,4.0,124264.0
20220408.0,432,583,6,12.0,2153.0,,2153.0,6.0,14.0,
,754,318,16,10.0,2098.0,,2098.0,14.0,2.0,147520.0
,755,370,22,10.0,2605.0,1000.0,3605.0,1.0,13.0,120899.0
,122,104,35,1.0,2068.0,1000.0,3068.0,8.0,,68047.0
20220820.0,203,28,24,12.0,2624.0,,2624.0,11.0,2.0,101395.0
,361,298,31,5.0,1000.0,1000.0,2000.0,5.0,7.0,22666.0
,416,396,1,2.0,1000.0,1000.0,2000.0,1.0,1.0,136858.0
,573,86,9,10.0,,,0.0,1.0,13.0,44961.0
20220703.0,208,598,13,8.0,1864.0,,1864.0,12.0,7.0,60842.0
20220418.0,360,325,8,11.0,1430.0,1000.0,2430.0,13.0,13.0,
,816,19,28,11.0,1000.0,1000.0,2000.0,5.0,4.0,28881.0
,805,379,14,12.0,1934.0,1000.0,2934.0,14.0,8.0,58982.0
,312,69,8,3.0,2928.0,1000.0,3928.0,14.0,14.0,17824.0
,50,23,32,12.0,2937.0,1000.0,3937.0,0.0,,1557.0
,155,5,19,12.0,1000.0,1000.0,2000.0,9.0,11.0,111324.0
,553,217,33,7.0,1000.0,1000.0,2000.0,12.0,14.0,102339.0
,116,294,21,9.0,2938.0,,2938.0,6.0,16.0,35917.0
,2,53,35,5.0,1000.0,,1000.0,0.0,2.0,143502.0
20220402.0,357,84,7,2.0,,,0.0,10.0,1.0,137311.0
20210811.0,431,204,19,4.0,2513.0,1000.0,3513.0,0.0,10.0,102335.0
,741,183,18,3.0,1000.0,,1000.0,1.0,8.0,5893.0
,860,33,35,4.0,2770.0,1000.0,3770.0,11.0,8.0,66560.0
,24,536,20,5.0,,1000.0,1000.0,8.0,1.0,139117.0
,124,484,6,11.0,1000.0,1000.0,2000.0,11.0,6.0,65144.0
,483,436,2,12.0,2473.0,1000.0,3473.0,2.0,,
,82,541,18,2.0,1000.0,1000.0,2000.0,0.0,1.0,90954.0
20200610.0,447,318,28,6.0,2177.0,,2177.0,12.0,14.0,21967.0
,232,269,27,2.0,1659.0,1000.0,2659.0,10.0,3.0,58539.0
,295,338,26,9.0,2778.0,1000.0,3778.0,15.0,13.0,32177.0
,257,228,20,12.0,1000.0,,1000.0,14.0,13.0,839.0
20230310.0,332,335,27,1.0,1406.0,1000.0,2406.0,1.0,4.0,29771.0
20200622.0,108,199,11,12.0,1388.0,1000.0,2388.0,5.0,5.0,81555.0
,575,493,9,5.0,2021.0,1000.0,3021.0,0.0,12.0,20147.0
,688,40,26,2.0,1000.0,,1000.0,0.0,15.0,123255.0
,675,596,34,11.0,1000.0,1000.0,2000.0,5.0,14.0,123821.0
,477,578,35,10.0,,1000.0,1000.0,10.0,,80862.0
,200,23,5,9.0,2652.0,1000.0,3652.0,7.0,8.0,139375.0
,59,56,6,9.0,1000.0,1000.0,2000.0,5.0,8.0,122577.0
20230207.0,310,531,31,11.0,1051.0,,1051.0,12.0,1.0,22770.0
,375,483,27,5.0,2749.0,1000.0,3749.0,15.0,6.0,21061.0
,415,321,18,2.0,2805.0,,2805.0,8.0,14.0,
,657,175,29,4.0,2102.0,1000.0,3102.0,0.0,1.0,71154.0
,865,301,27,12.0,1000.0,1000.0,2000.0,0.0,7.0,56918.0
,658,385,11,3.0,2395.0,1000.0,3395.0,1.0,16.0,783.0
,150,23,35,6.0,1527.0,,1527.0,7.0,,
,751,251,10,8.0,2712.0,,2712.0,8.0,14.0,97635.0
,204,269,3,5.0,1000.0,1000.0,2000.0,4.0,1.0,108410.0
,51,270,33,11.0,1000.0,,1000.0,1.0,16.0,15151.0
,73,332,5,1.0,2186.0,1000.0,3186.0,8.0,11.0,38751.0
,636,320,9,1.0,1000.0,,1000.0,5.0,10.0,145494.0
,787,199,33,2.0,1725.0,,1725.0,11.0,,77953.0
,99,230,24,8.0,1858.0,,1858.0,13.0,8.0,52260.0
,366,282,4,3.0,,1000.0,1000.0,14.0,12.0,
,581,406,15,6.0,,1000.0,1000.0,0.0,9.0,47470.0
20210921.0,439,417,5,12.0,1000.0,1000.0,2000.0,1.0,15.0,129124.0
,30,160,22,8.0,2645.0,1000.0,3645.0,3.0,4.0,70812.0
,265,545,11,7.0,1000.0,1000.0,2000.0,1.0,14.0,58761.0
,161,433,8,1.0,1000.0,,1000.0,5.0,15.0,82316.0
,700,480,30,12.0,2477.0,,2477.0,13.0,16.0,3759.0
,417,230,32,12.0,2792.0,1000.0,3792.0,0.0,7.0,
,124,345,30,9.0,2037.0,1000.0,3037.0,12.0,8.0,116895.0
,407,289,29,4.0,1355.0,1000.0,2355.0,0.0,15.0,
,678,401,15,3.0,1322.0,1000.0,2322.0,11.0,14.0,
,817,558,30,4.0,1023.0,,1023.0,2.0,10.0,70123.0
,509,180,31,5.0,1114.0,,1114.0,14.0,16.0,
,537,130,11,1.0,2648.0,1000.0,3648.0,8.0,9.0,94705.0
,603,169,29,8.0,1000.0,1000.0,2000.0,8.0,7.0,130349.0
20201112.0,204,255,24,1.0,1374.0,1000.0,2374.0,7.0,16.0,52979.0
,595,175,7,4.0,1018.0,1000.0,2018.0,10.0,1.0,118724.0
,344,353,11,12.0,2421.0,,2421.0,6.0,4.0,8483.0
,335,95,33,1.0,1000.0,1000.0,2000.0,9.0,2.0,
20230107.0,630,411,12,5.0,2279.0,1000.0,3279.0,4.0,12.0,99280.0
,691,416,6,1.0,1000.0,,1000.0,0.0,4.0,136531.0
,165,268,3,1.0,1703.0,1000.0,2703.0,8.0,6.0,112792.0
,798,254,9,8.0,1326.0,1000.0,2326.0,2.0,10.0,9728.0
,520,264,15,12.0,2827.0,1000.0,3827.0,15.0,6.0,25464.0
,721,78,35,12.0,1617.0,1000.0,2617.0,7.0,14.0,77712.0
20221215.0,182,390,20,4.0,2263.0,1000.0,3263.0,7.0,10.0,5839.0
,161,512,7,1.0,2518.0,1000.0,3518.0,3.0,8.0,95697.0
,193,508,5,3.0,1689.0,1000.0,2689.0,13.0,,
,692,488,5,10.0,1360.0,1000.0,2360.0,2.0,16.0,34783.0
,545,527,22,9.0,2990.0,1000.0,3990.0,0.0,9.0,125503.0
,843,127,30,12.0,,1000.0,1000.0,8.0,12.0,25269.0
,584,11,20,12.0,1827.0,1000.0,2827.0,0.0,9.0,
,612,449,21,1.0,1000.0,,1000.0,0.0,1.0,91587.0
20241212.0,109,500,12,4.0,2355.0,,2355.0,0.0,12.0,
20240415.0,434,184,24,10.0,1000.0,,1000.0,0.0,,4905.0
,539,167,26,5.0,1031.0,1000.0,2031.0,7.0,7.0,72050.0
,524,345,8,6.0,1118.0,1000.0,2118.0,10.0,11.0,35595.0
,255,124,34,6.0,1000.0,1000.0,2000.0,9.0,,59452.0
,749,181,18,12.0,1636.0,1000.0,2636.0,11.0,4.0,94940.0
,74,60,8,12.0,,1000.0,1000.0,4.0,10.0,49135.0
,377,6,6,10.0,2874.0,1000.0,3874.0,8.0,16.0,138076.0
,231,44,9,5.0,1000.0,1000.0,2000.0,1.0,15.0,82986.0
,757,499,26,5.0,1000.0,1000.0,2000.0,0.0,5.0,125607.0
20230112.0,864,123,21,3.0,2020.0,,2020.0,11.0,7.0,
20230720.0,57,400,13,8.0,1000.0,1000.0,2000.0,15.0,6.0,
,696,437,5,4.0,1000.0,1000.0,2000.0,14.0,16.0,39181.0
,215,315,12,11.0,1000.0,1000.0,2000.0,13.0,6.0,101564.0
,412,112,22,1.0,1375.0,,1375.0,6.0,1.0,86330.0
,454,41,34,3.0,1709.0,,1709.0,11.0,,77357.0
20230223.0,375,102,4,4.0,1000.0,1000.0,2000.0,1.0,14.0,116594.0
,475,62,6,12.0,1059.0,1000.0,2059.0,0.0,13.0,117887.0
20221104.0,284,53,16,6.0,1000.0,,1000.0,0.0,4.0,46227.0
,190,521,18,5.0,2560.0,1000.0,3560.0,0.0,13.0,26922.0
,405,150,21,11.0,2207.0,1000.0,3207.0,0.0,2.0,82847.0
20200502.0,752,382,10,2.0,2674.0,1000.0,3674.0,3.0,,64060.0
,323,229,24,4.0,1000.0,,1000.0,11.0,16.0,59609.0
,849,493,35,7.0,1576.0,1000.0,2576.0,7.0,11.0,10794.0
,480,537,22,7.0,2847.0,1000.0,3847.0,14.0,4.0,16336.0
,792,413,12,9.0,1888.0,1000.0,2888.0,10.0,10.0,
