id_venta,id_tiempo,id_cliente,id_vehiculo,id_vendedor,id_sucursal,id_tipo_pago,cantidad,precio_venta,costo_vehiculo,descuento,financiado,margen_ganancia
74.0,20220811,45.0,4,24.0,19,5.0,1.0,78255.3,68172.0,5,0,10083.300000000003
75.0,20221217,459.0,114,49.0,16,12.0,1.0,63894.6,76002.0,10,1,-12107.400000000001
76.0,20231009,289.0,85,27.0,2,13.0,1.0,57775.5,63447.0,10,0,-5671.5
77.0,20231030,419.0,33,29.0,5,11.0,1.0,68316.0,41795.0,20,1,26521.0
78.0,20210226,61.0,12,43.0,9,2.0,1.0,45166.0,52685.0,0,0,-7519.0
79.0,20230212,345.0,112,18.0,5,8.0,1.0,92426.0,49776.0,0,0,42650.0
80.0,20210512,,77,27.0,5,5.0,1.0,86639.05,49709.0,5,1,36930.05
81.0,20210505,231.0,21,45.0,7,9.0,1.0,43992.9,31004.0,10,0,12988.900000000001
82.0,20201108,274.0,51,36.0,8,4.0,1.0,82465.2,66865.0,10,1,15600.199999999997
83.0,20231219,126.0,87,27.0,2,3.0,1.0,69337.0,33849.0,0,1,35488.0
84.0,20240727,31.0,7,10.0,6,6.0,1.0,56896.2,74173.0,10,0,-17276.800000000003
85.0,20210415,492.0,42,28.0,1,4.0,1.0,61383.2,33677.0,20,0,27706.199999999997
86.0,20220614,39.0,74,48.0,13,4.0,1.0,56740.0,65426.0,0,1,-8686.0
87.0,20211010,489.0,117,10.0,8,6.0,1.0,54357.0,70541.0,0,1,-16184.0
88.0,20240124,228.0,230,19.0,20,15.0,1.0,32879.2,66321.0,20,0,-33441.8
89.0,20200807,293.0,253,47.0,3,3.0,1.0,77662.8,61734.0,10,1,15928.800000000003
90.0,,431.0,70,16.0,11,14.0,1.0,83713.09999999999,56099.0,15,0,27614.09999999999
91.0,20221230,289.0,108,5.0,9,9.0,1.0,43231.85,49846.0,15,0,-6614.1500000000015
92.0,20200220,185.0,289,26.0,17,8.0,1.0,68467.0,44549.0,0,1,23918.0
93.0,20221122,44.0,267,42.0,2,3.0,1.0,43742.4,34402.0,20,1,9340.400000000001
94.0,20220726,491.0,15,12.0,9,2.0,1.0,43637.4,44076.0,10,0,-438.59999999999854
95.0,20230506,495.0,181,45.0,10,3.0,1.0,40508.0,37724.0,20,1,2784.0
96.0,20201208,326.0,231,32.0,18,2.0,1.0,78532.0,55162.0,20,1,23370.0
97.0,20220710,150.0,254,7.0,2,5.0,1.0,80019.0,65523.0,10,0,14496.0
98.0,20201004,444.0,220,19.0,9,13.0,1.0,59400.55,52991.0,15,0,6409.550000000003
99.0,20230406,444.0,202,24.0,3,1.0,1.0,87074.0,71525.0,0,0,15549.0
100.0,20230706,341.0,112,49.0,5,13.0,1.0,61943.75,65868.0,15,1,-3924.25
101.0,20231212,476.0,68,20.0,6,2.0,1.0,78549.0,54369.0,0,1,24180.0
102.0,20221222,304.0,217,25.0,11,10.0,1.0,41763.0,36712.0,0,0,5051.0
103.0,20240311,180.0,72,2.0,3,7.0,1.0,47835.9,46238.0,10,0,1597.9000000000015
104.0,20210620,407.0,37,2.0,18,4.0,1.0,58947.0,57581.0,0,0,1366.0
105.0,20240203,204.0,276,41.0,5,14.0,1.0,93909.4,43316.0,5,1,50593.399999999994
106.0,20211117,474.0,7,50.0,6,13.0,1.0,44191.5,77236.0,15,1,-33044.5
107.0,20210101,365.0,86,31.0,2,15.0,1.0,35168.0,63346.0,0,0,-28178.0
108.0,20230206,380.0,40,50.0,13,8.0,1.0,97526.0,33009.0,0,1,64517.0
109.0,20221221,402.0,280,25.0,1,4.0,1.0,65175.45,52703.0,15,0,12472.449999999997
110.0,20211013,73.0,191,17.0,14,8.0,1.0,33218.85,67212.0,15,1,-33993.15
111.0,20240907,104.0,161,20.0,4,14.0,1.0,81781.2,47367.0,10,1,34414.2
112.0,20230407,496.0,90,13.0,1,10.0,1.0,38663.1,39161.0,10,0,-497.90000000000146
113.0,20241214,34.0,22,12.0,14,3.0,1.0,79775.0,55082.0,0,0,24693.0
114.0,20210103,332.0,197,33.0,18,1.0,1.0,59792.4,53534.0,10,0,6258.4000000000015
115.0,20230308,416.0,82,21.0,6,10.0,1.0,55339.39999999999,55455.0,5,0,-115.6000000000131
116.0,20240504,415.0,120,4.0,5,2.0,1.0,70280.8,43203.0,20,0,27077.800000000003
117.0,20210107,192.0,224,1.0,10,10.0,1.0,74792.7,50107.0,10,0,24685.699999999997
118.0,20220616,114.0,178,47.0,3,12.0,1.0,43650.05,43741.0,15,0,-90.94999999999709
119.0,20211123,253.0,116,25.0,4,10.0,1.0,77894.40000000001,47113.0,20,0,30781.40000000001
120.0,20250130,221.0,52,999.0,9,10.0,1.0,56317.60000000001,77839.0,20,0,-21521.399999999987
121.0,20220129,185.0,103,17.0,13,15.0,1.0,46926.8,37569.0,15,1,9357.800000000003
122.0,20220319,135.0,78,16.0,17,15.0,1.0,88635.0,55369.0,0,0,33266.0
123.0,20221130,410.0,65,26.0,3,8.0,1.0,55955.0,46900.0,0,0,9055.0
124.0,20200320,268.0,299,18.0,16,7.0,1.0,70120.8,55103.0,10,0,15017.800000000003
125.0,20240808,244.0,144,14.0,14,1.0,1.0,66209.6,47656.0,20,1,18553.600000000006
126.0,20230501,34.0,30,2.0,15,8.0,1.0,84520.55,54140.0,5,0,30380.550000000003
127.0,20210531,283.0,15,9.0,14,10.0,1.0,47370.6,43548.0,10,0,3822.5999999999985
128.0,20210720,141.0,155,7.0,20,11.0,1.0,64615.5,54525.0,10,0,10090.5
129.0,20221104,365.0,164,46.0,2,5.0,1.0,79117.9,55445.0,5,0,23672.899999999994
130.0,20200419,93.0,287,19.0,11,14.0,1.0,50044.8,50125.0,20,0,-80.19999999999709
131.0,20220714,242.0,71,12.0,3,5.0,1.0,81745.59999999999,41819.0,5,0,39926.59999999999
132.0,20210408,392.0,220,13.0,12,12.0,1.0,74595.6,43068.0,10,1,31527.600000000006
133.0,20240212,258.0,267,15.0,7,1.0,1.0,67327.2,53543.0,20,0,13784.199999999997
134.0,20230917,365.0,56,44.0,16,2.0,1.0,41250.4,65866.0,20,1,-24615.6
135.0,,71.0,55,45.0,6,1.0,1.0,54356.0,56853.0,0,1,-2497.0
136.0,20200120,428.0,119,48.0,10,14.0,1.0,86309.4,32585.0,5,0,53724.399999999994
137.0,20220502,184.0,59,47.0,6,15.0,1.0,74458.40000000001,72522.0,20,0,1936.4000000000087
138.0,20230917,225.0,250,34.0,17,12.0,1.0,34019.5,50593.0,5,0,-16573.5
139.0,20240628,329.0,241,16.0,17,10.0,1.0,32554.15,48229.0,15,1,-15674.849999999999
140.0,,162.0,19,15.0,15,12.0,1.0,70109.1,43556.0,10,0,26553.100000000006
141.0,20210317,389.0,268,13.0,14,8.0,1.0,78173.59999999999,78661.0,5,0,-487.40000000000873
142.0,20220507,213.0,69,43.0,6,10.0,1.0,69270.2,75338.0,5,1,-6067.800000000003
143.0,20230225,497.0,263,35.0,12,8.0,1.0,43234.4,76817.0,20,0,-33582.6
144.0,20210501,214.0,28,29.0,10,9.0,1.0,72232.2,34065.0,10,0,38167.2
145.0,20200923,196.0,227,3.0,6,3.0,1.0,31904.0,74738.0,20,0,-42834.0
146.0,20210329,239.0,155,35.0,3,15.0,1.0,65662.09999999999,42050.0,5,0,23612.09999999999
147.0,20200330,151.0,124,50.0,18,5.0,1.0,49224.25,55288.0,5,1,-6063.75
148.0,20210613,50.0,218,12.0,2,7.0,1.0,48228.15,76980.0,15,0,-28751.85
149.0,20201006,162.0,300,2.0,15,12.0,1.0,45431.65,35669.0,15,0,9762.650000000001
150.0,20250130,152.0,6,48.0,13,15.0,1.0,59281.60000000001,67533.0,20,1,-8251.399999999987
151.0,20230622,95.0,282,9.0,19,2.0,1.0,78424.4,42937.0,5,1,35487.399999999994
152.0,20201225,316.0,87,23.0,11,11.0,1.0,63628.8,38801.0,20,1,24827.800000000003
153.0,20220809,424.0,260,26.0,18,9.0,1.0,74870.40000000001,65616.0,20,1,9254.400000000009
154.0,20220819,6.0,290,43.0,9,15.0,1.0,33251.15,45187.0,15,0,-11935.849999999999
155.0,20220619,333.0,279,32.0,8,3.0,1.0,56679.85,46487.0,5,1,10192.849999999999
156.0,20230713,109.0,118,9.0,14,9.0,1.0,45567.0,68718.0,0,0,-23151.0
157.0,20240123,86.0,10,43.0,14,11.0,1.0,80476.2,44376.0,10,0,36100.2
158.0,20221205,36.0,268,43.0,18,7.0,1.0,33802.2,69309.0,10,0,-35506.8
159.0,20220207,220.0,218,48.0,9,11.0,1.0,58691.95,65633.0,5,0,-6941.050000000003
160.0,20210920,,134,36.0,18,10.0,1.0,64063.8,57081.0,10,0,6982.800000000003
161.0,20230601,71.0,206,17.0,20,1.0,1.0,56024.35,39524.0,15,0,16500.35
162.0,20220410,336.0,266,50.0,1,10.0,1.0,74030.65,45679.0,5,0,28351.649999999994
163.0,20220211,36.0,100,33.0,3,10.0,1.0,60868.5,36977.0,15,0,23891.5
164.0,20220902,493.0,35,26.0,9,6.0,1.0,32073.3,65104.0,10,1,-33030.7
165.0,20221005,94.0,136,3.0,3,15.0,1.0,81009.25,37856.0,15,0,43153.25
166.0,20211028,392.0,245,44.0,15,6.0,1.0,55168.8,75760.0,20,0,-20591.199999999997
167.0,20210205,135.0,218,18.0,5,3.0,1.0,68824.65,41789.0,5,0,27035.649999999994
168.0,20220107,216.0,129,48.0,9,9.0,1.0,70667.2,44120.0,20,0,26547.199999999997
169.0,20241004,11.0,276,41.0,10,15.0,1.0,75217.0,54973.0,0,1,20244.0
170.0,20241204,161.0,267,26.0,9,8.0,1.0,62708.8,45376.0,20,1,17332.800000000003
171.0,20231129,269.0,118,35.0,12,9.0,1.0,35437.85,31872.0,5,0,3565.8499999999985
172.0,20210905,384.0,227,35.0,5,1.0,1.0,58901.6,30006.0,15,0,28895.6
173.0,20210120,408.0,128,48.0,17,14.0,1.0,50699.0,70981.0,0,1,-20282.0
174.0,20211201,327.0,78,10.0,15,7.0,1.0,73683.90000000001,38194.0,10,0,35489.90000000001
175.0,20240214,191.0,137,48.0,8,13.0,1.0,42992.0,30826.0,0,1,12166.0
176.0,20240614,107.0,282,28.0,7,5.0,1.0,73280.0,33413.0,20,1,39867.0
177.0,20240210,5.0,81,15.0,18,4.0,1.0,80962.0,40087.0,0,0,40875.0
178.0,20230114,69.0,251,10.0,18,6.0,1.0,80690.5,69235.0,15,1,11455.5
179.0,20240906,195.0,165,7.0,11,3.0,1.0,50877.25,70176.0,5,0,-19298.75
180.0,,249.0,251,999.0,3,13.0,1.0,82044.0,69711.0,0,0,12333.0
181.0,20240418,481.0,37,48.0,7,11.0,1.0,37932.8,55253.0,20,1,-17320.199999999997
182.0,20220107,341.0,173,35.0,14,8.0,1.0,52719.55,54361.0,15,0,-1641.449999999997
183.0,20240719,18.0,114,38.0,5,5.0,1.0,58308.0,60170.0,0,0,-1862.0
184.0,20221209,112.0,154,50.0,4,1.0,1.0,56067.3,58462.0,10,0,-2394.699999999997
185.0,20240409,258.0,259,6.0,16,3.0,1.0,34347.65,52031.0,15,0,-17683.35
186.0,20220621,334.0,295,23.0,20,1.0,1.0,54699.1,51019.0,5,1,3680.0999999999985
187.0,20231124,388.0,8,34.0,18,12.0,1.0,83497.0,43697.0,0,1,39800.0
188.0,20211008,270.0,139,25.0,4,8.0,1.0,46885.60000000001,73260.0,20,0,-26374.399999999987
189.0,20210406,257.0,251,17.0,17,3.0,1.0,45431.1,49813.0,10,0,-4381.9000000000015
190.0,20240426,45.0,160,46.0,7,3.0,1.0,63863.2,65478.0,20,0,-1614.800000000003
191.0,20200611,286.0,212,15.0,1,12.0,1.0,40040.95,38620.0,15,1,1420.949999999997
192.0,20241110,241.0,99,29.0,7,8.0,1.0,75046.2,78651.0,5,0,-3604.800000000003
193.0,20220515,312.0,234,50.0,10,5.0,1.0,37953.6,33230.0,20,0,4723.5999999999985
194.0,20200705,463.0,93,17.0,15,2.0,1.0,39713.7,31632.0,15,0,8081.699999999997
195.0,20200126,363.0,172,9.0,15,8.0,1.0,46991.4,50189.0,15,0,-3197.5999999999985
196.0,20200628,3.0,41,10.0,5,1.0,1.0,47113.0,33205.0,0,0,13908.0
197.0,20230316,345.0,166,14.0,9,12.0,1.0,34396.8,38817.0,20,0,-4420.199999999997
198.0,20240625,353.0,182,2.0,10,10.0,1.0,69221.45,45251.0,15,0,23970.449999999997
199.0,20240620,287.0,154,22.0,19,1.0,1.0,78350.3,55955.0,5,0,22395.300000000003
200.0,20230315,457.0,29,2.0,12,10.0,1.0,48228.15,74924.0,15,1,-26695.85
201.0,20210124,60.0,122,33.0,2,6.0,1.0,73475.7,54524.0,15,0,18951.699999999997
202.0,20210214,398.0,199,37.0,2,4.0,1.0,83945.7,60597.0,10,1,23348.699999999997
203.0,20200413,226.0,287,20.0,10,3.0,1.0,87691.0,76160.0,0,0,11531.0
204.0,20231102,55.0,229,30.0,15,11.0,1.0,72332.45,79528.0,15,0,-7195.550000000003
205.0,20240801,74.0,233,37.0,6,12.0,1.0,90428.0,60227.0,0,1,30201.0
206.0,20230427,406.0,281,43.0,14,10.0,1.0,53766.75,68729.0,15,1,-14962.25
207.0,20210204,228.0,195,35.0,1,4.0,1.0,69020.1,79478.0,10,1,-10457.899999999994
208.0,20230704,348.0,262,2.0,18,6.0,1.0,68930.75,30055.0,15,0,38875.75
209.0,20230630,109.0,214,9.0,16,3.0,1.0,37770.6,31029.0,15,0,6741.5999999999985
210.0,,231.0,4,24.0,2,3.0,1.0,47239.2,67771.0,20,0,-20531.800000000003
211.0,20240128,41.0,160,19.0,11,13.0,1.0,58092.0,60751.0,20,1,-2659.0
212.0,20240521,297.0,65,29.0,4,12.0,1.0,34133.5,46839.0,5,0,-12705.5
213.0,20240308,442.0,212,26.0,4,13.0,1.0,41861.60000000001,72091.0,20,1,-30229.399999999987
214.0,20240502,200.0,196,7.0,9,11.0,1.0,86690.34999999999,72733.0,5,0,13957.349999999991
215.0,20231221,100.0,7,6.0,7,2.0,1.0,51508.0,48566.0,0,0,2942.0
216.0,20220621,337.0,39,4.0,2,2.0,1.0,73038.8,48172.0,15,0,24866.800000000003
217.0,20210629,202.0,55,42.0,15,3.0,1.0,46280.7,77680.0,10,0,-31399.300000000003
218.0,20230819,264.0,116,22.0,2,4.0,1.0,58191.3,49846.0,5,0,8345.300000000003
219.0,20200203,339.0,44,42.0,16,1.0,1.0,45566.1,68859.0,10,1,-23292.9
220.0,20230719,22.0,275,42.0,16,1.0,1.0,30811.65,72849.0,15,0,-42037.35
221.0,20240909,50.0,255,37.0,13,13.0,1.0,75486.05,78360.0,5,0,-2873.949999999997
222.0,20200701,172.0,190,6.0,13,12.0,1.0,60108.8,71431.0,20,0,-11322.199999999997
223.0,20221221,414.0,231,36.0,10,2.0,1.0,60882.4,35768.0,20,1,25114.4
224.0,20240225,277.0,77,40.0,7,1.0,1.0,42944.8,53867.0,20,1,-10922.199999999997
225.0,,249.0,297,15.0,8,1.0,1.0,35212.1,44927.0,15,1,-9714.900000000001
226.0,20210326,476.0,100,30.0,9,15.0,1.0,35018.1,67268.0,10,0,-32249.9
227.0,20220521,327.0,243,3.0,8,9.0,1.0,62028.75,58458.0,15,0,3570.75
228.0,20220807,421.0,209,48.0,10,13.0,1.0,74902.75,61443.0,5,0,13459.75
229.0,20220120,405.0,17,24.0,12,3.0,1.0,54986.4,33592.0,20,0,21394.4
230.0,20220820,397.0,245,23.0,9,12.0,1.0,50173.60000000001,74579.0,20,0,-24405.399999999987
231.0,20220503,150.0,235,14.0,4,11.0,1.0,42467.2,40798.0,20,0,1669.199999999997
232.0,20210813,216.0,267,17.0,10,13.0,1.0,65015.0,59180.0,0,1,5835.0
233.0,20220707,490.0,79,21.0,6,9.0,1.0,56264.7,47066.0,5,0,9198.699999999997
234.0,20210922,13.0,280,31.0,15,1.0,1.0,80268.05,77745.0,15,0,2523.050000000003
235.0,20220202,183.0,143,10.0,11,1.0,1.0,60428.7,42743.0,10,1,17685.699999999997
236.0,20220418,229.0,84,49.0,17,11.0,1.0,89796.6,61104.0,10,0,28692.600000000006
237.0,20221004,364.0,22,42.0,9,15.0,1.0,42839.3,30160.0,5,1,12679.300000000003
238.0,20200409,253.0,244,18.0,5,5.0,1.0,58692.6,50950.0,10,0,7742.5999999999985
239.0,20221027,264.0,155,11.0,12,4.0,1.0,50769.89999999999,63958.0,5,0,-13188.100000000013
240.0,20250130,,68,999.0,20,4.0,1.0,88643.55,58962.0,5,1,29681.550000000003
241.0,20240325,158.0,10,3.0,2,2.0,1.0,73874.0,63651.0,0,0,10223.0
242.0,20240125,462.0,143,13.0,19,2.0,1.0,39419.3,34478.0,5,0,4941.300000000003
243.0,20211102,244.0,218,46.0,17,8.0,1.0,42229.0,60533.0,0,1,-18304.0
244.0,20200512,377.0,36,26.0,3,6.0,1.0,65790.34999999999,58708.0,5,1,7082.349999999991
245.0,20200301,207.0,140,32.0,15,2.0,1.0,85331.0,39658.0,0,0,45673.0
246.0,20241207,14.0,50,35.0,17,15.0,1.0,67129.0,62630.0,0,1,4499.0
247.0,20210623,193.0,156,11.0,16,8.0,1.0,57824.0,37168.0,20,0,20656.0
248.0,20230428,181.0,188,16.0,14,2.0,1.0,58420.0,52619.0,0,0,5801.0
249.0,20221026,87.0,264,45.0,11,13.0,1.0,54520.2,67378.0,10,1,-12857.800000000003
250.0,20210305,497.0,110,5.0,3,6.0,1.0,97779.0,78685.0,0,1,19094.0
251.0,20221205,155.0,129,35.0,7,4.0,1.0,60943.5,67804.0,10,0,-6860.5
252.0,20230817,383.0,137,32.0,1,15.0,1.0,47577.0,39827.0,0,1,7750.0
253.0,20221013,15.0,249,8.0,3,15.0,1.0,79018.0,53818.0,0,1,25200.0
254.0,20220830,414.0,112,24.0,19,11.0,1.0,86973.45,46666.0,5,0,40307.45
255.0,20210908,480.0,11,25.0,12,2.0,1.0,73030.3,50268.0,5,0,22762.300000000003
256.0,20231124,456.0,42,39.0,17,1.0,1.0,52102.0,75775.0,0,0,-23673.0
257.0,20200621,228.0,295,38.0,5,7.0,1.0,59715.0,59588.0,10,1,127.0
258.0,20200830,484.0,135,34.0,19,4.0,1.0,43841.55,54112.0,5,1,-10270.449999999997
259.0,20200122,401.0,111,24.0,9,8.0,1.0,94022.45,49018.0,5,0,45004.45
260.0,20220319,204.0,38,33.0,20,11.0,1.0,67265.1,53219.0,10,1,14046.100000000006
261.0,20230609,22.0,46,24.0,5,14.0,1.0,89215.2,32894.0,10,0,56321.2
262.0,20221006,85.0,28,23.0,4,2.0,1.0,60420.95,60614.0,5,1,-193.0500000000029
263.0,20230424,445.0,299,44.0,11,15.0,1.0,41180.0,74361.0,0,0,-33181.0
264.0,20210606,42.0,3,39.0,11,3.0,1.0,50865.85,72181.0,5,0,-21315.15
265.0,20200703,46.0,79,25.0,12,13.0,1.0,35103.3,73615.0,15,0,-38511.7
266.0,20230202,223.0,80,34.0,5,2.0,1.0,54686.0,61300.0,0,0,-6614.0
267.0,20211130,212.0,42,47.0,14,15.0,1.0,38435.1,32966.0,5,1,5469.0999999999985
268.0,20240729,310.0,7,9.0,13,1.0,1.0,55708.0,70418.0,5,0,-14710.0
269.0,20230312,333.0,76,38.0,16,14.0,1.0,54553.0,76045.0,15,1,-21492.0
270.0,,323.0,205,42.0,19,8.0,1.0,50124.8,31246.0,20,0,18878.800000000003
271.0,20230928,224.0,119,40.0,14,8.0,1.0,57553.85,76621.0,5,1,-19067.15
272.0,20220923,252.0,25,40.0,3,5.0,1.0,79087.5,32095.0,10,0,46992.5
273.0,20201111,395.0,235,19.0,7,11.0,1.0,82865.7,37737.0,10,1,45128.7
274.0,20220728,435.0,147,9.0,8,14.0,1.0,62864.8,71251.0,20,0,-8386.199999999997
275.0,20211205,16.0,44,26.0,5,1.0,1.0,31815.5,79754.0,15,1,-47938.5
276.0,20240330,461.0,227,33.0,5,11.0,1.0,57530.1,51921.0,5,1,5609.0999999999985
277.0,20210904,277.0,31,48.0,1,5.0,1.0,58012.0,49527.0,20,0,8485.0
278.0,20241120,267.0,51,44.0,7,5.0,1.0,52968.8,38523.0,20,0,14445.800000000003
279.0,20230316,226.0,235,27.0,18,5.0,1.0,45278.0,78922.0,0,0,-33644.0
280.0,,157.0,73,23.0,16,8.0,1.0,70945.6,41998.0,20,1,28947.600000000006
281.0,20231219,173.0,236,29.0,13,1.0,1.0,75198.40000000001,45258.0,20,0,29940.40000000001
