id_vehiculo,marca,modelo,tipo,año_modelo,cilindraje,tipo_combustible,color
309,Hyundai,Tucson,moto,2015,1600,Gasolina,BLANCO
113,Kia,Sportage,moto,2017,1600,Gasolina,BLANCO
405,Suzuki,Swift,camioneta,2022,3500,Gasolina,rojo
184,Renault,Logan,carro,2019,1600,Gasolina,blanco
157,Toyota,Yaris,camioneta,2018,2400,Gasolina,Rojo
466,Nissan,Frontier,moto,2023,2400,Gasolina,rojo
307,Ford,Fiesta,moto,2019,1200,Gasolina,plata
148,Toyota,Hilux,camioneta,2018,1600,Gasolina,BLANCO
377,Mazda,Mazda3,carro,2025,1400,Gasolina,Plata
176,Hyundai,i20,bus,2021,4000,Gasolina,BLANCO
255,Renault,Logan,bus,2017,3000,Gasolina,blanco
281,Nissan,X-Trail,camioneta,2021,2400,Gasolina,blanco
489,Chevrolet,S10,carro,2022,2400,Gasolina,Plata
66,Suzuki,Vitara,camioneta,2015,1200,Gasolina,blanco
37,Kia,Sportage,moto,2021,1400,Gasolina,plata
102,Renault,Stepway,bus,2016,3000,Gasolina,BLANCO
138,Hyundai,Tucson,bus,2018,2000,Gasolina,BLANCO
79,Toyota,Hilux,camioneta,2023,2000,Gasolina,plata
137,Volkswagen,Gol,carro,2023,1800,Gasolina,blanco
74,Volkswagen,Amarok,carro,2017,1200,Gasolina,Negro
257,Kia,Sportage,camioneta,2016,3500,Gasolina,Rojo
385,Kia,Picanto,bus,2020,1400,Gasolina,blanco
386,Kia,Sportage,bus,2022,3500,Gasolina,Negro
333,Ford,Ranger,bus,2023,2000,Gasolina,blanco
136,Kia,Picanto,bus,2015,1000,Gasolina,BLANCO
13,Chevrolet,S10,moto,2018,1600,Gasolina,Plata
61,Hyundai,Tucson,carro,2017,3500,Gasolina,Plata
197,Nissan,Sentra,carro,2022,1400,Gasolina,BLANCO
141,Nissan,Versa,camioneta,2024,2400,Gasolina,negro
264,Hyundai,Tucson,moto,2023,1200,Gasolina,Negro
266,Nissan,Versa,carro,2018,1200,Gasolina,BLANCO
495,Kia,Cerato,moto,2019,2000,Gasolina,plata
72,Suzuki,Jimny,camioneta,2017,4000,Gasolina,Plata
105,Renault,Kwid,bus,2021,1000,Gasolina,blanco
235,Kia,Rio,moto,2020,3500,Gasolina,Rojo
225,Nissan,Frontier,carro,2017,3500,Gasolina,Plata
474,Mazda,Mazda3,camioneta,2016,1600,Gasolina,Plata
260,Ford,Explorer,moto,2015,1800,Gasolina,Plata
17,Chevrolet,S10,carro,2016,1600,Gasolina,Rojo
324,Mazda,Mazda3,moto,2016,2400,Gasolina,Plata
471,Renault,Kwid,camioneta,2016,1400,Gasolina,Plata
353,Kia,Cerato,camioneta,2022,3500,Gasolina,Negro
218,Ford,Focus,bus,2017,3500,Gasolina,Rojo
326,Volkswagen,Virtus,moto,2019,1800,Gasolina,Rojo
198,Ford,Escape,camioneta,2023,1200,Gasolina,negro
359,Volkswagen,Jetta,carro,2023,1600,Gasolina,Plata
84,Volkswagen,Virtus,moto,2024,1400,Gasolina,Negro
312,Chevrolet,Joy,carro,2024,4000,Gasolina,Rojo
314,Kia,Cerato,bus,2025,4000,Gasolina,plata
321,Ford,Fiesta,bus,2023,3500,Gasolina,negro
117,Toyota,Hilux,carro,2019,2000,Gasolina,Rojo
276,Renault,Duster,moto,2018,1800,Gasolina,Negro
308,Kia,Picanto,bus,2023,1800,Gasolina,Plata
243,Suzuki,S-Cross,moto,2019,3000,Gasolina,Plata
31,Renault,Duster,camioneta,2022,1800,Diesel,blanco
263,Hyundai,i10,camioneta,2023,3000,Gasolina,Plata
484,Ford,Fiesta,bus,2016,2000,Gasolina,plata
456,Ford,Fiesta,bus,2015,3500,Gasolina,Rojo
267,Volkswagen,Jetta,moto,2020,2400,Gasolina,plata
365,Kia,Sportage,bus,2021,3500,Gasolina,blanco
116,Volkswagen,Gol,moto,2025,3000,Gasolina,Rojo
142,Suzuki,Jimny,carro,2024,3000,Gasolina,Rojo
182,Chevrolet,S10,carro,2017,1800,Gasolina,Rojo
118,Toyota,Yaris,moto,2021,4000,Gasolina,plata
228,Nissan,Frontier,bus,2017,3500,Gasolina,negro
163,Ford,Focus,bus,2020,4000,Gasolina,BLANCO
88,Toyota,Rav4,bus,2024,4000,Gasolina,Negro
55,Suzuki,Swift,moto,2016,1400,Gasolina,blanco
443,Chevrolet,Tracker,carro,2015,3000,Gasolina,plata
75,Kia,Seltos,moto,2025,1600,Gasolina,blanco
369,Nissan,Kicks,camioneta,2021,1400,Gasolina,plata
346,Mazda,CX-5,bus,2015,1600,Gasolina,Plata
135,Ford,Focus,bus,2017,1000,Gasolina,blanco
46,Suzuki,Jimny,moto,2020,2000,Gasolina,Negro
279,Toyota,Rav4,camioneta,2023,1400,Gasolina,negro
269,Hyundai,Creta,carro,2019,2400,Gasolina,Rojo
89,Renault,Logan,camioneta,2017,3000,Gasolina,plata
87,Mazda,CX-5,moto,2015,2400,Gasolina,plata
5,Hyundai,i20,carro,2023,3500,Gasolina,BLANCO
154,Hyundai,i10,carro,2018,2400,Gasolina,Negro
112,Volkswagen,T-Cross,camioneta,2024,3000,Gasolina,plata
34,Chevrolet,Onix,carro,2018,3000,Gasolina,Negro
476,Renault,Logan,bus,2021,2400,Gasolina,Negro
43,Toyota,Rav4,moto,2021,3000,Gasolina,blanco
145,Hyundai,Tucson,bus,2021,1200,Gasolina,Plata
54,Ford,Explorer,camioneta,2025,3500,Gasolina,Plata
63,Ford,Explorer,camioneta,2016,2000,Gasolina,Negro
64,Chevrolet,Spin,moto,2015,1800,Gasolina,Plata
209,Toyota,Rav4,moto,2022,3500,Gasolina,negro
8,Nissan,Versa,moto,2017,1200,Gasolina,plata
183,Renault,Kwid,moto,2020,1000,Gasolina,plata
251,Mazda,CX-30,carro,2023,4000,Gasolina,negro
392,Chevrolet,Joy,carro,2021,1600,Gasolina,Negro
124,Toyota,Rav4,carro,2018,3500,Gasolina,blanco
26,Hyundai,Tucson,bus,2015,3500,Gasolina,BLANCO
268,Suzuki,Jimny,carro,2018,2400,Gasolina,Negro
498,Chevrolet,S10,camioneta,2015,1800,Gasolina,BLANCO
95,Mazda,Mazda2,carro,2020,2400,Gasolina,blanco
249,Ford,Ranger,moto,2024,1600,Gasolina,Plata
329,Suzuki,Ignis,bus,2016,3500,Gasolina,Plata
140,Toyota,Corolla,bus,2018,1000,Gasolina,BLANCO
483,Ford,Focus,moto,2024,1400,Gasolina,plata
254,Volkswagen,Jetta,carro,2018,1600,Gasolina,rojo
352,Suzuki,S-Cross,moto,2023,1600,Gasolina,blanco
245,Mazda,CX-5,moto,2015,4000,Gasolina,rojo
278,Chevrolet,Tracker,camioneta,2017,3500,Gasolina,Rojo
104,Renault,Sandero,moto,2021,3000,Gasolina,blanco
126,Suzuki,Ignis,camioneta,2019,2400,Gasolina,blanco
496,Renault,Sandero,moto,2016,1600,Gasolina,Negro
14,Nissan,Kicks,bus,2019,1200,Gasolina,rojo
211,Toyota,Hilux,camioneta,2016,3500,Gasolina,blanco
425,Chevrolet,Joy,camioneta,2024,2400,Gasolina,blanco
58,Suzuki,Vitara,moto,2021,1200,Gasolina,negro
494,Mazda,Mazda3,carro,2021,1400,Gasolina,negro
240,Hyundai,i20,carro,2017,1600,Gasolina,Negro
343,Nissan,Frontier,carro,2025,2400,Gasolina,plata
194,Toyota,Rav4,carro,2017,2400,Gasolina,plata
38,Nissan,Kicks,carro,2022,1200,Gasolina,BLANCO
396,Toyota,Hilux,carro,2019,2000,Gasolina,Negro
125,Toyota,Hilux,carro,2021,2400,Gasolina,rojo
408,Suzuki,Vitara,carro,2023,4000,Gasolina,rojo
214,Hyundai,i10,moto,2015,1000,Gasolina,plata
436,Volkswagen,Gol,carro,2024,2400,Gasolina,Negro
342,Kia,Cerato,moto,2021,1200,Gasolina,Plata
51,Toyota,Yaris,carro,2020,3500,Gasolina,negro
336,Toyota,Yaris,moto,2016,1200,Gasolina,BLANCO
292,Renault,Stepway,moto,2024,2000,Gasolina,rojo
454,Renault,Kwid,camioneta,2021,1000,Gasolina,Plata
473,Kia,Picanto,camioneta,2020,1800,Gasolina,Plata
390,Toyota,Yaris,camioneta,2018,1800,Gasolina,Rojo
384,Toyota,Hilux,moto,2015,1200,Gasolina,Negro
185,Volkswagen,Virtus,moto,2025,3000,Gasolina,Negro
181,Renault,Stepway,camioneta,2020,1400,Gasolina,plata
345,Toyota,Corolla,bus,2022,3500,Gasolina,rojo
354,Volkswagen,Gol,moto,2016,3500,Gasolina,BLANCO
285,Mazda,CX-5,moto,2018,3000,Gasolina,Rojo
478,Kia,Picanto,bus,2019,3000,Gasolina,Rojo
178,Chevrolet,Tracker,camioneta,2022,2000,Gasolina,blanco
36,Mazda,Mazda3,moto,2021,1000,Gasolina,rojo
27,Chevrolet,Joy,carro,2017,1800,Gasolina,negro
162,Chevrolet,Spin,moto,2018,2000,Gasolina,blanco
393,Nissan,Frontier,camioneta,2017,3500,Gasolina,blanco
441,Suzuki,Swift,camioneta,2024,3500,Gasolina,rojo
319,Renault,Logan,carro,2017,3500,Gasolina,Negro
444,Suzuki,S-Cross,camioneta,2016,3000,Gasolina,Plata
409,Suzuki,Swift,moto,2024,3000,Gasolina,blanco
220,Volkswagen,Amarok,bus,2015,1000,Gasolina,Plata
103,Ford,Focus,camioneta,2015,1600,Gasolina,negro
10,Kia,Picanto,carro,2022,4000,Gasolina,Negro
340,Chevrolet,Spin,camioneta,2015,1000,Gasolina,Rojo
52,Hyundai,i10,bus,2019,2400,Gasolina,negro
144,Nissan,Kicks,bus,2017,4000,Gasolina,Plata
156,Hyundai,i20,camioneta,2015,3000,Diesel,BLANCO
453,Mazda,Mazda6,moto,2021,4000,Gasolina,Plata
290,Mazda,Mazda3,carro,2017,1800,Gasolina,negro
201,Kia,Sportage,carro,2024,1600,Gasolina,rojo
57,Toyota,Rav4,bus,2025,3500,Gasolina,Rojo
394,Mazda,Mazda3,carro,2023,2400,Gasolina,Plata
258,Toyota,Yaris,moto,2025,1200,Diesel,plata
6,Hyundai,Creta,moto,2015,3500,Gasolina,Negro
128,Suzuki,Ignis,carro,2025,1600,Gasolina,Rojo
85,Toyota,Hilux,camioneta,2017,1000,Gasolina,Plata
293,Toyota,Prado,camioneta,2016,1600,Diesel,negro
1,Renault,Kwid,moto,2023,1800,Gasolina,Plata
230,Kia,Seltos,carro,2023,1600,Gasolina,rojo
358,Chevrolet,Joy,camioneta,2022,1800,Gasolina,Negro
445,Suzuki,S-Cross,camioneta,2017,3500,Diesel,Plata
94,Suzuki,Vitara,camioneta,2016,3500,Gasolina,blanco
277,Volkswagen,Amarok,moto,2015,3000,Gasolina,BLANCO
169,Hyundai,i10,bus,2025,1000,Gasolina,plata
60,Mazda,Mazda3,camioneta,2021,1800,Diesel,plata
147,Nissan,Kicks,moto,2025,4000,Gasolina,BLANCO
68,Renault,Logan,camioneta,2022,2400,Gasolina,Negro
206,Mazda,CX-5,carro,2018,1600,Gasolina,negro
134,Toyota,Rav4,carro,2015,2400,Gasolina,Rojo
461,Volkswagen,Gol,carro,2023,1800,Gasolina,negro
391,Mazda,Mazda3,camioneta,2020,1400,Gasolina,negro
24,Kia,Cerato,carro,2017,1400,Gasolina,BLANCO
99,Ford,Focus,camioneta,2016,2400,Diesel,rojo
449,Suzuki,Vitara,bus,2019,4000,Gasolina,BLANCO
275,Mazda,Mazda6,carro,2024,2000,Gasolina,Rojo
364,Toyota,Hilux,camioneta,2019,2400,Gasolina,blanco
455,Toyota,Prado,bus,2022,1200,Gasolina,Rojo
487,Ford,Focus,bus,2020,1400,Gasolina,Negro
421,Suzuki,Ignis,bus,2023,1200,Gasolina,BLANCO
180,Renault,Stepway,carro,2019,3500,Gasolina,Rojo
448,Volkswagen,Virtus,moto,2019,3500,Diesel,negro
300,Renault,Kwid,camioneta,2016,3000,Gasolina,negro
18,Mazda,Mazda6,moto,2024,2000,Gasolina,Rojo
40,Nissan,Kicks,moto,2021,1000,Gasolina,negro
330,Kia,Seltos,bus,2024,3000,Gasolina,Negro
30,Nissan,X-Trail,carro,2015,1800,Diesel,BLANCO
482,Toyota,Yaris,camioneta,2021,1600,Gasolina,blanco
97,Kia,Picanto,moto,2018,1800,Diesel,negro
155,Volkswagen,Gol,camioneta,2024,1600,Gasolina,Rojo
67,Nissan,Frontier,carro,2015,1800,Gasolina,rojo
191,Chevrolet,Tracker,carro,2023,4000,Gasolina,blanco
69,Renault,Kwid,moto,2017,1200,Gasolina,rojo
210,Ford,Focus,moto,2017,2400,Gasolina,rojo
226,Volkswagen,Jetta,carro,2024,1600,Gasolina,plata
337,Ford,Fiesta,moto,2017,1000,Gasolina,Plata
44,Mazda,Mazda3,moto,2024,1000,Gasolina,blanco
111,Ford,Ranger,camioneta,2022,1200,Gasolina,Plata
327,Nissan,Sentra,moto,2021,1000,Gasolina,Negro
91,Kia,Cerato,bus,2020,3000,Gasolina,Plata
413,Mazda,Mazda6,carro,2025,1800,Gasolina,Negro
492,Hyundai,Santa Fe,carro,2025,1200,Gasolina,Plata
432,Ford,Ranger,camioneta,2017,3000,Diesel,rojo
19,Ford,Explorer,moto,2020,1000,Gasolina,plata
29,Toyota,Hilux,moto,2018,1800,Gasolina,BLANCO
82,Kia,Cerato,bus,2018,1200,Gasolina,negro
315,Volkswagen,Amarok,moto,2024,1200,Gasolina,negro
253,Ford,Focus,camioneta,2020,2400,Gasolina,blanco
313,Toyota,Hilux,carro,2017,1000,Gasolina,Plata
223,Suzuki,Vitara,carro,2024,1200,Gasolina,Rojo
362,Nissan,Versa,carro,2020,1400,Gasolina,plata
115,Renault,Sandero,bus,2020,1600,Gasolina,Negro
430,Nissan,Frontier,camioneta,2025,1200,Gasolina,Negro
233,Suzuki,Ignis,camioneta,2019,1800,Gasolina,plata
25,Nissan,Frontier,camioneta,2024,3500,Diesel,plata
170,Mazda,Mazda6,moto,2015,1400,Gasolina,rojo
143,Volkswagen,T-Cross,bus,2018,1600,Gasolina,Negro
247,Nissan,Versa,camioneta,2015,3500,Gasolina,blanco
174,Suzuki,Jimny,carro,2015,1600,Gasolina,BLANCO
388,Suzuki,Swift,bus,2023,1000,Gasolina,Rojo
107,Chevrolet,S10,moto,2025,3000,Gasolina,plata
159,Nissan,Kicks,carro,2019,4000,Gasolina,BLANCO
418,Mazda,CX-5,carro,2017,4000,Gasolina,plata
304,Hyundai,i10,carro,2017,1200,Gasolina,blanco
4,Volkswagen,Gol,carro,2023,1000,Diesel,Plata
65,Renault,Duster,camioneta,2019,1600,Gasolina,blanco
286,Toyota,Yaris,moto,2025,1200,Gasolina,Plata
207,Suzuki,Vitara,moto,2021,4000,Gasolina,Rojo
222,Ford,Fiesta,carro,2017,4000,Gasolina,Negro
265,Hyundai,Santa Fe,camioneta,2025,1000,Gasolina,Plata
433,Hyundai,i10,camioneta,2019,2400,Gasolina,Plata
468,Chevrolet,Joy,bus,2021,2400,Gasolina,negro
139,Chevrolet,S10,camioneta,2025,2000,Gasolina,blanco
477,Hyundai,Santa Fe,bus,2020,1000,Gasolina,Plata
16,Renault,Kwid,moto,2015,4000,Gasolina,Plata
33,Kia,Cerato,carro,2018,1400,Gasolina,BLANCO
422,Ford,Ranger,camioneta,2016,1600,Gasolina,rojo
447,Ford,Explorer,moto,2020,1800,Gasolina,Plata
397,Kia,Seltos,moto,2022,2400,Gasolina,rojo
229,Kia,Cerato,carro,2021,2400,Gasolina,rojo
195,Ford,Focus,moto,2024,1000,Gasolina,negro
45,Mazda,Mazda6,moto,2025,1600,Gasolina,blanco
41,Chevrolet,S10,carro,2023,4000,Gasolina,Rojo
500,Toyota,Rav4,bus,2017,3500,Gasolina,Negro
244,Renault,Duster,camioneta,2023,2000,Gasolina,rojo
410,Volkswagen,T-Cross,camioneta,2019,1400,Gasolina,rojo
250,Suzuki,Ignis,bus,2019,2000,Gasolina,rojo
158,Volkswagen,Virtus,bus,2018,2000,Gasolina,Negro
452,Nissan,Sentra,carro,2025,1000,Gasolina,plata
149,Mazda,Mazda2,moto,2021,1600,Gasolina,Negro
429,Toyota,Hilux,bus,2022,3500,Gasolina,rojo
114,Chevrolet,Onix,moto,2025,1800,Gasolina,Negro
3,Chevrolet,Spin,carro,2020,1400,Gasolina,BLANCO
259,Kia,Cerato,moto,2022,1800,Gasolina,Plata
187,Nissan,X-Trail,moto,2024,2400,Gasolina,blanco
241,Hyundai,i20,moto,2024,4000,Gasolina,plata
439,Suzuki,Swift,bus,2019,3000,Gasolina,rojo
177,Chevrolet,Onix,camioneta,2021,1000,Diesel,negro
305,Hyundai,Tucson,carro,2025,4000,Gasolina,Plata
246,Mazda,Mazda2,moto,2024,1000,Gasolina,plata
378,Volkswagen,Jetta,camioneta,2020,3500,Gasolina,rojo
419,Ford,Explorer,bus,2021,1400,Gasolina,BLANCO
446,Hyundai,i20,carro,2020,2400,Gasolina,BLANCO
311,Suzuki,Vitara,bus,2022,2000,Gasolina,rojo
199,Kia,Sportage,moto,2018,1200,Gasolina,Rojo
193,Ford,Fiesta,camioneta,2021,1000,Gasolina,Negro
76,Renault,Kwid,camioneta,2018,1600,Diesel,blanco
106,Suzuki,Ignis,camioneta,2016,2400,Gasolina,blanco
7,Volkswagen,T-Cross,moto,2022,4000,Gasolina,Negro
438,Mazda,Mazda6,carro,2023,1000,Gasolina,Negro
186,Kia,Picanto,camioneta,2019,1800,Gasolina,Rojo
200,Mazda,CX-30,bus,2017,2000,Gasolina,Negro
98,Renault,Kwid,bus,2018,1000,Gasolina,Negro
189,Volkswagen,Gol,bus,2025,2000,Gasolina,plata
338,Volkswagen,Gol,carro,2021,3500,Gasolina,blanco
469,Hyundai,Tucson,bus,2023,4000,Gasolina,BLANCO
50,Kia,Seltos,carro,2024,4000,Diesel,Rojo
351,Suzuki,Jimny,camioneta,2015,1000,Gasolina,negro
179,Chevrolet,Spin,carro,2020,1600,Gasolina,BLANCO
372,Ford,Explorer,moto,2023,3000,Gasolina,Plata
462,Toyota,Corolla,camioneta,2022,2000,Gasolina,plata
216,Ford,Escape,carro,2017,1000,Gasolina,Plata
81,Hyundai,Santa Fe,moto,2017,3000,Gasolina,blanco
424,Ford,Fiesta,carro,2021,3500,Gasolina,Rojo
382,Kia,Seltos,camioneta,2015,3500,Gasolina,Negro
375,Kia,Cerato,camioneta,2024,4000,Gasolina,negro
119,Mazda,Mazda2,bus,2021,4000,Gasolina,rojo
208,Chevrolet,Spin,bus,2016,2400,Gasolina,plata
35,Renault,Logan,camioneta,2024,1400,Gasolina,plata
450,Chevrolet,S10,carro,2019,3500,Gasolina,rojo
383,Kia,Sportage,bus,2017,1800,Gasolina,Rojo
480,Hyundai,i20,bus,2023,4000,Gasolina,Rojo
274,Ford,Explorer,camioneta,2015,1200,Gasolina,blanco
298,Ford,Fiesta,bus,2024,1800,Gasolina,Rojo
101,Mazda,Mazda6,carro,2023,2400,Gasolina,rojo
256,Mazda,CX-30,camioneta,2024,1200,Gasolina,Rojo
374,Volkswagen,T-Cross,bus,2020,1800,Gasolina,blanco
280,Hyundai,Creta,moto,2016,1600,Gasolina,plata
219,Suzuki,Jimny,moto,2025,2400,Gasolina,BLANCO
62,Suzuki,S-Cross,camioneta,2015,2400,Gasolina,Plata
32,Kia,Rio,carro,2018,1000,Gasolina,negro
22,Hyundai,Santa Fe,camioneta,2021,1400,Gasolina,Negro
427,Ford,Focus,moto,2019,1400,Gasolina,Rojo
415,Ford,Escape,carro,2016,3000,Gasolina,negro
224,Renault,Duster,carro,2015,2000,Gasolina,blanco
