id_tiempo,fecha_completa,año,mes,nombre_mes,trimestre,semana,dia,dia_semana,es_fin_semana
20210614,2021-06-14,2021,6,June,2,24,14,Monday,0
20210627,2021-06-27,2021,6,June,2,25,27,Sunday,1
20210701,2021-07-01,2021,7,July,3,26,1,Thursday,0
20210704,2021-07-04,2021,7,July,3,26,4,Sunday,1
20210714,2021-07-14,2021,7,July,3,28,14,Wednesday,0
20210716,2021-07-16,2021,7,July,3,28,16,Friday,0
20210722,2021-07-22,2021,7,July,3,29,22,Thursday,0
20210724,2021-07-24,2021,7,July,3,29,24,Saturday,1
20210726,2021-07-26,2021,7,July,3,30,26,Monday,0
20210727,2021-07-27,2021,7,July,3,30,27,Tuesday,0
20210729,2021-07-29,2021,7,July,3,30,29,Thursday,0
20210802,2021-08-02,2021,8,August,3,31,2,Monday,0
20210803,2021-08-03,2021,8,August,3,31,3,Tuesday,0
20210811,2021-08-11,2021,8,August,3,32,11,Wednesday,0
20210814,2021-08-14,2021,8,August,3,32,14,Saturday,1
20210818,2021-08-18,2021,8,August,3,33,18,Wednesday,0
20210820,2021-08-20,2021,8,August,3,33,20,Friday,0
20210821,2021-08-21,2021,8,August,3,33,21,Saturday,1
20210823,2021-08-23,2021,8,August,3,34,23,Monday,0
20210825,2021-08-25,2021,8,August,3,34,25,Wednesday,0
20210903,2021-09-03,2021,9,September,3,35,3,Friday,0
20210908,2021-09-08,2021,9,September,3,36,8,Wednesday,0
20210910,2021-09-10,2021,9,September,3,36,10,Friday,0
20210914,2021-09-14,2021,9,September,3,37,14,Tuesday,0
20210919,2021-09-19,2021,9,September,3,37,19,Sunday,1
20210921,2021-09-21,2021,9,September,3,38,21,Tuesday,0
20210927,2021-09-27,2021,9,September,3,39,27,Monday,0
20211005,2021-10-05,2021,10,October,4,40,5,Tuesday,0
20211009,2021-10-09,2021,10,October,4,40,9,Saturday,1
20211011,2021-10-11,2021,10,October,4,41,11,Monday,0
20211017,2021-10-17,2021,10,October,4,41,17,Sunday,1
20211029,2021-10-29,2021,10,October,4,43,29,Friday,0
20211101,2021-11-01,2021,11,November,4,44,1,Monday,0
20211102,2021-11-02,2021,11,November,4,44,2,Tuesday,0
20211115,2021-11-15,2021,11,November,4,46,15,Monday,0
20211206,2021-12-06,2021,12,December,4,49,6,Monday,0
20211211,2021-12-11,2021,12,December,4,49,11,Saturday,1
20211215,2021-12-15,2021,12,December,4,50,15,Wednesday,0
20211217,2021-12-17,2021,12,December,4,50,17,Friday,0
20211218,2021-12-18,2021,12,December,4,50,18,Saturday,1
20220109,2022-01-09,2022,1,January,1,1,9,Sunday,1
20220114,2022-01-14,2022,1,January,1,2,14,Friday,0
20220115,2022-01-15,2022,1,January,1,2,15,Saturday,1
20220119,2022-01-19,2022,1,January,1,3,19,Wednesday,0
20220121,2022-01-21,2022,1,January,1,3,21,Friday,0
20220202,2022-02-02,2022,2,February,1,5,2,Wednesday,0
20220206,2022-02-06,2022,2,February,1,5,6,Sunday,1
20220215,2022-02-15,2022,2,February,1,7,15,Tuesday,0
20220216,2022-02-16,2022,2,February,1,7,16,Wednesday,0
20220220,2022-02-20,2022,2,February,1,7,20,Sunday,1
20220222,2022-02-22,2022,2,February,1,8,22,Tuesday,0
20220312,2022-03-12,2022,3,March,1,10,12,Saturday,1
20220317,2022-03-17,2022,3,March,1,11,17,Thursday,0
20220329,2022-03-29,2022,3,March,1,13,29,Tuesday,0
20220402,2022-04-02,2022,4,April,2,13,2,Saturday,1
20220403,2022-04-03,2022,4,April,2,13,3,Sunday,1
20220408,2022-04-08,2022,4,April,2,14,8,Friday,0
20220409,2022-04-09,2022,4,April,2,14,9,Saturday,1
20220415,2022-04-15,2022,4,April,2,15,15,Friday,0
20220418,2022-04-18,2022,4,April,2,16,18,Monday,0
20220422,2022-04-22,2022,4,April,2,16,22,Friday,0
20220424,2022-04-24,2022,4,April,2,16,24,Sunday,1
20220505,2022-05-05,2022,5,May,2,18,5,Thursday,0
20220506,2022-05-06,2022,5,May,2,18,6,Friday,0
20220507,2022-05-07,2022,5,May,2,18,7,Saturday,1
20220510,2022-05-10,2022,5,May,2,19,10,Tuesday,0
20220603,2022-06-03,2022,6,June,2,22,3,Friday,0
20220613,2022-06-13,2022,6,June,2,24,13,Monday,0
20220619,2022-06-19,2022,6,June,2,24,19,Sunday,1
20220621,2022-06-21,2022,6,June,2,25,21,Tuesday,0
20220627,2022-06-27,2022,6,June,2,26,27,Monday,0
20220628,2022-06-28,2022,6,June,2,26,28,Tuesday,0
20220703,2022-07-03,2022,7,July,3,26,3,Sunday,1
20220709,2022-07-09,2022,7,July,3,27,9,Saturday,1
20220711,2022-07-11,2022,7,July,3,28,11,Monday,0
20220719,2022-07-19,2022,7,July,3,29,19,Tuesday,0
20220728,2022-07-28,2022,7,July,3,30,28,Thursday,0
20220729,2022-07-29,2022,7,July,3,30,29,Friday,0
20220804,2022-08-04,2022,8,August,3,31,4,Thursday,0
20220807,2022-08-07,2022,8,August,3,31,7,Sunday,1
20220815,2022-08-15,2022,8,August,3,33,15,Monday,0
20220820,2022-08-20,2022,8,August,3,33,20,Saturday,1
20220827,2022-08-27,2022,8,August,3,34,27,Saturday,1
20220828,2022-08-28,2022,8,August,3,34,28,Sunday,1
20220906,2022-09-06,2022,9,September,3,36,6,Tuesday,0
20220909,2022-09-09,2022,9,September,3,36,9,Friday,0
20220917,2022-09-17,2022,9,September,3,37,17,Saturday,1
20220920,2022-09-20,2022,9,September,3,38,20,Tuesday,0
20221008,2022-10-08,2022,10,October,4,40,8,Saturday,1
20221011,2022-10-11,2022,10,October,4,41,11,Tuesday,0
20221012,2022-10-12,2022,10,October,4,41,12,Wednesday,0
20221014,2022-10-14,2022,10,October,4,41,14,Friday,0
20221026,2022-10-26,2022,10,October,4,43,26,Wednesday,0
20221104,2022-11-04,2022,11,November,4,44,4,Friday,0
20221108,2022-11-08,2022,11,November,4,45,8,Tuesday,0
20221111,2022-11-11,2022,11,November,4,45,11,Friday,0
20221113,2022-11-13,2022,11,November,4,45,13,Sunday,1
20221122,2022-11-22,2022,11,November,4,47,22,Tuesday,0
20221127,2022-11-27,2022,11,November,4,47,27,Sunday,1
20221203,2022-12-03,2022,12,December,4,48,3,Saturday,1
20221206,2022-12-06,2022,12,December,4,49,6,Tuesday,0
20221211,2022-12-11,2022,12,December,4,49,11,Sunday,1
20221215,2022-12-15,2022,12,December,4,50,15,Thursday,0
20221219,2022-12-19,2022,12,December,4,51,19,Monday,0
20221227,2022-12-27,2022,12,December,4,52,27,Tuesday,0
20230107,2023-01-07,2023,1,January,1,1,7,Saturday,1
20230112,2023-01-12,2023,1,January,1,2,12,Thursday,0
20230115,2023-01-15,2023,1,January,1,2,15,Sunday,1
20230121,2023-01-21,2023,1,January,1,3,21,Saturday,1
20230125,2023-01-25,2023,1,January,1,4,25,Wednesday,0
20230130,2023-01-30,2023,1,January,1,5,30,Monday,0
20230207,2023-02-07,2023,2,February,1,6,7,Tuesday,0
20230223,2023-02-23,2023,2,February,1,8,23,Thursday,0
20230303,2023-03-03,2023,3,March,1,9,3,Friday,0
20230308,2023-03-08,2023,3,March,1,10,8,Wednesday,0
20230309,2023-03-09,2023,3,March,1,10,9,Thursday,0
20230310,2023-03-10,2023,3,March,1,10,10,Friday,0
20230311,2023-03-11,2023,3,March,1,10,11,Saturday,1
20230315,2023-03-15,2023,3,March,1,11,15,Wednesday,0
20230326,2023-03-26,2023,3,March,1,12,26,Sunday,1
20230327,2023-03-27,2023,3,March,1,13,27,Monday,0
20230404,2023-04-04,2023,4,April,2,14,4,Tuesday,0
20230405,2023-04-05,2023,4,April,2,14,5,Wednesday,0
20230414,2023-04-14,2023,4,April,2,15,14,Friday,0
20230424,2023-04-24,2023,4,April,2,17,24,Monday,0
20230515,2023-05-15,2023,5,May,2,20,15,Monday,0
20230519,2023-05-19,2023,5,May,2,20,19,Friday,0
20230608,2023-06-08,2023,6,June,2,23,8,Thursday,0
20230618,2023-06-18,2023,6,June,2,24,18,Sunday,1
20230620,2023-06-20,2023,6,June,2,25,20,Tuesday,0
20230621,2023-06-21,2023,6,June,2,25,21,Wednesday,0
20230707,2023-07-07,2023,7,July,3,27,7,Friday,0
20230719,2023-07-19,2023,7,July,3,29,19,Wednesday,0
20230720,2023-07-20,2023,7,July,3,29,20,Thursday,0
20230727,2023-07-27,2023,7,July,3,30,27,Thursday,0
20230729,2023-07-29,2023,7,July,3,30,29,Saturday,1
20230818,2023-08-18,2023,8,August,3,33,18,Friday,0
20230901,2023-09-01,2023,9,September,3,35,1,Friday,0
20230903,2023-09-03,2023,9,September,3,35,3,Sunday,1
20230911,2023-09-11,2023,9,September,3,37,11,Monday,0
20230916,2023-09-16,2023,9,September,3,37,16,Saturday,1
20230917,2023-09-17,2023,9,September,3,37,17,Sunday,1
20230919,2023-09-19,2023,9,September,3,38,19,Tuesday,0
20230920,2023-09-20,2023,9,September,3,38,20,Wednesday,0
20230929,2023-09-29,2023,9,September,3,39,29,Friday,0
20231020,2023-10-20,2023,10,October,4,42,20,Friday,0
20231025,2023-10-25,2023,10,October,4,43,25,Wednesday,0
20231030,2023-10-30,2023,10,October,4,44,30,Monday,0
20231106,2023-11-06,2023,11,November,4,45,6,Monday,0
20231119,2023-11-19,2023,11,November,4,46,19,Sunday,1
20231202,2023-12-02,2023,12,December,4,48,2,Saturday,1
20231203,2023-12-03,2023,12,December,4,48,3,Sunday,1
20231213,2023-12-13,2023,12,December,4,50,13,Wednesday,0
20231214,2023-12-14,2023,12,December,4,50,14,Thursday,0
20231217,2023-12-17,2023,12,December,4,50,17,Sunday,1
20231218,2023-12-18,2023,12,December,4,51,18,Monday,0
20231225,2023-12-25,2023,12,December,4,52,25,Monday,0
20231228,2023-12-28,2023,12,December,4,52,28,Thursday,0
20240111,2024-01-11,2024,1,January,1,2,11,Thursday,0
20240118,2024-01-18,2024,1,January,1,3,18,Thursday,0
20240122,2024-01-22,2024,1,January,1,4,22,Monday,0
20240212,2024-02-12,2024,2,February,1,7,12,Monday,0
20240214,2024-02-14,2024,2,February,1,7,14,Wednesday,0
20240218,2024-02-18,2024,2,February,1,7,18,Sunday,1
20240219,2024-02-19,2024,2,February,1,8,19,Monday,0
20240220,2024-02-20,2024,2,February,1,8,20,Tuesday,0
20240226,2024-02-26,2024,2,February,1,9,26,Monday,0
20240227,2024-02-27,2024,2,February,1,9,27,Tuesday,0
20240312,2024-03-12,2024,3,March,1,11,12,Tuesday,0
20240317,2024-03-17,2024,3,March,1,11,17,Sunday,1
20240322,2024-03-22,2024,3,March,1,12,22,Friday,0
20240326,2024-03-26,2024,3,March,1,13,26,Tuesday,0
20240406,2024-04-06,2024,4,April,2,14,6,Saturday,1
20240410,2024-04-10,2024,4,April,2,15,10,Wednesday,0
20240412,2024-04-12,2024,4,April,2,15,12,Friday,0
20240413,2024-04-13,2024,4,April,2,15,13,Saturday,1
20240415,2024-04-15,2024,4,April,2,16,15,Monday,0
20240418,2024-04-18,2024,4,April,2,16,18,Thursday,0
20240419,2024-04-19,2024,4,April,2,16,19,Friday,0
20240423,2024-04-23,2024,4,April,2,17,23,Tuesday,0
20240425,2024-04-25,2024,4,April,2,17,25,Thursday,0
20240428,2024-04-28,2024,4,April,2,17,28,Sunday,1
20240506,2024-05-06,2024,5,May,2,19,6,Monday,0
20240507,2024-05-07,2024,5,May,2,19,7,Tuesday,0
20240510,2024-05-10,2024,5,May,2,19,10,Friday,0
20240511,2024-05-11,2024,5,May,2,19,11,Saturday,1
20240616,2024-06-16,2024,6,June,2,24,16,Sunday,1
20240618,2024-06-18,2024,6,June,2,25,18,Tuesday,0
20240619,2024-06-19,2024,6,June,2,25,19,Wednesday,0
20240620,2024-06-20,2024,6,June,2,25,20,Thursday,0
20240628,2024-06-28,2024,6,June,2,26,28,Friday,0
20240629,2024-06-29,2024,6,June,2,26,29,Saturday,1
20240707,2024-07-07,2024,7,July,3,27,7,Sunday,1
20240806,2024-08-06,2024,8,August,3,32,6,Tuesday,0
20240808,2024-08-08,2024,8,August,3,32,8,Thursday,0
20240810,2024-08-10,2024,8,August,3,32,10,Saturday,1
20240811,2024-08-11,2024,8,August,3,32,11,Sunday,1
20240814,2024-08-14,2024,8,August,3,33,14,Wednesday,0
20240815,2024-08-15,2024,8,August,3,33,15,Thursday,0
20240818,2024-08-18,2024,8,August,3,33,18,Sunday,1
20240820,2024-08-20,2024,8,August,3,34,20,Tuesday,0
20240821,2024-08-21,2024,8,August,3,34,21,Wednesday,0
20240829,2024-08-29,2024,8,August,3,35,29,Thursday,0
20240908,2024-09-08,2024,9,September,3,36,8,Sunday,1
20240913,2024-09-13,2024,9,September,3,37,13,Friday,0
20240918,2024-09-18,2024,9,September,3,38,18,Wednesday,0
20240922,2024-09-22,2024,9,September,3,38,22,Sunday,1
20241009,2024-10-09,2024,10,October,4,41,9,Wednesday,0
20241017,2024-10-17,2024,10,October,4,42,17,Thursday,0
20241018,2024-10-18,2024,10,October,4,42,18,Friday,0
20241019,2024-10-19,2024,10,October,4,42,19,Saturday,1
20241022,2024-10-22,2024,10,October,4,43,22,Tuesday,0
20241023,2024-10-23,2024,10,October,4,43,23,Wednesday,0
20241102,2024-11-02,2024,11,November,4,44,2,Saturday,1
20241109,2024-11-09,2024,11,November,4,45,9,Saturday,1
20241111,2024-11-11,2024,11,November,4,46,11,Monday,0
20241112,2024-11-12,2024,11,November,4,46,12,Tuesday,0
20241119,2024-11-19,2024,11,November,4,47,19,Tuesday,0
20241122,2024-11-22,2024,11,November,4,47,22,Friday,0
20241123,2024-11-23,2024,11,November,4,47,23,Saturday,1
20241130,2024-11-30,2024,11,November,4,48,30,Saturday,1
20241212,2024-12-12,2024,12,December,4,50,12,Thursday,0
20241214,2024-12-14,2024,12,December,4,50,14,Saturday,1
20241216,2024-12-16,2024,12,December,4,51,16,Monday,0
20241219,2024-12-19,2024,12,December,4,51,19,Thursday,0
20241220,2024-12-20,2024,12,December,4,51,20,Friday,0
